obsECIx,obsECIy,obsECIz,jdHistory,obsRelx,obsRely,obsRelz,sunPosIx,sunPosIy,sunPosz
-4518070.736981191,2784632.102154137,3537441.513588015,2458536.13102131,11618221.23411818,-36178060.23932055,3544769.637453016,131146565396.1874,-62818925744.35594,-27231985971.95126
-4519085.756117547,2782982.238542143,3537443.339416682,2458536.131079181,11631406.86713336,-36173828.19389746,3544785.646671362,131146636749.8987,-62818804148.64574,-27231933257.57579
-4520100.173636113,2781332.004956433,3537445.164135949,2458536.131137051,11644590.95594694,-36169591.34248952,3544801.65380478,131146708103.4762,-62818682552.87174,-27231880543.17275
-4521113.981251225,2779681.414892218,3537446.987730911,2458536.131194921,11657773.50695841,-36165349.67238449,3544817.65883648,131146779456.3467,-62818560958.0106,-27231827829.16551
-4522127.195134563,2778030.442020229,3537448.810230659,2458536.131252792,11670954.50211014,-36161103.21069532,3544833.661793669,131146850809.6555,-62818439362.1108,-27231775114.70806
-4523139.806995788,2776379.099832801,3537450.631620279,2458536.131310662,11684133.94780703,-36156851.94471396,3544849.662659549,131146922162.8287,-62818317766.15066,-27231722400.22453
-4524151.80858419,2774727.401801244,3537452.451884931,2458536.131368532,11697311.85041425,-36152595.86175421,3544865.661417397,131146993515.2959,-62818196171.10152,-27231669686.13601
-4525163.216002255,2773075.321644533,3537454.271053579,2458536.131426403,11710488.19194476,-36148334.98888263,3544881.658094293,131147064868.2043,-62818074575.00849,-27231616971.59501
-4526174.020994602,2771422.872831109,3537456.089111374,2458536.131484273,11723662.97876882,-36144069.31341733,3544897.652673504,131147136220.9809,-62817952978.84823,-27231564257.02492
-4527184.215284955,2769770.068907266,3537457.906043427,2458536.131542143,11736836.21727858,-36139798.82259896,3544913.645138259,131147207573.0486,-62817831383.60428,-27231511542.85217
-4528193.815047826,2768116.883409463,3537459.721878836,2458536.131600014,11750007.88941521,-36135523.54367893,3544929.635515771,131147278925.5566,-62817709787.31828,-27231458828.22772
-4529202.811961944,2766463.329947099,3537461.53660263,2458536.131657884,11763178.00161609,-36131243.46383629,3544945.623789187,131147350277.9298,-62817588190.97013,-27231406113.5764
-4530211.19778601,2764809.422042526,3537463.350199987,2458536.131715755,11776346.56023901,-36126958.57033779,3544961.6099418,131147421629.6,-62817466595.52794,-27231353399.31791
-4531218.988645469,2763155.13324754,3537465.162699909,2458536.131773625,11789513.54727525,-36122668.89042149,3544977.594000733,131147492981.7096,-62817344999.04526,-27231300684.60842
-4532226.176274169,2761500.477114612,3537466.97408753,2458536.131831496,11802678.96910797,-36118374.4113254,3544993.575949233,131147564333.6824,-62817223402.50393,-27231247969.87357
-4533232.752465652,2759845.467142051,3537468.784348092,2458536.131889366,11815842.83206092,-36114075.12034242,3545009.555770662,131147635684.9463,-62817101806.87883,-27231195255.536
-4534238.733236072,2758190.076996131,3537470.593510395,2458536.131947236,11829005.11823554,-36109771.04459815,3545025.533491937,131147707036.6544,-62816980210.20487,-27231142540.7438
-4535244.110374295,2756534.320172316,3537472.401559678,2458536.132005107,11842165.83396083,-36105462.17138971,3545041.509096414,131147778388.2316,-62816858613.46197,-27231089825.92178
-4536248.875668586,2754878.210210934,3537474.208481169,2458536.132062977,11855324.9855667,-36101148.48797002,3545057.482567441,131147849739.0951,-62816737017.64378,-27231037111.50072
-4537253.045146391,2753221.720694659,3537476.014303694,2458536.132120847,11868482.55514415,-36096830.02155033,3545073.453931958,131147921090.4017,-62816615420.77827,-27230984396.62569
-4538256.610591279,2751564.865160971,3537477.819012473,2458536.132178718,11881638.54902836,-36092506.75938781,3545089.423173307,131147992441.5746,-62816493823.84895,-27230931681.72307
-4539259.563806334,2749907.657159173,3537479.622592769,2458536.132236588,11894792.97353529,-36088178.68872844,3545105.390274866,131148063792.0406,-62816372227.83255,-27230878967.21629
-4540261.920790096,2748250.070254425,3537481.42507335,2458536.132294458,11907945.8107857,-36083845.83680308,3545121.355263525,131148135142.9488,-62816250630.77062,-27230826252.25632
-4541263.673340946,2746592.117993185,3537483.226439467,2458536.132352329,11921097.06710084,-36079508.19086193,3545137.31812265,131148206493.7192,-62816129033.65172,-27230773537.27173
-4542264.813296772,2744933.813900619,3537485.026676446,2458536.132410199,11934246.74876273,-36075165.73817719,3545153.278835687,131148277843.7886,-62816007437.43535,-27230720822.67848
-4543265.356587223,2743275.131590588,3537486.825812928,2458536.132468069,11947394.83796194,-36070818.50593305,3545169.237429396,131148349194.2935,-62815885840.18533,-27230668107.63718
-4544265.295045492,2741616.084585424,3537488.623834228,2458536.13252594,11960541.3409857,-36066466.48140592,3545185.19388721,131148420544.6665,-62815764242.86807,-27230615392.56681
-4545264.620504326,2739956.686452329,3537490.420725662,2458536.13258381,11973686.26412208,-36062109.65182802,3545201.148192564,131148491894.3296,-62815642646.46884,-27230562677.8945
-4546263.348904395,2738296.910721529,3537492.216515895,2458536.132641681,11986829.5895515,-36057748.04446922,3545217.100372244,131148563244.4379,-62815521049.01901,-27230509962.7668
-4547261.472073734,2736636.77095739,3537494.011190227,2458536.132699551,11999971.32356735,-36053381.64656591,3545233.050409668,131148634594.4093,-62815399451.51044,-27230457247.6137
-4548258.981840033,2734976.280769182,3537495.804733968,2458536.132757421,12013111.47246334,-36049010.44531038,3545248.998288265,131148705943.6751,-62815277854.913,-27230404532.85568
-4549255.894174702,2733315.413570287,3537497.597175834,2458536.132815292,12026250.01839039,-36044634.46809128,3545264.944034871,131148777293.3829,-62815156257.2699,-27230351817.6444
-4550252.20086092,2731654.183033427,3537499.388501053,2458536.132873162,12039386.96768697,-36040253.70203894,3545280.887632834,131148848642.9521,-62815034659.57157,-27230299102.40926
-4551247.893781032,2729992.602710498,3537501.178695029,2458536.132931032,12052522.32659427,-36035868.13440459,3545296.829065676,131148919991.8182,-62814913062.77927,-27230246387.56697
-4552242.988817758,2728330.646096909,3537502.967786314,2458536.132988903,12065656.07735115,-36031477.79249756,3545312.768360072,131148991341.1206,-62814791464.95169,-27230193672.27594
-4553237.477848677,2726668.326741705,3537504.755760309,2458536.133046773,12078788.22620444,-36027082.66357313,3545328.705499541,131149062690.2923,-62814669867.05524,-27230140956.95512
-4554231.36070189,2725005.644932214,3537506.542616704,2458536.133104644,12091918.77144813,-36022682.74815011,3545344.640481894,131149134039.3262,-62814548269.10172,-27230088241.60964
-4555224.629259694,2723342.614265346,3537508.328340904,2458536.133162514,12105047.71932459,-36018278.03343747,3545360.573290657,131149205387.661,-62814426672.04736,-27230035526.65402
-4556217.299405793,2721679.208147011,3537510.112961467,2458536.133220384,12118175.05207383,-36013868.54683633,3545376.503952507,131149276736.4284,-62814305073.96453,-27229982811.25262
-4557209.362997903,2720015.440204463,3537511.896463752,2458536.133278255,12131300.77596242,-36009454.27552708,3545392.432450925,131149348085.0686,-62814183475.80599,-27229930095.81847
-4558200.811933169,2718351.324043462,3537513.678833194,2458536.133336125,12144424.89721782,-36005035.20671227,3545408.358769464,131149419432.9962,-62814061878.5705,-27229877380.78455
-4559191.66202662,2716686.833118976,3537515.460098224,2458536.133393995,12157547.39814989,-36000611.36774591,3545424.28293468,131149490781.3689,-62813940280.28442,-27229824665.29525
-4560181.905170678,2715021.981033954,3537517.240244266,2458536.133451866,12170668.28499137,-35996182.74583475,3545440.204930116,131149562129.6058,-62813818681.9378,-27229771949.77977
-4561171.533297114,2713356.781369779,3537519.019256816,2458536.133509736,12183787.56393598,-35991749.32820774,3545456.12473939,131149633477.1377,-62813697084.50066,-27229719234.65865
-4562160.562152413,2711691.207630592,3537520.79716418,2458536.133567607,12196905.21736302,-35987311.14217179,3545472.042388929,131149704825.108,-62813575486.02487,-27229666519.08731
-4563148.983663644,2710025.27339498,3537522.573951849,2458536.133625477,12210021.25147147,-35982868.17496003,3545487.957862344,131149776172.9416,-62813453887.49031,-27229613803.49058
-4564136.789757726,2708358.992286395,3537524.349605309,2458536.133683347,12223135.67246079,-35978420.41376142,3545503.871143245,131149847520.0712,-62813332289.86344,-27229561088.28742
-4565123.996191582,2706692.337725269,3537526.124152884,2458536.133741218,12236248.4627007,-35973967.88596863,3545519.782258076,131149918867.6429,-62813210691.19112,-27229508372.6311
-4566110.594887411,2705025.323332256,3537527.897580054,2458536.133799088,12249359.62839599,-35969510.57877474,3545535.69119044,131149990215.0818,-62813089092.45316,-27229455656.9464
-4567096.577787046,2703357.962739632,3537529.669872333,2458536.133856958,12262469.17573204,-35965048.47936196,3545551.597923973,131150061561.8062,-62812967494.64178,-27229402941.66347
-4568081.960618327,2701690.229350612,3537531.441057995,2458536.133914829,12275577.08710863,-35960581.61514218,3545567.50248507,131150132908.9756,-62812845895.77965,-27229350225.92508
-4569066.735318355,2700022.136794675,3537533.211122543,2458536.133972699,12288683.36871643,-35956109.97330178,3545583.404857359,131150204256.0102,-62812724296.85557,-27229297510.1599
-4570050.893863516,2698353.698679607,3537534.980051559,2458536.134030569,12301788.02670728,-35951633.54104942,3545599.305024542,131150275602.3398,-62812602698.8409,-27229244794.78906
-4571034.45191326,2696684.888458019,3537536.747873186,2458536.13408844,12314891.04355014,-35947152.3457497,3545615.203012885,131150346949.1078,-62812481099.78741,-27229192078.96793
-4572017.401439254,2695015.719734916,3537538.514572996,2458536.13414631,12327992.42540204,-35942666.37461549,3545631.098806083,131150418295.743,-62812359500.66837,-27229139363.11845
-4572999.734393576,2693346.20619349,3537540.280136524,2458536.13420418,12341092.17843999,-35938175.61478212,3545646.992387795,131150489641.6712,-62812237902.46223,-27229086647.66481
-4573981.466504632,2691676.321102651,3537542.044592039,2458536.134262051,12354190.28506501,-35933680.09379989,3545662.883784413,131150560988.0397,-62812116303.21401,-27229033931.75947
-4574962.589680571,2690006.078209443,3537543.807924998,2458536.134319921,12367286.75149849,-35929179.79874168,3545678.772979515,131150632334.2763,-62811994703.89845,-27228981215.82501
-4575943.095908038,2688335.491172537,3537545.570120998,2458536.134377792,12380381.58388363,-35924674.71676946,3545694.659956823,131150703679.8031,-62811873105.50103,-27228928500.28866
-4576923.00086664,2686664.533277001,3537547.331208218,2458536.134435662,12393474.76467125,-35920164.87541934,3545710.54474264,131150775025.7701,-62811751506.06128,-27228875784.30051
-4577902.296538218,2684993.218178678,3537549.091172248,2458536.134493533,12406566.30001019,-35915650.26185738,3545726.427320679,131150846371.6015,-62811629906.56119,-27228823068.28627
-4578880.974885238,2683321.559611679,3537550.849998646,2458536.134551403,12419656.19606818,-35911130.86317237,3545742.307674621,131150917716.7308,-62811508307.96542,-27228770352.66414
-4579859.051538571,2681649.530877306,3537552.607715501,2458536.134609273,12432744.43534608,-35906606.70688606,3545758.185830679,131150989062.2974,-62811386708.33257,-27228717636.59249
-4580836.518495029,2679977.145640189,3537554.36430843,2458536.134667144,12445831.0239784,-35902077.78015788,3545774.061772596,131151060407.7322,-62811265108.63266,-27228664920.49184
-4581813.367771118,2678304.417576469,3537556.119763086,2458536.134725014,12458915.96808031,-35897544.07013636,3545789.935484148,131151131752.4541,-62811143509.85587,-27228612204.79145
-4582789.614948984,2676631.320003744,3537557.874107472,2458536.134782884,12471999.25020174,-35893005.60432927,3545805.806991462,131151203097.6253,-62811021910.02142,-27228559488.63261
-4583765.25204039,2674957.866595383,3537559.62732723,2458536.134840755,12485080.87646324,-35888462.36988927,3545821.676278305,131151274442.6575,-62810900310.13161,-27228506772.44986
-4584740.271076811,2673284.071036256,3537561.379408045,2458536.134898625,12498160.85296599,-35883914.3539582,3545837.543328485,131151345786.985,-62810778711.1514,-27228454056.6615
-4585714.687611192,2671609.90662693,3537563.130377862,2458536.134956495,12511239.16229,-35879361.5840629,3545853.408168075,131151417131.7487,-62810657111.1359,-27228401340.42439
-4586688.493670264,2669935.387049507,3537564.880222355,2458536.135014366,12524315.81054177,-35874804.04734932,3545869.270780872,131151488476.3836,-62810535511.04792,-27228348624.15593
-4587661.681319883,2668260.525964136,3537566.628927267,2458536.135072236,12537390.80378901,-35870241.7309861,3545885.131150744,131151559820.3076,-62810413911.87979,-27228295908.28632
-4588634.266044941,2666585.296721234,3537568.37652042,2458536.135130106,12550464.12468066,-35865674.66245221,3545900.98930364,131151631164.6747,-62810292311.66422,-27228243191.96269
-4589606.239906566,2664909.712978196,3537570.122987553,2458536.135187977,12563535.77928978,-35861102.82892041,3545916.845223421,131151702508.9112,-62810170711.37979,-27228190475.60928
-4590577.594966185,2663233.788437292,3537571.8683144,2458536.135245847,12576605.77368936,-35856526.21751921,3545932.69889395,131151773852.4318,-62810049112.02358,-27228137759.65835
-4591548.346718298,2661557.496365123,3537573.6125288,2458536.135303718,12589674.09051968,-35851944.85581347,3545948.550341189,131151845196.3967,-62809927511.61835,-27228085043.25271
-4592518.487219586,2659880.850461209,3537575.355616483,2458536.135361588,12602740.73585914,-35847358.73093584,3545964.399548996,131151916540.2286,-62809805911.14774,-27228032326.8188
-4593488.008546466,2658203.864436486,3537577.097563211,2458536.135419458,12615805.71576671,-35842767.83000819,3545980.246501258,131151987883.3546,-62809684311.58828,-27227979610.77997
-4594456.926164192,2656526.511540631,3537578.838396772,2458536.135477329,12628869.01291273,-35838172.18061439,3545996.091223889,131152059226.92,-62809562710.98824,-27227926894.2901
-4595425.232144429,2654848.805481835,3537580.578102918,2458536.135535199,12641930.63336156,-35833571.76988041,3546011.933700767,131152130570.3476,-62809441110.33125,-27227874177.7756
-4596392.926358455,2653170.746483132,3537582.316681422,2458536.13559307,12654990.57537821,-35828966.59841809,3546027.773929793,131152201913.6453,-62809319509.60373,-27227821461.23061
-4597360.000902693,2651492.348267003,3537584.054118081,2458536.13565094,12668048.84500282,-35824356.65334051,3546043.611894889,131152273256.2352,-62809197909.79073,-27227768745.08215
-4598326.471222647,2649813.584027094,3537585.790440648,2458536.13570881,12681105.42492677,-35819741.96229024,3546059.447621935,131152344599.2711,-62809076308.92522,-27227716028.47747
-4599292.329371409,2648134.467550143,3537587.525634841,2458536.135766681,12694160.32123439,-35815122.51231736,3546075.281094776,131152415942.1673,-62808954708.00633,-27227663311.84973
-4600257.567460459,2646455.012567297,3537589.259686491,2458536.135824551,12707213.53995135,-35810498.29052846,3546091.112297371,131152487284.3577,-62808833107.99851,-27227610595.61703
-4601222.200925246,2644775.192221814,3537590.992623328,2458536.135882421,12720265.06377985,-35805869.32461861,3546106.941255575,131152558626.9883,-62808711506.94846,-27227557878.93256
-4602186.221853183,2643095.020275587,3537592.724431136,2458536.135940292,12733314.89877132,-35801235.60166453,3546122.767953301,131152629969.486,-62808589905.83305,-27227505162.21984
-4603149.622370734,2641414.510468361,3537594.45509577,2458536.135998162,12746363.05093687,-35796597.10876646,3546138.592374532,131152701311.276,-62808468305.63203,-27227452445.90359
-4604112.417845516,2639733.635993598,3537596.184644841,2458536.136056032,12759409.5030484,-35791953.8735709,3546154.414545005,131152772653.5061,-62808346704.389,-27227399729.13568
-4605074.600399228,2638052.410588308,3537597.913064193,2458536.136113903,12772454.26112272,-35787305.88318204,3546170.234448692,131152843995.6035,-62808225103.08053,-27227347012.33947
-4606036.162192544,2636370.847967273,3537599.64033974,2458536.136171773,12785497.33113865,-35782653.12472668,3546186.052069637,131152915336.9929,-62808103502.68652,-27227294295.93978
-4606997.118525385,2634688.921374283,3537601.366498973,2458536.136229644,12798538.69593591,-35777995.62580337,3546201.867433457,131152986678.8236,-62807981901.24861,-27227241579.0876
-4607957.461553665,2633006.644521398,3537603.091527798,2458536.136287514,12811578.36149853,-35773333.37354303,3546217.680524187,131153058020.5175,-62807860299.75211,-27227188862.21009
-4608917.183433933,2631324.031165555,3537604.815412129,2458536.136345384,12824616.33381022,-35768666.35503245,3546233.491325869,131153129361.5085,-62807738699.16162,-27227136145.72544
-4609876.299475118,2629641.054466659,3537606.538179459,2458536.136403255,12837652.59570263,-35763994.59795605,3546249.299864125,131153200702.9348,-62807617097.53745,-27227083428.79272
-4610834.801828995,2627957.728178926,3537608.259815695,2458536.136461125,12850687.15316485,-35759318.08940468,3546265.10612299,131153272044.2311,-62807495495.8427,-27227030711.82949
-4611792.682667155,2626274.066067856,3537609.980306775,2458536.136518995,12863720.01216649,-35754636.81645854,3546280.910086531,131153343384.8198,-62807373895.06256,-27226977995.26283
-4612749.957269165,2624590.041276631,3537611.699680142,2458536.136576866,12876751.15556946,-35749950.80682084,3546296.711780321,131153414725.8505,-62807252293.23676,-27226925278.24292
-4613706.61780185,2622905.667568039,3537613.417921729,2458536.136634736,12889780.58934874,-35745260.04757588,3546312.511188421,131153486066.7444,-62807130691.35234,-27226872561.19767
-4614662.656470932,2621220.958682515,3537615.135017536,2458536.136692606,12902808.31944073,-35740564.52583095,3546328.308294961,131153557406.9335,-62807009090.3775,-27226819844.54682
-4615618.088488441,2619535.887813782,3537616.850994885,2458536.136750477,12915834.32877582,-35735864.26924077,3546344.103125392,131153628747.5638,-62806887488.3585,-27226767127.44337
-4616572.913731623,2617850.455143827,3537618.565853552,2458536.136808347,12928858.61561949,-35731159.27847245,3546359.895677621,131153700088.0583,-62806765886.2793,-27226714410.3139
-4617527.109044692,2616164.701563938,3537620.279551956,2458536.136866217,12941881.20127057,-35726449.51348446,3546375.685908195,131153771427.8468,-62806644285.1112,-27226661693.57947
-4618480.69732965,2614478.586630985,3537621.99213122,2458536.136924088,12954902.06097042,-35721735.01557039,3546391.473856367,131153842768.0737,-62806522682.90436,-27226608976.39481
-4619433.670783448,2612792.124124863,3537623.703577337,2458536.136981959,12967921.20066573,-35717015.77180148,3546407.259506261,131153914108.1707,-62806401080.62699,-27226556259.17964
-4620386.02162289,2611105.32783669,3537625.413876326,2458536.137039829,12980938.62628362,-35712291.76923844,3546423.042842026,131153985447.5559,-62806279479.27107,-27226503542.36401
-4621337.765039334,2609418.170859649,3537627.12305547,2458536.137097699,12993954.32077713,-35707563.03564054,3546438.823889075,131154056787.3843,-62806157876.86769,-27226450825.09435
-4622288.893244805,2607730.666982161,3537628.831100783,2458536.13715557,13006968.29007872,-35702829.55807253,3546454.602631554,131154128127.0759,-62806036274.40566,-27226398107.79934
-4623239.398471195,2606042.830003848,3537630.537998314,2458536.13721344,13019980.54010144,-35698091.32358862,3546470.37905364,131154199466.0626,-62805914672.85313,-27226345390.89869
-4624189.295880425,2604354.633001294,3537632.24377529,2458536.13727131,13032991.05382878,-35693348.35996664,3546486.153180694,131154270805.4877,-62805793070.26183,-27226292673.54778
-4625138.577699604,2602666.08977143,3537633.948417757,2458536.137329181,13045999.83717862,-35688600.65426511,3546501.924996889,131154342144.7817,-62805671467.60165,-27226239956.16708
-4626087.236175722,2600977.214122365,3537635.651911785,2458536.137387051,13059006.89605036,-35683848.19353151,3546517.694486431,131154413483.3689,-62805549865.85448,-27226187239.18227
-4627035.286460159,2599287.979080406,3537637.35428459,2458536.137444921,13072012.21343854,-35679091.00559617,3546533.461674664,131154484822.3974,-62805428263.0632,-27226134521.74488
-4627982.720757275,2597598.398518389,3537639.055522166,2458536.137502792,13085015.795286,-35674329.07744314,3546549.226545715,131154556161.2881,-62805306660.215,-27226081804.28289
-4628929.531329216,2595908.486252928,3537640.755610626,2458536.137560662,13098017.6474754,-35669562.3961146,3546564.989083827,131154627499.4758,-62805185058.27289,-27226029087.21378
-4629875.733316751,2594218.215260048,3537642.454577149,2458536.137618532,13111017.75301493,-35664790.98949222,3546580.749314312,131154698838.1,-62805063455.29541,-27225976369.69588
-4630821.318977155,2592527.599353633,3537644.152407838,2458536.137676403,13124016.11779413,-35660014.84462162,3546596.507221406,131154770176.596,-62804941852.24399,-27225923652.146
-4631766.280531054,2590836.652459944,3537645.849088724,2458536.137734273,13137012.74774008,-35655233.94843646,3546612.26278927,131154841514.3823,-62804820250.11059,-27225870934.99417
-4632710.633127371,2589145.347470981,3537647.544647006,2458536.137792144,13150007.62585189,-35650448.32890532,3546628.016043237,131154912852.6069,-62804698646.93832,-27225818217.39205
-4633654.368981972,2587453.698310345,3537649.239068708,2458536.137850014,13163000.75806205,-35645657.97296586,3546643.766967462,131154984190.6996,-62804577043.6988,-27225765499.76085
-4634597.480406059,2585761.718777769,3537650.932340024,2458536.137907884,13175992.15020801,-35640862.86768028,3546659.515546273,131155055528.0825,-62804455441.37736,-27225712782.52771
-4635539.982443608,2584069.381883761,3537652.624487966,2458536.137965755,13188981.78539476,-35636063.04090068,3546675.261804814,131155126865.9115,-62804333838.00346,-27225660064.83839
-4636481.867382166,2582376.701459122,3537654.315498685,2458536.138023625,13201969.66948406,-35631258.47965954,3546691.005727368,131155198203.6018,-62804212234.57441,-27225607347.12523
-4637423.127529219,2580683.691345756,3537656.005358375,2458536.138081495,13214955.80831801,-35626449.17097893,3546706.747298263,131155269540.5853,-62804090632.05818,-27225554629.80787
-4638363.777899208,2578990.324537727,3537657.694093987,2458536.138139366,13227940.1850321,-35621635.14272939,3546722.486542585,131155340878.0079,-62803969028.50155,-27225501912.03954
-4639303.803237444,2577296.628496661,3537659.381678135,2458536.138197236,13240922.81303126,-35616816.3683146,3546738.223431078,131155412215.3007,-62803847424.87418,-27225449194.24063
-4640243.218538676,2575602.576205687,3537661.068137741,2458536.138255107,13253903.67547126,-35611992.87561744,3546753.9579888,131155483552.4596,-62803725821.18304,-27225396476.41413
-4641182.00856824,2573908.195137543,3537662.753445452,2458536.138312977,13266882.78573767,-35607164.63803178,3546769.690186531,131155554888.9108,-62803604218.40653,-27225343758.98422
-4642120.188319897,2572213.458230608,3537664.437628189,2458536.138370847,13279860.12698789,-35602331.6834866,3546785.420049326,131155626225.7991,-62803482614.59299,-27225291041.10481
-4643057.750079078,2570518.379402963,3537666.120672098,2458536.138428718,13292835.70508799,-35597493.9989318,3546801.147561464,131155697562.5566,-62803361010.71057,-27225238323.19561
-4643994.686188652,2568822.972516117,3537667.802563438,2458536.138486588,13305809.52584695,-35592651.57137455,3546816.87270734,131155768898.6072,-62803239407.74096,-27225185605.6822
-4644931.011631489,2567127.210458239,3537669.483329102,2458536.138544458,13318781.57243397,-35587804.42879603,3546832.595511981,131155840235.099,-62803117803.72746,-27225132887.71631
-4645866.718745573,2565431.10708814,3537671.162955336,2458536.138602329,13331751.85066352,-35582952.55820745,3546848.315959766,131155911571.4532,-62802996199.657,-27225080169.7258
-4646801.799832914,2563734.676377228,3537672.841428324,2458536.138660199,13344720.36638641,-35578095.94650808,3546864.034035014,131155982907.1024,-62802874596.49602,-27225027452.12964
-4647736.269865387,2562037.891163453,3537674.518774938,2458536.13871807,13357687.1027839,-35573234.6217313,3546879.749762733,131156054243.1918,-62802752992.29294,-27224974734.08179
-4648670.121177522,2560340.765347874,3537676.194981421,2458536.13877594,13370652.06567465,-35568368.5708482,3546895.463127302,131156125579.1512,-62802631388.01925,-27224922016.00339
-4649603.34616111,2558643.312774818,3537677.870034116,2458536.13883381,13383615.26082099,-35563497.78088696,3546911.174113195,131156196914.3991,-62802509784.66693,-27224869298.3245
-4650535.959665177,2556945.506435236,3537679.543959673,2458536.138891681,13396576.67152773,-35558622.2797301,3546926.882745203,131156268250.0861,-62802388180.27408,-27224816580.19458
-4651467.95407672,2555247.360170821,3537681.216744432,2458536.138949551,13409536.30356168,-35553742.05441027,3546942.589007796,131156339585.6432,-62802266575.81062,-27224763862.03413
-4652399.321784099,2553548.887868112,3537682.88837473,2458536.139007421,13422494.16268977,-35548857.09191534,3546958.29288545,131156410920.4915,-62802144972.26352,-27224711144.27102
-4653330.077643961,2551850.062434048,3537684.55887723,2458536.139065292,13435450.23221037,-35543967.42021377,3546973.994402964,131156482255.7838,-62802023367.66746,-27224658426.05323
-4654260.214039853,2550150.897752527,3537686.228238263,2458536.139123162,13448404.51789511,-35539073.02629781,3546989.693544803,131156553590.9383,-62801901763.01438,-27224605707.81079
-4655189.72337533,2548451.40771841,3537687.896444196,2458536.139181032,13461357.02549607,-35534173.89714932,3547005.390295472,131156624925.3853,-62801780159.27596,-27224552989.96494
-4656118.620477397,2546751.565222398,3537689.56352164,2458536.139238903,13474307.7383422,-35529270.06075502,3547021.084679717,131156696260.2723,-62801658554.49527,-27224500271.66732
-4657046.897744789,2545051.384156712,3537691.22945695,2458536.139296773,13487256.66219105,-35524361.50410078,3547036.776682029,131156767595.0305,-62801536949.64224,-27224447553.33841
-4657974.547614773,2543350.878390579,3537692.894236558,2458536.139354643,13500203.80276195,-35519448.21419612,3547052.466286978,131156838929.0768,-62801415345.71069,-27224394835.40906
-4658901.584847664,2541650.020866363,3537694.557886948,2458536.139412514,13513149.14345148,-35514530.21897811,3547068.153519186,131156910263.5673,-62801293740.73018,-27224342117.02502
-4659828.001875922,2539948.825450667,3537696.220394545,2458536.139470384,13526092.68998444,-35509607.50546025,3547083.838363212,131156981597.918,-62801172135.69614,-27224289398.61786
-4660753.791133512,2538247.306054932,3537697.881745765,2458536.139528255,13539034.44808441,-35504680.06061186,3547099.520803612,131157052931.5678,-62801050531.56469,-27224236680.60205
-4661678.967388103,2536545.43553749,3537699.541967116,2458536.139586125,13551974.40114161,-35499747.91245607,3547115.200865028,131157124265.6558,-62800928926.39442,-27224183962.13598
-4662603.523068835,2534843.227807158,3537701.201045005,2458536.139643996,13564912.5548851,-35494811.04796614,3547130.878532008,131157195599.6101,-62800807321.16039,-27224131243.64233
-4663527.450606475,2533140.696817629,3537702.858965855,2458536.139701866,13577848.91504264,-35489869.4540712,3547146.55378911,131157266932.8575,-62800685716.83939,-27224078525.54457
-4664450.764775861,2531437.815343143,3537704.515756176,2458536.139759736,13590783.46499822,-35484923.15888045,3547162.226660984,131157338266.5413,-62800564111.48294,-27224025806.99799
-4665373.458021318,2529734.597300773,3537706.171402409,2458536.139817607,13603716.21046673,-35479972.14936092,3547177.897132207,131157409600.0978,-62800442506.05073,-27223973088.41864
-4666295.522770446,2528031.056686461,3537707.825890968,2458536.139875477,13616647.15718001,-35475016.41240148,3547193.565187332,131157480932.9418,-62800320901.54172,-27223920370.23959
-4667216.973749915,2526327.16629231,3537709.479248277,2458536.139933347,13629576.28857119,-35470055.97609552,3547209.230850922,131157552266.2319,-62800199295.98018,-27223867651.60431
-4668137.803419319,2524622.940043667,3537711.131460809,2458536.139991218,13642503.61034087,-35465090.8274038,3547224.894107587,131157623599.3802,-62800077690.36866,-27223814932.94744
-4669058.004258316,2522918.391876729,3537712.782515066,2458536.140049088,13655429.12816988,-35460120.95327689,3547240.554941969,131157694931.8277,-62799956085.65968,-27223762214.68192
-4669977.590945426,2521213.494601513,3537714.432437388,2458536.140106958,13668352.82554031,-35455146.38179236,3547256.213378546,131157766264.7143,-62799834479.91033,-27223709495.96543
-4670896.555955475,2519508.262151605,3537716.081214269,2458536.140164829,13681274.70813859,-35450167.09990468,3547271.869401951,131157837597.4671,-62799712874.09707,-27223656777.22132
-4671814.891783378,2517802.708471424,3537717.72883225,2458536.140222699,13694194.78163138,-35445183.09455819,3547287.522996865,131157908929.5092,-62799591269.20358,-27223604058.87601
-4672732.613077902,2516096.806354944,3537719.375317608,2458536.140280569,13707113.02953137,-35440194.39384854,3547303.174187704,131157980261.9992,-62799469663.2542,-27223551340.07304
-4673649.712329119,2514390.569743976,3537721.020656871,2458536.14033844,13720029.45751042,-35435200.98472414,3547318.822959135,131158051594.3516,-62799348057.24792,-27223498621.24546
-4674566.182065479,2512684.012557076,3537722.664836635,2458536.14039631,13732944.07120297,-35430202.85415704,3547334.469295894,131158122925.998,-62799226452.15291,-27223445902.81301
-4675482.036869409,2510977.107640329,3537724.307883061,2458536.140454181,13745856.85418933,-35425200.03019263,3547350.113222281,131158194258.0827,-62799104846.01915,-27223393183.93031
-4676397.26926453,2509269.868909695,3537725.949782735,2458536.140512051,13758767.81210851,-35420192.49980732,3547365.754723024,131158265590.0346,-62798983239.81975,-27223340465.01923
-4677311.871776275,2507562.310325977,3537727.590522251,2458536.140569921,13771676.95059869,-35415180.24993303,3547381.393782855,131158336921.2787,-62798861634.53503,-27223287746.50475
