obsECIx,obsECIy,obsECIz,jdHistory,obsRelx,obsRely,obsRelz,sunPosIx,sunPosIy,sunPosz
-2464962.990177419,4702915.478852753,3533719.718171179,2458536.046067607,-8451633.056260949,-37037939.13902535,3520181.145780389,131041674540.0202,-62997358298.18742,-27309340427.76777
-2466677.549758403,4702014.073086518,3533722.840402628,2458536.046125477,-8438131.333524803,-37041023.26309618,3520197.832073279,131041746089.0258,-62997236798.08887,-27309287754.73748
-2468391.794389091,4701112.034969464,3533725.962044436,2458536.046183347,-8424628.502224753,-37044102.4718169,3520214.519574017,131041817638.4751,-62997115296.9453,-27309235081.25422
-2470105.710051452,4700209.371868223,3533729.083071073,2458536.046241218,-8411124.550365387,-37047176.75753275,3520231.208255272,131041889187.7889,-62996993795.74107,-27309182407.74474
-2471819.282669692,4699306.091205685,3533732.203456913,2458536.046299088,-8397619.465893591,-37050246.11253346,3520247.898089613,131041960736.3944,-62996872295.44878,-27309129734.63066
-2473532.539611953,4698402.178555221,3533735.323251788,2458536.046356958,-8384113.278200241,-37053310.55095902,3520264.589125069,131042032285.4436,-62996750794.11155,-27309077061.06366
-2475245.466868283,4697497.641298831,3533738.442430187,2458536.046414829,-8370605.975298136,-37056370.06514154,3520281.281334323,131042103834.3593,-62996629292.71017,-27309024387.46892
-2476958.050439388,4696592.486838699,3533741.560966619,2458536.046472699,-8357097.54521114,-37059424.64739364,3520297.974690083,131042175382.5646,-62996507792.2243,-27308971714.27114
-2478670.317643421,4695686.70073631,3533744.678910828,2458536.046530569,-8343588.017280281,-37062474.31186943,3520314.669240286,131042246931.2098,-62996386290.70027,-27308919040.62337
-2480382.254478522,4694780.29038899,3533747.796237319,2458536.04658844,-8330077.379526801,-37065519.0508879,3520331.364957633,131042318479.7254,-62996264789.10535,-27308866366.94494
-2482093.846953493,4693873.263214222,3533750.912920614,2458536.04664631,-8316565.619982985,-37068558.85674858,3520348.061814841,131042390027.5305,-62996143288.4257,-27308813693.66336
-2483805.122370685,4692965.604743625,3533754.029010429,2458536.046704181,-8303052.767974298,-37071593.74363768,3520364.759859821,131042461575.7796,-62996021786.7011,-27308761019.92886
-2485516.066736331,4692057.322389834,3533757.144481283,2458536.046762051,-8289538.811531264,-37074623.70386096,3520381.459065286,131042533123.8949,-62995900284.91261,-27308708346.16672
-2487226.666101491,4691148.423567484,3533760.259307772,2458536.046819921,-8276023.738727462,-37077648.72972321,3520398.159404028,131042604671.2981,-62995778784.04279,-27308655672.80291
-2488936.947684402,4690238.893814624,3533763.373539465,2458536.046877792,-8262507.578805219,-37080668.83540628,3520414.860923807,131042676219.146,-62995657282.12619,-27308602998.98538
-2490646.89753355,4689328.740541048,3533766.487150952,2458536.046935662,-8248990.319836797,-37083684.01322115,3520431.56359741,131042747766.8583,-62995535780.1492,-27308550325.14174
-2492356.501674006,4688417.971194839,3533769.600116788,2458536.046993532,-8235471.949871146,-37086694.25544118,3520448.267397583,131042819313.8652,-62995414279.07888,-27308497651.69123
-2494065.7873764,4687506.571247919,3533772.712486632,2458536.047051403,-8221952.498202877,-37089699.57631668,3520464.972372179,131042890861.3121,-62995292776.97041,-27308444977.79073
-2495774.740663214,4686594.548143514,3533775.824235029,2458536.047109273,-8208431.95287855,-37092699.96812735,3520481.678493938,131042962408.6243,-62995171274.79965,-27308392303.86329
-2497483.361307265,4685681.90200287,3533778.935361565,2458536.047167144,-8194910.315695162,-37095695.43047564,3520498.385760638,131043033955.8075,-62995049772.55645,-27308339629.90452
-2499191.635344496,4684768.640294436,3533782.045840818,2458536.047225014,-8181387.574712936,-37098685.95561753,3520515.094145049,131043105502.2767,-62994928271.23535,-27308286956.34558
-2500899.590024323,4683854.748450381,3533785.155722401,2458536.047282884,-8167863.759205672,-37101671.55784599,3520531.803694976,131043177049.1907,-62994806768.86768,-27308234282.33299
-2502607.211380099,4682940.233934308,3533788.264980885,2458536.047340755,-8154338.857231192,-37104652.22942334,3520548.514383183,131043248595.971,-62994685266.43584,-27308181608.29266
-2504314.485455945,4682025.104229939,3533791.373590858,2458536.047398625,-8140812.856858197,-37107627.96259248,3520565.226182451,131043320142.043,-62994563764.91595,-27308128934.64775
-2506021.439519384,4681109.344721364,3533794.481601969,2458536.047456495,-8127285.787378903,-37110598.77169669,3520581.93914062,131043391688.5569,-62994442262.35452,-27308076260.55137
-2507728.059543817,4680192.962924008,3533797.588988677,2458536.047514366,-8113757.636791474,-37113564.64894866,3520598.653230338,131043463234.937,-62994320759.72917,-27308023586.42735
-2509434.331581579,4679275.96633689,3533800.69572559,2458536.047572236,-8100228.393173121,-37116525.58657824,3520615.368424408,131043534780.6059,-62994199258.02063,-27307970912.70088
-2511140.282918252,4678358.340296005,3533803.801862387,2458536.047630107,-8086698.085834371,-37119481.598979,3520632.084770698,131043606326.7206,-62994077755.26397,-27307918238.52007
-2512845.899603528,4677440.092295453,3533806.907373665,2458536.047687977,-8073166.702850109,-37122432.67838717,3520648.802241996,131043677872.7035,-62993956252.43984,-27307865564.3101
-2514551.167595835,4676521.229904457,3533810.012233862,2458536.047745847,-8059634.23220375,-37125378.81696461,3520665.520810931,131043749417.9703,-62993834750.5412,-27307812890.50141
-2516256.114198737,4675601.738410862,3533813.11649269,2458536.047803718,-8046100.70322424,-37128320.02915526,3520682.240525406,131043820963.6858,-62993713247.58901,-27307760216.23606
-2517960.725470137,4674681.625324021,3533816.220124763,2458536.047861588,-8032566.103994666,-37131256.30718234,3520698.961358225,131043892509.2629,-62993591744.58157,-27307707541.94682
-2519664.987410751,4673760.898210132,3533819.323104592,2458536.047919458,-8019030.422541541,-37134187.64321288,3520715.683282087,131043964054.1374,-62993470242.47552,-27307654868.04844
-2521368.927240018,4672839.542363923,3533822.425481736,2458536.047977329,-8005493.688109687,-37137114.05168618,3520732.406344741,131044035599.4508,-62993348739.33324,-27307602193.70089
-2523072.531024082,4671917.56531004,3533825.527230827,2458536.048035199,-7991955.888790571,-37140035.52481242,3520749.130519011,131044107144.6286,-62993227236.13039,-27307549519.32716
-2524775.784839937,4670994.97459319,3533828.628326514,2458536.048093069,-7978417.01268763,-37142952.05478229,3520765.855777733,131044178689.1001,-62993105733.83598,-27307496845.34732
-2526478.71585692,4670071.755496727,3533831.728818264,2458536.04815094,-7964877.088995848,-37145863.65604869,3520782.582168562,131044250234.0143,-62992984230.4982,-27307444170.91523
-2528181.310149413,4669147.915560532,3533834.828680723,2458536.04820881,-7951336.105814753,-37148770.3208088,3520799.309664336,131044321778.7931,-62992862727.09995,-27307391496.457
-2529883.553802675,4668223.462344539,3533837.927888557,2458536.04826668,-7937794.051256509,-37151672.04124031,3520816.038237907,131044393322.8634,-62992741224.61366,-27307338822.3942
-2531585.473969927,4667298.381102396,3533841.026491204,2458536.048324551,-7924250.954500197,-37154568.83182804,3520832.767936901,131044464867.3766,-62992619721.08401,-27307286147.87914
-2533287.056733807,4666372.679389208,3533844.124463323,2458536.048382421,-7910706.803654679,-37157460.68475609,3520849.498734167,131044536411.7521,-62992498217.49731,-27307233473.33942
-2534988.288221796,4665446.364761631,3533847.22177966,2458536.048440292,-7897161.586873755,-37160347.5922077,3520866.230602638,131044607955.4252,-62992376714.81216,-27307180799.19062
-2536689.19550307,4664519.422480593,3533850.318489494,2458536.048498162,-7883615.333253011,-37163229.56866263,3520882.96358978,131044679499.5364,-62992255211.09227,-27307128124.5933
-2538389.764702495,4663591.860097941,3533853.414567567,2458536.048556033,-7870068.030943819,-37166106.60631043,3520899.697668524,131044751043.5187,-62992133707.29985,-27307075449.96462
-2540089.981921896,4662663.685204023,3533856.509988574,2458536.048613903,-7856519.668074604,-37168978.69730289,3520916.432811749,131044822586.7858,-62992012204.43136,-27307022775.73654
-2541789.874282176,4661734.882993134,3533859.604801894,2458536.048671773,-7842970.273792959,-37171845.85618861,3520933.169067023,131044894130.5007,-62991890700.51099,-27306970101.05253
-2543489.427882529,4660805.461050796,3533862.698982216,2458536.048729644,-7829419.836224862,-37174708.07512567,3520949.906407222,131044965674.079,-62991769196.53191,-27306917426.34314
-2545188.628799191,4659875.427001134,3533865.792504192,2458536.048787514,-7815868.34347343,-37177565.34623431,3520966.644805184,131045037216.9509,-62991647693.46133,-27306864752.02766
-2546887.504204668,4658944.765971653,3533868.885417293,2458536.048845384,-7802315.824738147,-37180417.68413214,3520983.384308566,131045108760.2627,-62991526189.35246,-27306812077.26214
-2548586.040206441,4658013.485563048,3533871.977696225,2458536.048903255,-7788762.268153538,-37183265.08096427,3521000.124890259,131045180303.4408,-62991404685.1796,-27306759402.46895
-2550284.222855187,4657081.593433231,3533875.069315591,2458536.048961125,-7775207.661797436,-37186107.52881939,3521016.866523055,131045251845.9107,-62991283181.9187,-27306706728.07118
-2551982.079273254,4656149.074698613,3533878.160324774,2458536.049018995,-7761652.034819467,-37188945.04232839,3521033.609254519,131045323388.8252,-62991161677.61119,-27306654053.21976
-2553679.59557646,4655215.936975114,3533881.250698491,2458536.049076866,-7748095.375362736,-37191777.61362341,3521050.353057555,131045394931.6051,-62991040173.24129,-27306601378.34136
-2555376.757891622,4654282.187898661,3533884.34041149,2458536.049134736,-7734537.671581527,-37194605.23481731,3521067.097905096,131045466473.6709,-62990918669.79371,-27306548703.86287
-2557073.593290906,4653347.812574614,3533887.429513054,2458536.049192606,-7720978.952575499,-37197427.92055427,3521083.84384461,131045538016.1862,-62990797165.29071,-27306496028.92691
-2558770.087898477,4652412.818634085,3533890.517977924,2458536.049250477,-7707419.206496431,-37200245.66295343,3521100.590849021,131045609558.5612,-62990675660.73576,-27306443353.96849
-2560466.227849505,4651477.213728163,3533893.605780856,2458536.049308347,-7693858.421507193,-37203058.45411472,3521117.338891272,131045681100.2347,-62990554157.08073,-27306390679.4003
-2562162.040199853,4650540.98293261,3533896.692971106,2458536.049366218,-7680296.626691374,-37205866.30871415,3521134.088018802,131045752642.3461,-62990432652.39108,-27306338004.38363
-2563857.511082039,4649604.13389371,3533899.779523431,2458536.049424088,-7666733.810209756,-37208669.21885787,3521150.838204551,131045824184.3267,-62990311147.63232,-27306285329.33707
-2565552.626673437,4648666.674258995,3533902.865412665,2458536.049481958,-7653169.960267018,-37211467.17665165,3521167.589421538,131045895725.5942,-62990189643.79382,-27306232654.68954
-2567247.413945909,4647728.589112062,3533905.950687908,2458536.049539829,-7639605.105863832,-37214260.19676577,3521184.341717046,131045967267.3064,-62990068138.90884,-27306179979.58841
-2568941.859074182,4646789.886095658,3533909.035323996,2458536.049597699,-7626039.235202378,-37217048.27131226,3521201.095064094,131046038808.8869,-62989946633.95635,-27306127304.45808
-2570635.961832998,4645850.565334569,3533912.119320517,2458536.04965557,-7612472.350085714,-37219831.3999218,3521217.849460454,131046110350.3338,-62989825128.93989,-27306074629.30009
-2572329.708377099,4644910.634515241,3533915.202652263,2458536.04971344,-7598904.43869766,-37222609.574664,3521234.6048791,131046181891.0683,-62989703624.84217,-27306021954.54047
-2574023.12572417,4643970.078644444,3533918.285368423,2458536.04977131,-7585335.530083526,-37225382.81028913,3521251.361367404,131046253432.2457,-62989582119.7013,-27305969279.32869
-2575716.20002629,4643028.905403819,3533921.367443786,2458536.049829181,-7571765.612424143,-37228151.0988732,3521268.118898338,131046324973.2924,-62989460614.4912,-27305916604.08696
-2577408.917446618,4642087.122494959,3533924.448853162,2458536.049887051,-7558194.673911261,-37230914.43247298,3521284.877444893,131046396513.6278,-62989339110.19828,-27305863929.24293
-2579101.304986421,4641144.714895079,3533927.529645704,2458536.049944921,-7544622.743574823,-37233672.82587042,3521301.637054404,131046468054.407,-62989217604.86024,-27305811253.94587
-2580793.34880619,4640201.690300973,3533930.609796222,2458536.050002792,-7531049.809604082,-37236426.27112862,3521318.397699863,131046539595.0496,-62989096099.46333,-27305758578.62337
-2582485.035111273,4639258.056410526,3533933.689279602,2458536.050060662,-7517475.860233236,-37239174.76031028,3521335.159354339,131046611134.9859,-62988974594.97496,-27305705903.69483
-2584176.39081897,4638313.798209087,3533936.768144845,2458536.050118532,-7503900.924408518,-37241918.30819144,3521351.922065011,131046682675.3621,-62988853089.44854,-27305653228.31632
-2585867.402131959,4637368.923389757,3533939.846366832,2458536.050176403,-7490324.990361633,-37244656.90684109,3521368.685804944,131046754215.6114,-62988731583.84605,-27305600552.90492
-2587558.05519655,4636423.439703255,3533942.923920348,2458536.050234273,-7476748.046267996,-37247390.54827136,3521385.450547104,131046825755.1436,-62988610079.17093,-27305547877.89561
-2589248.377048553,4635477.332030023,3533946.000854604,2458536.050292144,-7463170.121192612,-37250119.24736537,3521402.21633888,131046897295.1225,-62988488573.44569,-27305495202.43113
-2590938.353865311,4634530.608097078,3533949.077144441,2458536.050350014,-7449591.203342095,-37252842.99616044,3521418.983153295,131046968834.9668,-62988367067.6581,-27305442526.9397
-2592627.971734168,4633583.275708066,3533952.152764531,2458536.050407884,-7436011.28083317,-37255561.78661796,3521435.750963201,131047040374.1028,-62988245562.78253,-27305389851.84371
-2594317.257708112,4632635.31969499,3533955.227764122,2458536.050465755,-7422430.382748267,-37258275.63367176,3521452.519816027,131047111913.6797,-62988124056.86703,-27305337176.29695
-2596006.19797294,4631686.74779997,3533958.302118064,2458536.050523625,-7408848.497302731,-37260984.52934623,3521469.2896848,131047183453.1238,-62988002550.88596,-27305284500.72184
-2597694.778658239,4630737.567822929,3533961.375801113,2458536.050581495,-7395265.612655703,-37263688.46560873,3521486.060542459,131047254991.8626,-62987881045.81158,-27305231825.53988
-2599383.026732991,4629787.764604161,3533964.448862358,2458536.050639366,-7381681.757805933,-37266387.457387,3521502.832436269,131047326531.0393,-62987759539.70255,-27305179149.90944
-2601070.928391497,4628837.345900937,3533967.521276669,2458536.050697236,-7368096.920977596,-37269081.4966925,3521519.605339281,131047398070.0862,-62987638033.52266,-27305126474.24835
-2602758.469839241,4627886.319490407,3533970.593018936,2458536.050755106,-7354511.090405787,-37271770.57551761,3521536.379224563,131047469608.4171,-62987516528.26831,-27305073798.98858
-2604445.677994931,4626934.670202341,3533973.664138159,2458536.050812977,-7340924.295039326,-37274454.70880279,3521553.154139296,131047541147.1986,-62987395021.95702,-27305021123.27068
-2606132.539061352,4625982.405809101,3533976.734609222,2458536.050870847,-7327336.523111169,-37277133.88854662,3521569.930056538,131047612685.8415,-62987273515.59044,-27304968447.52887
-2607819.03925251,4625029.534102926,3533979.804407033,2458536.050928717,-7313747.762865057,-37279808.10672864,3521586.70694938,131047684223.773,-62987152010.14072,-27304915772.18461
-2609505.205470497,4624076.039884147,3533982.873580559,2458536.050986588,-7300158.043233782,-37282477.3783209,3521603.484864963,131047755762.1495,-62987030503.64439,-27304863096.38668
-2611191.023926615,4623121.930940218,3533985.942104703,2458536.051044459,-7286567.35245846,-37285141.69530923,3521620.26377637,131047827300.398,-62986908997.07393,-27304810420.55671
-2612876.480877029,4622167.21505939,3533989.009954447,2458536.051102329,-7272975.678826603,-37287801.04967918,3521637.04365676,131047898837.9305,-62986787491.42891,-27304757745.128
-2614561.603139918,4621211.877050681,3533992.077178604,2458536.051160199,-7259383.051185038,-37290455.45639662,3521653.824553124,131047970375.9078,-62986665984.73722,-27304705069.2456
-2616246.37696875,4620255.924697578,3533995.143752156,2458536.05121807,-7245789.457819201,-37293104.90745333,3521670.60643862,131048041913.7523,-62986544477.97993,-27304652393.33484
-2617930.788594606,4619299.365822456,3533998.209650038,2458536.05127594,-7232194.88699038,-37295749.39480311,3521687.38928636,131048113450.8847,-62986422972.14138,-27304599717.82244
-2619614.864886265,4618342.185166831,3534001.274921158,2458536.05133381,-7218599.36759804,-37298388.93348138,3521704.173143429,131048184988.4638,-62986301465.25262,-27304547041.85482
-2621298.592072094,4617384.390548303,3534004.339540449,2458536.051391681,-7205002.887901323,-37301023.51544815,3521720.957982936,131048256525.9072,-62986179958.30344,-27304494365.86108
-2622981.956358152,4616425.989823435,3534007.403482802,2458536.051449551,-7191405.43613714,-37303653.13262525,3521737.74377795,131048328062.6423,-62986058452.26609,-27304441690.26271
-2624664.984663698,4615466.967666114,3534010.466797219,2458536.051507421,-7177807.041255677,-37306277.80011791,3521754.530575647,131048399599.8184,-62985936945.18887,-27304389014.21361
-2626347.663225635,4614507.331908957,3534013.529458642,2458536.051565292,-7164207.691524854,-37308897.50987336,3521771.318349146,131048471136.8636,-62985815438.04252,-27304336338.13461
-2628029.978225037,4613547.090442745,3534016.591441925,2458536.051623162,-7150607.375156831,-37311512.25378144,3521788.107071476,131048542673.1966,-62985693931.81512,-27304283662.45405
-2629711.956530816,4612586.227931106,3534019.652795968,2458536.051681032,-7137006.121051691,-37314122.04695985,3521804.896789712,131048614209.9744,-62985572424.54095,-27304230986.31978
-2631393.584388481,4611624.752221754,3534022.713495742,2458536.051738903,-7123403.917486203,-37316726.88134296,3521821.687477001,131048685746.6176,-62985450917.20434,-27304178310.1585
-2633074.848054855,4610662.671182198,3534025.773516227,2458536.051796773,-7109800.752748495,-37319326.74884608,3521838.479106497,131048757282.5514,-62985329410.78156,-27304125634.39346
-2634755.774348499,4609699.969465867,3534028.832906238,2458536.051854644,-7096196.655688552,-37321921.66459935,3521855.271725192,131048828818.9272,-62985207903.31712,-27304072958.17692
-2636436.34952351,4608736.654935512,3534031.891640755,2458536.051912514,-7082591.614591936,-37324511.62052432,3521872.065306238,131048900355.1721,-62985086395.78354,-27304020281.93046
-2638116.559845333,4607772.73547368,3534034.949694785,2458536.051970384,-7068985.617755678,-37327096.60852347,3521888.859822817,131048971890.7087,-62984964889.16206,-27303967606.0795
-2639796.432115721,4606808.19570447,3534038.007117104,2458536.052028255,-7055378.694013182,-37329676.6437585,3521905.655321879,131049043426.6824,-62984843381.5074,-27303914929.7807
-2641475.939125404,4605843.051250731,3534041.06385819,2458536.052086125,-7041770.81818684,-37332251.71039307,3521922.451752077,131049114962.5262,-62984721873.78196,-27303862253.45128
-2643155.094061728,4604877.294544078,3534044.119942048,2458536.052143995,-7028162.005495869,-37334821.81578285,3521939.249135588,131049186497.6617,-62984600366.96854,-27303809577.51732
-2644833.91033533,4603910.917861632,3534047.175393081,2458536.052201866,-7014552.271382683,-37337386.96743871,3521956.04749499,131049258033.2371,-62984478859.11682,-27303756901.1333
-2646512.374117029,4602943.929154023,3534050.230186121,2458536.052259736,-7000941.604050048,-37339947.15719879,3521972.846803287,131049329568.6808,-62984357351.19774,-27303704224.72016
-2648190.485217196,4601976.328530524,3534053.284320825,2458536.052317607,-6987330.005340456,-37342502.38474326,3521989.64705831,131049401103.9898,-62984235843.21644,-27303651548.2801
-2649868.229887959,4601008.123928037,3534056.337772172,2458536.052375477,-6973717.463538241,-37345052.64192545,3522006.44823321,131049472638.5905,-62984114336.14716,-27303598872.23551
-2651545.634958705,4600039.299863666,3534059.390588987,2458536.052433347,-6960104.007504694,-37347597.94401927,3522023.250374986,131049544173.633,-62983992828.03629,-27303546195.73943
-2653222.686712272,4599069.864250193,3534062.442746311,2458536.052491218,-6946489.625554703,-37350138.28290365,3522040.05345685,131049615708.5438,-62983871319.85795,-27303493519.21416
-2654899.371375996,4598099.825058873,3534065.494219074,2458536.052549088,-6932874.30594897,-37352673.65039967,3522056.857451904,131049687242.7434,-62983749812.59661,-27303440843.08652
-2656575.715728868,4597129.166796852,3534068.545056014,2458536.052606958,-6919258.077497775,-37355204.06179349,3522073.662407058,131049758777.3838,-62983628304.29543,-27303388166.50814
-2658251.706062407,4596157.897391946,3534071.595232181,2458536.052664829,-6905640.928525517,-37357729.50895119,3522090.468295536,131049830311.8926,-62983506795.9269,-27303335489.90064
-2659927.328679572,4595186.024791709,3534074.64472265,2458536.052722699,-6892022.847367696,-37360249.9837199,3522107.275090582,131049901845.6938,-62983385288.46865,-27303282813.68784
-2661602.610308937,4594213.533493383,3534077.693576063,2458536.05278057,-6878403.862785509,-37362765.50139777,3522124.08283901,131049973379.9381,-62983263779.96709,-27303230137.02281
-2663277.537250705,4593240.431439767,3534080.741767487,2458536.05283844,-6864783.96311186,-37365276.05383818,3522140.891514058,131050044914.0456,-62983142271.40669,-27303177460.33234
-2664952.095816534,4592266.726593397,3534083.789272012,2458536.05289631,-6851163.136691175,-37367781.63287546,3522157.701088988,131050116447.4449,-62983020763.75824,-27303124784.03729
-2666626.312718026,4591292.403422286,3534086.836138251,2458536.052954181,-6837541.412267907,-37370282.25383925,3522174.511610582,131050187981.287,-62982899255.06638,-27303072107.28998
-2668300.174264079,4590317.469884218,3534089.882341285,2458536.053012051,-6823918.778183864,-37372777.90857013,3522191.323052093,131050259514.9973,-62982777746.3072,-27303019430.51355
-2669973.666808462,4589341.933937215,3534092.927856281,2458536.053069921,-6810295.222825814,-37375268.58890921,3522208.135386858,131050331047.9985,-62982656238.46171,-27302966754.1333
-2671646.816978982,4588365.780059026,3534095.972731701,2458536.053127792,-6796670.774854622,-37377754.31017859,3522224.948661508,131050402581.4393,-62982534729.57804,-27302914077.30304
-2673319.611126645,4587389.016202934,3534099.0169427,2458536.053185662,-6783045.422654426,-37380235.06422559,3522241.76284937,131050474114.7486,-62982413220.62707,-27302861400.44368
-2674992.035580564,4586411.650361404,3534102.060464405,2458536.053243532,-6769419.154587563,-37382710.84285909,3522258.577923737,131050545647.3466,-62982291712.59299,-27302808723.98188
-2676664.117018299,4585433.666944049,3534105.103345358,2458536.053301403,-6755791.999364849,-37385181.66147155,3522275.393931325,131050617180.3923,-62982170203.50726,-27302756047.06424
-2678335.841766189,4584455.073938586,3534108.145560683,2458536.053359273,-6742163.945345996,-37387647.51187808,3522292.210845424,131050688713.2994,-62982048694.36591,-27302703370.12256
-2680007.196162093,4583475.87935242,3534111.187085511,2458536.053417143,-6728534.980902281,-37390108.38587484,3522309.028639335,131050760245.5002,-62981927186.13319,-27302650693.57486
-2681678.220303539,4582496.059683781,3534114.227992815,2458536.053475014,-6714905.148164671,-37392564.30676791,3522325.8473842,131050831778.1399,-62981805676.86407,-27302598016.57793
-2683348.873648669,4581515.638694869,3534117.268208817,2458536.053532884,-6701274.408624935,-37395015.25060012,3522342.667004409,131050903310.6516,-62981684167.52077,-27302545339.54891
-2685019.155984016,4580534.616530715,3534120.307733128,2458536.053590755,-6687642.764103197,-37397461.21703225,3522359.487497743,131050974842.4504,-62981562659.09772,-27302492662.91891
-2686689.093952973,4579552.97754261,3534123.346614234,2458536.053648625,-6674010.24327665,-37399902.22151952,3522376.308910854,131051046374.6918,-62981441149.63159,-27302439985.83678
-2688358.673899383,4578570.729748162,3534126.384827281,2458536.053706496,-6660376.834522905,-37402338.2558516,3522393.131217058,131051117906.7986,-62981319640.10308,-27302387308.72768
-2690027.882211963,4577587.881165029,3534129.422347503,2458536.053764366,-6646742.526264256,-37404769.31181885,3522409.954389755,131051189438.1991,-62981198131.48314,-27302334632.01254
-2691696.745450352,4576604.416154594,3534132.45922323,2458536.053822236,-6633107.347094492,-37407195.40486863,3522426.778475443,131051260970.0414,-62981076621.82158,-27302281954.8459
-2693365.25000049,4575620.342729796,3534135.495429689,2458536.053880107,-6619471.285433522,-37409616.5267975,3522443.603447518,131051332501.7481,-62980955112.09959,-27302229277.65314
-2695033.382226582,4574635.668942827,3534138.530942067,2458536.053937977,-6605834.32967967,-37412032.66936349,3522460.429279333,131051404032.7464,-62980833603.28959,-27302176600.85581
-2696701.168737727,4573650.379086734,3534141.565808785,2458536.053995847,-6592196.508476079,-37414443.84808455,3522477.256017475,131051475564.1886,-62980712093.43443,-27302123923.60545
-2698368.595895339,4572664.481208976,3534144.600005023,2458536.054053718,-6578557.810218713,-37416850.05472489,3522494.083635292,131051547095.498,-62980590583.51359,-27302071246.32669
-2700035.65003918,4571677.983396358,3534147.633505925,2458536.054111588,-6564918.223280309,-37419251.28101029,3522510.912106094,131051618626.0972,-62980469074.50816,-27302018569.44486
-2701702.357860942,4570690.869853744,3534150.666360061,2458536.054169458,-6551277.776388213,-37421647.54254897,3522527.741476619,131051690157.1383,-62980347564.46111,-27301965892.11153
-2703368.70563106,4569703.148702594,3534153.698542448,2458536.054227329,-6537636.457846813,-37424038.83103345,3522544.571720048,131051761688.0437,-62980226054.35365,-27301913214.75208
-2705034.679764652,4568714.828005216,3534156.730028362,2458536.054285199,-6523994.256105682,-37426425.1382161,3522561.402809824,131051833218.2426,-62980104545.15457,-27301860537.78651
-2706700.306836396,4567725.891996491,3534159.760866171,2458536.054343069,-6510351.199774023,-37428806.47967748,3522578.234792479,131051904748.8826,-62979983034.91563,-27301807860.3702
-2708365.573225341,4566736.34875369,3534162.791031078,2458536.05440094,-6496707.277265473,-37431182.84715648,3522595.067641384,131051976279.3946,-62979861524.60261,-27301755182.92184
-2710030.465322193,4565746.206373717,3534165.820498324,2458536.05445881,-6483062.477005394,-37433554.2323731,3522611.901329945,131052047809.1905,-62979740015.21507,-27301702505.87478
-2711695.009684364,4564755.449062379,3534168.849316233,2458536.054516681,-6469416.827585924,-37435920.6509392,3522628.73590465,131052119339.4332,-62979618504.7774,-27301649828.37254
-2713359.192699751,4563764.084911856,3534171.877460038,2458536.054574551,-6455770.317429742,-37438282.09458097,3522645.571338897,131052190869.5402,-62979496994.2793,-27301597150.84417
-2715023.000767924,4562772.122033923,3534174.904904987,2458536.054632421,-6442122.934971271,-37440638.55500578,3522662.407606099,131052262398.9409,-62979375484.68961,-27301544473.70968
-2716686.460429003,4561779.544605356,3534177.931699377,2458536.054690292,-6428474.708785551,-37442990.04785675,3522679.244752718,131052333928.7814,-62979253974.06192,-27301491796.12526
-2718349.558079746,4560786.360733213,3534180.957818453,2458536.054748162,-6414825.627304341,-37445336.5648474,3522696.082752163,131052405458.4873,-62979132463.37179,-27301439118.51385
-2720012.280161778,4559792.578524305,3534183.983237547,2458536.054806032,-6401175.679004289,-37447678.09769231,3522712.921577929,131052476987.4888,-62979010953.58686,-27301386441.29494
-2721674.653131532,4558798.182166047,3534187.008004794,2458536.054863903,-6387524.892376949,-37450014.66202616,3522729.761276317,131052548516.9273,-62978889442.76881,-27301333763.62822
-2723336.663427832,4557803.179760553,3534190.032095522,2458536.054921773,-6373873.255896293,-37452346.24956968,3522746.601820818,131052620046.2339,-62978767931.88339,-27301281085.93235
-2724998.310829727,4556807.571440094,3534193.055509329,2458536.054979644,-6360220.771376729,-37454672.86001418,3522763.443209192,131052691575.4059,-62978646420.93584,-27301228408.20963
-2726659.581757538,4555811.36535113,3534196.078221506,2458536.055037514,-6346567.427273719,-37456994.48503753,3522780.285414894,131052763103.8745,-62978524910.89175,-27301175730.87864
-2728320.502710911,4554814.545602753,3534199.100280268,2458536.055095384,-6332913.252122354,-37459311.14035571,3522797.128484304,131052834632.7781,-62978403399.81786,-27301123053.10129
-2729981.060107341,4553817.120336714,3534202.121660904,2458536.055153255,-6319258.234375519,-37461622.81765277,3522813.972390871,131052906161.5529,-62978281888.67147,-27301070375.29258
-2731641.240376062,4552819.097714324,3534205.142338721,2458536.055211125,-6305602.362498104,-37463929.50859395,3522830.817108068,131052977689.6146,-62978160378.44563,-27301017697.88301
-2733301.069999326,4551820.461815696,3534208.162361902,2458536.055268995,-6291945.665007515,-37466231.22892646,3522847.662682238,131053049218.1249,-62978038867.16618,-27300965020.01676
-2734960.535403537,4550821.220797431,3534211.181705751,2458536.055326866,-6278288.130366184,-37468527.97032171,3522864.509086848,131053120746.4985,-62977917355.82791,-27300912342.12507
-2736619.623059974,4549821.382815727,3534214.200345655,2458536.055384736,-6264629.747080717,-37470819.72445232,3522881.356295446,131053192274.1638,-62977795845.40172,-27300859664.62887
-2738278.35936724,4548820.931961637,3534217.218329642,2458536.055442607,-6250970.543586258,-37473106.50705665,3522898.204354223,131053263802.271,-62977674333.93394,-27300806986.68118
-2739936.730793784,4547819.876386666,3534220.235633092,2458536.055500477,-6237310.508386265,-37475388.30981357,3522915.053236722,131053335330.2406,-62977552822.40893,-27300754308.70875
