q1,q2,q3,q4,phi,theta,psi,wx,wy,wz
0,0,0,1,0,0,0,0.0017453,0,-0.005236
0.0043629,-3.8074e-05,-0.01309,0.9999,-0.02618,3.8075e-05,0.008726,0.0017451,-3.0461e-05,-0.005236
0.0087229,-0.00015226,-0.026177,0.99962,-0.05236,0.00015227,0.017448,0.0017445,-6.0914e-05,-0.0052359
0.013077,-0.00034245,-0.039259,0.99914,-0.078541,0.0003425,0.026162,0.0017435,-9.1352e-05,-0.0052357
0.017423,-0.00060847,-0.052335,0.99848,-0.10472,0.00060861,0.034864,0.0017421,-0.00012177,-0.0052355
0.021758,-0.00095006,-0.065401,0.99762,-0.13091,0.00095039,0.04355,0.0017403,-0.00015216,-0.0052352
0.026078,-0.0013669,-0.078456,0.99658,-0.15709,0.0013676,0.052216,0.0017382,-0.00018251,-0.0052348
0.030382,-0.0018586,-0.091497,0.99534,-0.18328,0.0018599,0.060859,0.0017356,-0.00021281,-0.0052344
0.034666,-0.0024247,-0.10452,0.99392,-0.20947,0.0024269,0.069473,0.0017326,-0.00024307,-0.0052339
0.038928,-0.0030646,-0.11753,0.9923,-0.23566,0.0030681,0.078056,0.0017292,-0.00027326,-0.0052333
0.043164,-0.0037778,-0.13051,0.9905,-0.26186,0.0037832,0.086604,0.0017254,-0.0003034,-0.0052327
0.047373,-0.0045636,-0.14347,0.98851,-0.28805,0.0045714,0.095111,0.0017213,-0.00033345,-0.005232
0.051551,-0.0054212,-0.15641,0.98633,-0.31426,0.0054322,0.10358,0.0017167,-0.00036343,-0.0052313
0.055696,-0.0063498,-0.16932,0.98397,-0.34046,0.0063649,0.11199,0.0017118,-0.00039332,-0.0052304
0.059805,-0.0073485,-0.1822,0.98141,-0.36667,0.0073688,0.12036,0.0017064,-0.00042312,-0.0052296
0.063875,-0.0084165,-0.19504,0.97868,-0.39289,0.0084431,0.12867,0.0017007,-0.00045281,-0.0052286
0.067905,-0.0095526,-0.20786,0.97575,-0.41911,0.009587,0.13692,0.0016946,-0.0004824,-0.0052276
0.07189,-0.010756,-0.22063,0.97264,-0.44534,0.010799,0.14511,0.0016881,-0.00051187,-0.0052266
0.07583,-0.012025,-0.23337,0.96935,-0.47157,0.01208,0.15323,0.0016812,-0.00054122,-0.0052255
0.079721,-0.013359,-0.24606,0.96588,-0.49781,0.013426,0.16129,0.001674,-0.00057043,-0.0052243
0.08356,-0.014757,-0.25871,0.96222,-0.52406,0.014839,0.16927,0.0016663,-0.00059951,-0.0052231
0.087347,-0.016216,-0.27132,0.95838,-0.55031,0.016315,0.17717,0.0016583,-0.00062845,-0.0052218
0.091077,-0.017737,-0.28387,0.95436,-0.57657,0.017855,0.18499,0.0016499,-0.00065724,-0.0052205
0.094749,-0.019316,-0.29638,0.95016,-0.60284,0.019457,0.19273,0.0016411,-0.00068587,-0.0052191
0.098361,-0.020954,-0.30883,0.94578,-0.62912,0.02112,0.20038,0.001632,-0.00071434,-0.0052177
0.10191,-0.022648,-0.32123,0.94123,-0.65541,0.022842,0.20794,0.0016225,-0.00074264,-0.0052162
0.10539,-0.024397,-0.33358,0.9365,-0.68171,0.024621,0.2154,0.0016126,-0.00077076,-0.0052147
0.10881,-0.026198,-0.34586,0.93159,-0.70801,0.026458,0.22277,0.0016024,-0.0007987,-0.0052131
0.11216,-0.028051,-0.35808,0.9265,-0.73433,0.028349,0.23003,0.0015918,-0.00082645,-0.0052115
0.11544,-0.029954,-0.37024,0.92125,-0.76066,0.030293,0.2372,0.0015809,-0.000854,-0.0052098
0.11864,-0.031904,-0.38234,0.91582,-0.787,0.032289,0.24425,0.0015696,-0.00088135,-0.0052081
0.12177,-0.0339,-0.39436,0.91022,-0.81336,0.034335,0.25119,0.0015579,-0.0009085,-0.0052063
0.12482,-0.03594,-0.40632,0.90445,-0.83972,0.036429,0.25802,0.0015459,-0.00093543,-0.0052046
0.12779,-0.038022,-0.4182,0.89851,-0.8661,0.03857,0.26473,0.0015336,-0.00096214,-0.0052027
0.13069,-0.040144,-0.43001,0.89241,-0.89249,0.040755,0.27132,0.0015209,-0.00098862,-0.0052009
0.1335,-0.042304,-0.44175,0.88614,-0.9189,0.042983,0.27778,0.0015079,-0.0010149,-0.005199
0.13622,-0.0445,-0.45341,0.87971,-0.94532,0.045252,0.28412,0.0014945,-0.0010409,-0.005197
0.13887,-0.04673,-0.46499,0.87311,-0.97176,0.047559,0.29034,0.0014808,-0.0010666,-0.0051951
0.14142,-0.048992,-0.47648,0.86635,-0.99821,0.049903,0.29642,0.0014668,-0.0010922,-0.0051931
0.14389,-0.051283,-0.48789,0.85943,-1.0247,0.052282,0.30236,0.0014525,-0.0011174,-0.0051911
0.14627,-0.053601,-0.49922,0.85236,-1.0512,0.054693,0.30817,0.0014378,-0.0011424,-0.005189
0.14856,-0.055945,-0.51046,0.84512,-1.0777,0.057134,0.31384,0.0014228,-0.0011672,-0.005187
0.15075,-0.058311,-0.52161,0.83774,-1.1042,0.059604,0.31937,0.0014075,-0.0011916,-0.0051849
0.15286,-0.060698,-0.53266,0.83019,-1.1307,0.062099,0.32476,0.0013919,-0.0012158,-0.0051828
0.15487,-0.063103,-0.54363,0.8225,-1.1573,0.064617,0.33,0.001376,-0.0012397,-0.0051807
0.15678,-0.065525,-0.55449,0.81466,-1.1839,0.067157,0.33509,0.0013598,-0.0012633,-0.0051785
0.1586,-0.067959,-0.56526,0.80666,-1.2105,0.069716,0.34003,0.0013433,-0.0012867,-0.0051764
0.16032,-0.070405,-0.57593,0.79852,-1.2371,0.07229,0.34481,0.0013265,-0.0013097,-0.0051742
0.16194,-0.07286,-0.5865,0.79024,-1.2637,0.074878,0.34944,0.0013095,-0.0013324,-0.005172
0.16347,-0.075321,-0.59697,0.78181,-1.2904,0.077478,0.35392,0.0012921,-0.0013548,-0.0051698
0.1649,-0.077786,-0.60733,0.77324,-1.3171,0.080086,0.35823,0.0012744,-0.001377,-0.0051676
0.16623,-0.080253,-0.61759,0.76453,-1.3438,0.082701,0.36239,0.0012565,-0.0013987,-0.0051655
0.16745,-0.082719,-0.62774,0.75569,-1.3705,0.085318,0.36638,0.0012383,-0.0014202,-0.0051633
0.16858,-0.085182,-0.63777,0.7467,-1.3973,0.087937,0.37021,0.0012198,-0.0014414,-0.0051611
0.16961,-0.08764,-0.6477,0.73759,-1.4241,0.090554,0.37388,0.0012011,-0.0014622,-0.0051589
0.17054,-0.090089,-0.65751,0.72834,-1.4509,0.093166,0.37738,0.0011821,-0.0014827,-0.0051567
0.17136,-0.092527,-0.66721,0.71896,-1.4777,0.095771,0.38071,0.0011629,-0.0015028,-0.0051545
0.17209,-0.094953,-0.67679,0.70945,-1.5046,0.098366,0.38387,0.0011434,-0.0015226,-0.0051523
0.17271,-0.097364,-0.68625,0.69982,-1.5314,0.10095,0.38687,0.0011237,-0.0015421,-0.0051501
0.17324,-0.099757,-0.6956,0.69006,-1.5583,0.10351,0.38969,0.0011037,-0.0015612,-0.005148
0.17366,-0.10213,-0.70482,0.68018,-1.5853,0.10606,0.39234,0.0010835,-0.00158,-0.0051458
0.17398,-0.10448,-0.71391,0.67018,-1.6122,0.10859,0.39482,0.001063,-0.0015984,-0.0051437
0.1742,-0.1068,-0.72289,0.66006,-1.6392,0.11109,0.39712,0.0010424,-0.0016164,-0.0051416
0.17432,-0.1091,-0.73173,0.64982,-1.6662,0.11357,0.39926,0.0010215,-0.0016341,-0.0051395
0.17435,-0.11137,-0.74045,0.63948,-1.6933,0.11601,0.40121,0.0010004,-0.0016514,-0.0051374
0.17427,-0.11361,-0.74904,0.62901,-1.7203,0.11843,0.403,0.00097907,-0.0016684,-0.0051353
0.1741,-0.11581,-0.7575,0.61844,-1.7474,0.12081,0.40461,0.00095755,-0.0016849,-0.0051333
0.17382,-0.11797,-0.76583,0.60776,-1.7746,0.12315,0.40604,0.00093582,-0.0017011,-0.0051313
0.17345,-0.1201,-0.77402,0.59698,-1.8017,0.12544,0.4073,0.0009139,-0.001717,-0.0051293
0.17299,-0.12219,-0.78208,0.58609,-1.8289,0.1277,0.40838,0.00089179,-0.0017324,-0.0051274
0.17242,-0.12423,-0.79,0.5751,-1.8561,0.12991,0.40929,0.00086949,-0.0017474,-0.0051255
0.17177,-0.12623,-0.79778,0.56401,-1.8833,0.13206,0.41002,0.00084701,-0.0017621,-0.0051236
0.17102,-0.12818,-0.80543,0.55282,-1.9106,0.13417,0.41059,0.00082435,-0.0017764,-0.0051217
0.17018,-0.13008,-0.81293,0.54154,-1.9379,0.13622,0.41097,0.00080152,-0.0017902,-0.0051199
0.16924,-0.13193,-0.82029,0.53017,-1.9652,0.13821,0.41119,0.00077852,-0.0018037,-0.0051182
0.16822,-0.13372,-0.82751,0.5187,-1.9925,0.14014,0.41123,0.00075536,-0.0018168,-0.0051164
0.1671,-0.13546,-0.83458,0.50715,-2.0199,0.14201,0.4111,0.00073205,-0.0018295,-0.0051147
0.1659,-0.13714,-0.84151,0.49551,-2.0473,0.14381,0.4108,0.00070858,-0.0018418,-0.0051131
0.16462,-0.13876,-0.84829,0.48378,-2.0747,0.14554,0.41033,0.00068496,-0.0018536,-0.0051115
0.16325,-0.14032,-0.85493,0.47198,-2.1021,0.1472,0.4097,0.0006612,-0.0018651,-0.0051099
0.16179,-0.14182,-0.86141,0.46009,-2.1296,0.14879,0.40889,0.00063731,-0.0018762,-0.0051084
0.16025,-0.14325,-0.86774,0.44813,-2.157,0.1503,0.40793,0.00061329,-0.0018868,-0.0051069
0.15864,-0.14461,-0.87392,0.43609,-2.1845,0.15173,0.4068,0.00058913,-0.001897,-0.0051055
0.15694,-0.14591,-0.87995,0.42398,-2.2121,0.15307,0.4055,0.00056486,-0.0019069,-0.0051041
0.15517,-0.14713,-0.88583,0.4118,-2.2396,0.15434,0.40405,0.00054047,-0.0019163,-0.0051028
0.15332,-0.14829,-0.89155,0.39955,-2.2672,0.15551,0.40244,0.00051597,-0.0019253,-0.0051015
0.1514,-0.14937,-0.89711,0.38724,-2.2948,0.1566,0.40067,0.00049136,-0.0019338,-0.0051003
0.14941,-0.15038,-0.90252,0.37486,-2.3223,0.1576,0.39874,0.00046666,-0.001942,-0.0050992
0.14735,-0.15131,-0.90777,0.36242,-2.35,0.1585,0.39667,0.00044185,-0.0019497,-0.005098
0.14522,-0.15216,-0.91286,0.34992,-2.3776,0.15931,0.39444,0.00041696,-0.001957,-0.005097
0.14302,-0.15293,-0.91779,0.33737,-2.4052,0.16002,0.39207,0.00039198,-0.0019638,-0.005096
0.14076,-0.15362,-0.92256,0.32476,-2.4329,0.16064,0.38955,0.00036692,-0.0019703,-0.0050951
0.13844,-0.15424,-0.92717,0.31209,-2.4606,0.16115,0.38689,0.00034179,-0.0019763,-0.0050942
0.13606,-0.15477,-0.93161,0.29938,-2.4882,0.16155,0.38409,0.00031659,-0.0019819,-0.0050934
0.13363,-0.15521,-0.9359,0.28662,-2.5159,0.16186,0.38115,0.00029132,-0.0019871,-0.0050926
0.13114,-0.15557,-0.94001,0.27381,-2.5436,0.16205,0.37808,0.00026599,-0.0019918,-0.0050919
0.12859,-0.15585,-0.94397,0.26096,-2.5713,0.16214,0.37487,0.00024061,-0.0019961,-0.0050913
0.126,-0.15604,-0.94775,0.24807,-2.599,0.16212,0.37154,0.00021518,-0.002,-0.0050907
0.12335,-0.15614,-0.95137,0.23514,-2.6268,0.16199,0.36808,0.00018971,-0.0020034,-0.0050902
0.12067,-0.15616,-0.95482,0.22218,-2.6545,0.16174,0.3645,0.00016419,-0.0020064,-0.0050898
0.11793,-0.15609,-0.95811,0.20918,-2.6822,0.16138,0.3608,0.00013865,-0.002009,-0.0050894
0.11516,-0.15592,-0.96122,0.19615,-2.7099,0.16091,0.35698,0.00011307,-0.0020111,-0.0050891
0.11235,-0.15567,-0.96417,0.18309,-2.7376,0.16032,0.35305,8.7475e-05,-0.0020128,-0.0050888
0.1095,-0.15533,-0.96694,0.17,-2.7653,0.15962,0.34901,6.186e-05,-0.0020141,-0.0050887
0.10661,-0.1549,-0.96955,0.15689,-2.793,0.1588,0.34486,3.6232e-05,-0.0020149,-0.0050885
0.1037,-0.15437,-0.97198,0.14375,-2.8207,0.15786,0.34061,1.0597e-05,-0.0020153,-0.0050885
0.10076,-0.15376,-0.97424,0.1306,-2.8484,0.1568,0.33626,-1.504e-05,-0.0020153,-0.0050885
0.097786,-0.15305,-0.97633,0.11743,-2.8761,0.15563,0.33182,-4.0674e-05,-0.0020148,-0.0050885
0.094792,-0.15225,-0.97825,0.10424,-2.9038,0.15433,0.32728,-6.63e-05,-0.0020139,-0.0050887
0.091776,-0.15137,-0.97999,0.091036,-2.9314,0.15291,0.32265,-9.1912e-05,-0.0020125,-0.0050889
0.088741,-0.15038,-0.98156,0.077823,-2.959,0.15138,0.31794,-0.00011751,-0.0020108,-0.0050891
0.085689,-0.14931,-0.98295,0.064601,-2.9867,0.14972,0.31314,-0.00014308,-0.0020085,-0.0050895
0.082624,-0.14815,-0.98417,0.051372,-3.0143,0.14795,0.30827,-0.00016862,-0.0020059,-0.0050899
0.079546,-0.1469,-0.98521,0.038139,-3.0418,0.14605,0.30332,-0.00019412,-0.0020028,-0.0050903
0.07646,-0.14555,-0.98608,0.024904,-3.0694,0.14404,0.29831,-0.00021959,-0.0019993,-0.0050908
0.073367,-0.14412,-0.98677,0.011669,-3.097,0.14191,0.29322,-0.00024501,-0.0019954,-0.0050914
0.070271,-0.14259,-0.98728,-0.0015639,-3.1245,0.13965,0.28807,-0.00027038,-0.001991,-0.0050921
0.067172,-0.14098,-0.98762,-0.014792,3.1312,0.13728,0.28286,-0.0002957,-0.0019862,-0.0050928
0.064075,-0.13927,-0.98778,-0.028012,3.1037,0.1348,0.27759,-0.00032096,-0.001981,-0.0050935
0.060981,-0.13748,-0.98777,-0.041224,3.0763,0.13219,0.27227,-0.00034615,-0.0019753,-0.0050943
0.057894,-0.1356,-0.98757,-0.054424,3.0489,0.12947,0.2669,-0.00037127,-0.0019692,-0.0050952
0.054814,-0.13364,-0.9872,-0.067611,3.0215,0.12663,0.26148,-0.00039632,-0.0019627,-0.0050962
0.051746,-0.13159,-0.98665,-0.080781,2.9941,0.12368,0.25602,-0.00042128,-0.0019557,-0.0050972
0.048691,-0.12945,-0.98592,-0.093933,2.9668,0.12062,0.25053,-0.00044616,-0.0019484,-0.0050982
0.045651,-0.12723,-0.98502,-0.10707,2.9395,0.11745,0.24499,-0.00047095,-0.0019406,-0.0050994
0.04263,-0.12493,-0.98394,-0.12017,2.9123,0.11417,0.23943,-0.00049564,-0.0019324,-0.0051005
0.039629,-0.12255,-0.98268,-0.13326,2.885,0.11077,0.23383,-0.00052022,-0.0019237,-0.0051017
0.036651,-0.12008,-0.98124,-0.14632,2.8579,0.10727,0.22821,-0.00054471,-0.0019147,-0.005103
0.033699,-0.11754,-0.97962,-0.15934,2.8307,0.10367,0.22256,-0.00056908,-0.0019052,-0.0051044
0.030773,-0.11492,-0.97783,-0.17234,2.8036,0.099958,0.2169,-0.00059333,-0.0018953,-0.0051057
0.027878,-0.11222,-0.97585,-0.1853,2.7765,0.096147,0.21122,-0.00061746,-0.001885,-0.0051072
0.025014,-0.10945,-0.9737,-0.19823,2.7494,0.092235,0.20553,-0.00064146,-0.0018743,-0.0051086
0.022185,-0.1066,-0.97138,-0.21112,2.7224,0.088225,0.19983,-0.00066533,-0.0018632,-0.0051102
0.019392,-0.10368,-0.96887,-0.22397,2.6954,0.084119,0.19412,-0.00068906,-0.0018516,-0.0051117
0.016638,-0.10069,-0.96619,-0.23678,2.6685,0.079918,0.18841,-0.00071265,-0.0018397,-0.0051134
0.013923,-0.097636,-0.96333,-0.24954,2.6416,0.075626,0.1827,-0.0007361,-0.0018273,-0.005115
0.011252,-0.094512,-0.96029,-0.26225,2.6147,0.071243,0.17699,-0.00075939,-0.0018146,-0.0051167
0.0086253,-0.091323,-0.95708,-0.27492,2.5879,0.066773,0.17128,-0.00078252,-0.0018014,-0.0051185
0.006045,-0.088071,-0.95369,-0.28753,2.5611,0.062217,0.16558,-0.00080549,-0.0017879,-0.0051202
0.0035133,-0.084758,-0.95013,-0.3001,2.5343,0.057579,0.1599,-0.00082829,-0.0017739,-0.0051221
0.0010318,-0.081385,-0.94639,-0.3126,2.5076,0.05286,0.15422,-0.00085092,-0.0017596,-0.0051239
-0.0013974,-0.077955,-0.94248,-0.32505,2.4809,0.048064,0.14857,-0.00087337,-0.0017449,-0.0051258
-0.0037726,-0.07447,-0.93839,-0.33744,2.4543,0.043192,0.14293,-0.00089563,-0.0017297,-0.0051277
-0.0060922,-0.070932,-0.93413,-0.34977,2.4277,0.038248,0.13731,-0.00091771,-0.0017142,-0.0051297
-0.0083544,-0.067343,-0.92969,-0.36204,2.4011,0.033234,0.13172,-0.0009396,-0.0016984,-0.0051317
-0.010558,-0.063705,-0.92508,-0.37424,2.3745,0.028152,0.12615,-0.00096129,-0.0016821,-0.0051337
-0.0127,-0.060021,-0.9203,-0.38637,2.348,0.023006,0.12061,-0.00098278,-0.0016655,-0.0051357
-0.014781,-0.056292,-0.91535,-0.39843,2.3215,0.017799,0.11511,-0.0010041,-0.0016485,-0.0051378
-0.016798,-0.052522,-0.91023,-0.41042,2.2951,0.012532,0.10963,-0.0010251,-0.0016311,-0.0051398
-0.01875,-0.048712,-0.90493,-0.42234,2.2687,0.0072104,0.10419,-0.001046,-0.0016133,-0.0051419
-0.020636,-0.044865,-0.89947,-0.43418,2.2423,0.0018355,0.098791,-0.0010666,-0.0015952,-0.0051441
-0.022455,-0.040984,-0.89384,-0.44594,2.2159,-0.0035894,0.09343,-0.001087,-0.0015768,-0.0051462
-0.024205,-0.03707,-0.88804,-0.45762,2.1895,-0.0090612,0.088111,-0.0011072,-0.0015579,-0.0051483
-0.025884,-0.033127,-0.88208,-0.46922,2.1632,-0.014577,0.082836,-0.0011271,-0.0015388,-0.0051505
-0.027493,-0.029157,-0.87595,-0.48074,2.1369,-0.020133,0.077607,-0.0011468,-0.0015192,-0.0051527
-0.02903,-0.025162,-0.86965,-0.49217,2.1107,-0.025728,0.072427,-0.0011662,-0.0014994,-0.0051549
-0.030494,-0.021145,-0.86319,-0.50351,2.0844,-0.031356,0.067296,-0.0011854,-0.0014792,-0.005157
-0.031884,-0.017109,-0.85657,-0.51476,2.0582,-0.037017,0.062218,-0.0012044,-0.0014586,-0.0051592
-0.0332,-0.013056,-0.84978,-0.52592,2.032,-0.042705,0.057194,-0.0012231,-0.0014377,-0.0051614
-0.03444,-0.0089892,-0.84284,-0.53699,2.0058,-0.048419,0.052225,-0.0012415,-0.0014165,-0.0051636
-0.035604,-0.004911,-0.83573,-0.54796,1.9796,-0.054155,0.047314,-0.0012596,-0.001395,-0.0051658
-0.036691,-0.00082416,-0.82847,-0.55883,1.9535,-0.059909,0.042462,-0.0012775,-0.0013731,-0.005168
-0.037701,0.0032687,-0.82105,-0.56961,1.9273,-0.065679,0.037672,-0.0012951,-0.001351,-0.0051702
-0.038633,0.0073647,-0.81347,-0.58028,1.9012,-0.071461,0.032944,-0.0013124,-0.0013285,-0.0051724
-0.039487,0.011461,-0.80573,-0.59085,1.875,-0.077252,0.02828,-0.0013295,-0.0013057,-0.0051746
-0.040262,0.015556,-0.79785,-0.60131,1.8489,-0.083049,0.023682,-0.0013462,-0.0012826,-0.0051767
-0.040958,0.019645,-0.78981,-0.61167,1.8228,-0.088848,0.019151,-0.0013627,-0.0012593,-0.0051789
-0.041576,0.023727,-0.78162,-0.62192,1.7967,-0.094646,0.01469,-0.0013788,-0.0012356,-0.005181
-0.042114,0.027798,-0.77328,-0.63206,1.7706,-0.10044,0.010299,-0.0013947,-0.0012116,-0.0051831
-0.042573,0.031856,-0.76479,-0.64208,1.7445,-0.10623,0.0059793,-0.0014102,-0.0011874,-0.0051853
-0.042953,0.035898,-0.75615,-0.652,1.7184,-0.112,0.0017332,-0.0014255,-0.0011629,-0.0051873
-0.043254,0.039921,-0.74737,-0.66179,1.6923,-0.11776,-0.0024382,-0.0014404,-0.0011381,-0.0051894
-0.043476,0.043923,-0.73845,-0.67147,1.6661,-0.12351,-0.0065337,-0.001455,-0.0011131,-0.0051914
-0.043619,0.047901,-0.72938,-0.68103,1.64,-0.12923,-0.010552,-0.0014693,-0.0010878,-0.0051934
-0.043684,0.051852,-0.72018,-0.69047,1.6139,-0.13493,-0.014492,-0.0014832,-0.0010622,-0.0051954
-0.04367,0.055773,-0.71083,-0.69979,1.5877,-0.14061,-0.018352,-0.0014969,-0.0010364,-0.0051974
-0.043579,0.059662,-0.70135,-0.70898,1.5616,-0.14625,-0.022132,-0.0015102,-0.0010103,-0.0051993
-0.043411,0.063517,-0.69173,-0.71805,1.5354,-0.15186,-0.02583,-0.0015231,-0.00098404,-0.0052012
-0.043167,0.067333,-0.68198,-0.72699,1.5092,-0.15743,-0.029445,-0.0015358,-0.00095752,-0.0052031
-0.042846,0.07111,-0.67209,-0.7358,1.4831,-0.16296,-0.032976,-0.001548,-0.00093078,-0.0052049
-0.04245,0.074844,-0.66208,-0.74448,1.4568,-0.16845,-0.036422,-0.00156,-0.00090381,-0.0052067
-0.04198,0.078533,-0.65194,-0.75303,1.4306,-0.17389,-0.039783,-0.0015716,-0.00087663,-0.0052084
-0.041436,0.082173,-0.64167,-0.76144,1.4044,-0.17928,-0.043057,-0.0015828,-0.00084924,-0.0052101
-0.040819,0.085764,-0.63128,-0.76972,1.3781,-0.18461,-0.046244,-0.0015937,-0.00082165,-0.0052118
-0.040131,0.089301,-0.62076,-0.77786,1.3518,-0.18989,-0.049343,-0.0016042,-0.00079387,-0.0052134
-0.039372,0.092784,-0.61012,-0.78587,1.3255,-0.19511,-0.052353,-0.0016144,-0.0007659,-0.0052149
-0.038544,0.096208,-0.59937,-0.79373,1.2991,-0.20027,-0.055274,-0.0016242,-0.00073775,-0.0052165
-0.037647,0.099573,-0.5885,-0.80146,1.2727,-0.20536,-0.058105,-0.0016336,-0.00070942,-0.0052179
-0.036683,0.10288,-0.57751,-0.80904,1.2463,-0.21038,-0.060845,-0.0016427,-0.00068092,-0.0052194
-0.035653,0.10611,-0.56642,-0.81648,1.2199,-0.21533,-0.063495,-0.0016514,-0.00065226,-0.0052207
-0.034559,0.10928,-0.55521,-0.82378,1.1934,-0.2202,-0.066054,-0.0016597,-0.00062345,-0.0052221
-0.033402,0.11238,-0.54389,-0.83092,1.1669,-0.22499,-0.068521,-0.0016677,-0.00059448,-0.0052233
-0.032183,0.11542,-0.53247,-0.83792,1.1404,-0.22971,-0.070897,-0.0016752,-0.00056538,-0.0052245
-0.030904,0.11837,-0.52095,-0.84478,1.1138,-0.23433,-0.073182,-0.0016824,-0.00053614,-0.0052257
-0.029566,0.12125,-0.50932,-0.85148,1.0872,-0.23887,-0.075374,-0.0016892,-0.00050677,-0.0052268
-0.028172,0.12406,-0.4976,-0.85803,1.0605,-0.24332,-0.077475,-0.0016957,-0.00047728,-0.0052278
-0.026722,0.12678,-0.48578,-0.86443,1.0339,-0.24768,-0.079484,-0.0017017,-0.00044767,-0.0052288
-0.025219,0.12943,-0.47386,-0.87067,1.0071,-0.25193,-0.081402,-0.0017074,-0.00041796,-0.0052297
-0.023665,0.13199,-0.46185,-0.87676,0.98039,-0.25609,-0.083228,-0.0017127,-0.00038815,-0.0052306
-0.02206,0.13446,-0.44975,-0.8827,0.95359,-0.26015,-0.084964,-0.0017175,-0.00035824,-0.0052314
-0.020408,0.13685,-0.43757,-0.88847,0.92676,-0.2641,-0.08661,-0.001722,-0.00032825,-0.0052321
-0.018709,0.13916,-0.4253,-0.89409,0.89989,-0.26795,-0.088166,-0.0017261,-0.00029818,-0.0052328
-0.016967,0.14137,-0.41295,-0.89956,0.87298,-0.27168,-0.089633,-0.0017298,-0.00026804,-0.0052334
-0.015182,0.14349,-0.40052,-0.90486,0.84603,-0.2753,-0.091011,-0.0017331,-0.00023783,-0.005234
-0.013358,0.14552,-0.38801,-0.91,0.81904,-0.2788,-0.092302,-0.001736,-0.00020756,-0.0052344
-0.011495,0.14745,-0.37542,-0.91498,0.79202,-0.28219,-0.093506,-0.0017386,-0.00017725,-0.0052349
-0.0095969,0.14929,-0.36277,-0.91979,0.76495,-0.28546,-0.094625,-0.0017407,-0.00014689,-0.0052352
-0.0076648,0.15103,-0.35004,-0.92445,0.73784,-0.2886,-0.095659,-0.0017424,-0.0001165,-0.0052355
-0.0057013,0.15268,-0.33725,-0.92894,0.7107,-0.29161,-0.09661,-0.0017437,-8.6078e-05,-0.0052357
-0.0037085,0.15422,-0.32439,-0.93326,0.68352,-0.2945,-0.097479,-0.0017447,-5.5637e-05,-0.0052359
-0.0016886,0.15567,-0.31147,-0.93742,0.6563,-0.29726,-0.098268,-0.0017452,-2.5182e-05,-0.005236
0.00035603,0.15701,-0.29849,-0.94141,0.62905,-0.29989,-0.098977,-0.0017453,5.2792e-06,-0.005236
0.0024232,0.15826,-0.28546,-0.94523,0.60176,-0.30238,-0.099608,-0.0017451,3.5739e-05,-0.0052359
0.0045105,0.1594,-0.27237,-0.94889,0.57444,-0.30474,-0.10016,-0.0017444,6.619e-05,-0.0052358
0.0066158,0.16044,-0.25922,-0.95238,0.54708,-0.30696,-0.10065,-0.0017433,9.6625e-05,-0.0052357
0.0087365,0.16137,-0.24603,-0.95569,0.51969,-0.30904,-0.10106,-0.0017419,0.00012704,-0.0052354
0.01087,0.1622,-0.2328,-0.95884,0.49227,-0.31098,-0.10139,-0.00174,0.00015742,-0.0052351
0.013015,0.16293,-0.21952,-0.96182,0.46482,-0.31277,-0.10167,-0.0017377,0.00018776,-0.0052347
0.015168,0.16355,-0.2062,-0.96463,0.43734,-0.31442,-0.10187,-0.0017351,0.00021806,-0.0052343
0.017327,0.16406,-0.19284,-0.96726,0.40983,-0.31593,-0.10201,-0.001732,0.00024831,-0.0052338
0.01949,0.16447,-0.17944,-0.96973,0.38229,-0.31728,-0.10209,-0.0017286,0.00027849,-0.0052332
0.021654,0.16477,-0.16601,-0.97202,0.35474,-0.31849,-0.10211,-0.0017247,0.00030861,-0.0052326
0.023817,0.16497,-0.15256,-0.97414,0.32715,-0.31954,-0.10207,-0.0017205,0.00033865,-0.0052319
0.025976,0.16506,-0.13907,-0.97608,0.29955,-0.32045,-0.10198,-0.0017159,0.00036862,-0.0052311
0.02813,0.16504,-0.12556,-0.97786,0.27193,-0.3212,-0.10184,-0.0017109,0.00039849,-0.0052303
0.030275,0.16492,-0.11203,-0.97946,0.24429,-0.3218,-0.10164,-0.0017055,0.00042827,-0.0052294
0.032409,0.16469,-0.098484,-0.98088,0.21663,-0.32225,-0.1014,-0.0016997,0.00045795,-0.0052285
0.03453,0.16436,-0.084918,-0.98213,0.18896,-0.32254,-0.10112,-0.0016935,0.00048751,-0.0052275
0.036635,0.16392,-0.071339,-0.98321,0.16128,-0.32267,-0.10079,-0.0016869,0.00051696,-0.0052264
0.038723,0.16337,-0.057748,-0.98411,0.13358,-0.32265,-0.10043,-0.00168,0.00054629,-0.0052253
0.04079,0.16273,-0.04415,-0.98484,0.10588,-0.32248,-0.10003,-0.0016727,0.00057548,-0.0052241
0.042835,0.16198,-0.030546,-0.98539,0.078174,-0.32214,-0.099594,-0.001665,0.00060454,-0.0052229
0.044855,0.16112,-0.01694,-0.98577,0.050461,-0.32166,-0.099131,-0.0016569,0.00063345,-0.0052216
0.046848,0.16017,-0.0033341,-0.98597,0.022745,-0.32101,-0.09864,-0.0016484,0.00066222,-0.0052203
0.048812,0.15911,0.010269,-0.986,-0.0049711,-0.32021,-0.098126,-0.0016396,0.00069082,-0.0052189
0.050743,0.15795,0.023867,-0.98585,-0.032686,-0.31925,-0.097589,-0.0016304,0.00071926,-0.0052174
