q1,q2,q3,q4,phi,theta,psi,wx,wy,wz
0.06427,0.010185,0.66807,0.74125,1.4632,-0.070834,0.10938,-0.00055414,-0.0019111,-0.0051035
0.066268,0.0065262,0.65826,0.74984,1.4367,-0.077534,0.10851,-0.00057846,-0.0019014,-0.0051049
0.068192,0.0028447,0.64832,0.7583,1.4102,-0.084207,0.1077,-0.00060267,-0.0018914,-0.0051063
0.070041,-0.00085669,0.63826,0.76662,1.3837,-0.090848,0.10694,-0.00062675,-0.0018809,-0.0051077
0.071814,-0.0045756,0.62808,0.77481,1.3572,-0.097455,0.10624,-0.0006507,-0.00187,-0.0051092
0.07351,-0.0083093,0.61778,0.78286,1.3307,-0.10402,0.10559,-0.00067452,-0.0018587,-0.0051108
0.075127,-0.012055,0.60737,0.79077,1.3041,-0.11055,0.10501,-0.0006982,-0.001847,-0.0051124
0.076666,-0.015811,0.59684,0.79854,1.2776,-0.11703,0.10447,-0.00072173,-0.0018349,-0.005114
0.078126,-0.019574,0.58619,0.80616,1.251,-0.12347,0.10399,-0.00074512,-0.0018224,-0.0051157
0.079505,-0.023342,0.57543,0.81364,1.2244,-0.12985,0.10357,-0.00076835,-0.0018095,-0.0051174
0.080803,-0.027111,0.56456,0.82098,1.1978,-0.13617,0.1032,-0.00079141,-0.0017962,-0.0051191
0.08202,-0.03088,0.55358,0.82817,1.1711,-0.14244,0.10289,-0.00081432,-0.0017825,-0.0051209
0.083156,-0.034646,0.5425,0.83521,1.1445,-0.14864,0.10262,-0.00083705,-0.0017684,-0.0051228
0.084209,-0.038405,0.53131,0.84211,1.1178,-0.15478,0.10242,-0.00085961,-0.0017539,-0.0051246
0.08518,-0.042156,0.52002,0.84885,1.091,-0.16085,0.10226,-0.00088199,-0.0017391,-0.0051265
0.086068,-0.045895,0.50863,0.85544,1.0643,-0.16685,0.10216,-0.00090419,-0.0017238,-0.0051285
0.086873,-0.04962,0.49714,0.86189,1.0375,-0.17277,0.10211,-0.0009262,-0.0017082,-0.0051304
0.087595,-0.053329,0.48555,0.86817,1.0107,-0.17861,0.10211,-0.00094801,-0.0016921,-0.0051324
0.088234,-0.057018,0.47386,0.87431,0.98389,-0.18437,0.10216,-0.00096962,-0.0016757,-0.0051344
0.088791,-0.060686,0.46209,0.88029,0.95702,-0.19004,0.10225,-0.00099102,-0.0016589,-0.0051365
0.089264,-0.064329,0.45022,0.88611,0.93013,-0.19563,0.1024,-0.0010122,-0.0016418,-0.0051386
0.089655,-0.067944,0.43826,0.89178,0.9032,-0.20112,0.10259,-0.0010332,-0.0016243,-0.0051406
0.089963,-0.07153,0.42622,0.89729,0.87624,-0.20652,0.10283,-0.001054,-0.0016064,-0.0051428
0.090189,-0.075083,0.41409,0.90264,0.84925,-0.21182,0.10312,-0.0010745,-0.0015881,-0.0051449
0.090333,-0.078601,0.40188,0.90783,0.82223,-0.21702,0.10344,-0.0010948,-0.0015695,-0.005147
0.090396,-0.082082,0.38959,0.91286,0.79517,-0.22211,0.10381,-0.0011149,-0.0015506,-0.0051492
0.090378,-0.085522,0.37722,0.91773,0.76807,-0.2271,0.10422,-0.0011347,-0.0015312,-0.0051513
0.09028,-0.088919,0.36478,0.92243,0.74095,-0.23198,0.10467,-0.0011543,-0.0015116,-0.0051535
0.090103,-0.092272,0.35226,0.92697,0.71379,-0.23675,0.10516,-0.0011737,-0.0014916,-0.0051557
0.089846,-0.095576,0.33967,0.93135,0.68659,-0.2414,0.10568,-0.0011928,-0.0014713,-0.0051579
0.089512,-0.098831,0.32701,0.93557,0.65937,-0.24594,0.10624,-0.0012116,-0.0014506,-0.0051601
0.0891,-0.10203,0.31428,0.93962,0.63211,-0.25036,0.10683,-0.0012302,-0.0014296,-0.0051623
0.088613,-0.10518,0.30149,0.9435,0.60481,-0.25465,0.10746,-0.0012485,-0.0014082,-0.0051645
0.08805,-0.10827,0.28864,0.94721,0.57749,-0.25882,0.10811,-0.0012666,-0.0013866,-0.0051667
0.087412,-0.1113,0.27573,0.95076,0.55013,-0.26286,0.10878,-0.0012843,-0.0013646,-0.0051689
0.086702,-0.11427,0.26276,0.95414,0.52274,-0.26677,0.10949,-0.0013018,-0.0013423,-0.0051711
0.08592,-0.11717,0.24973,0.95735,0.49533,-0.27055,0.11021,-0.0013191,-0.0013197,-0.0051732
0.085067,-0.12001,0.23665,0.96039,0.46788,-0.2742,0.11096,-0.001336,-0.0012968,-0.0051754
0.084145,-0.12278,0.22353,0.96327,0.4404,-0.27771,0.11172,-0.0013526,-0.0012736,-0.0051776
0.083155,-0.12548,0.21035,0.96597,0.4129,-0.28108,0.11251,-0.0013689,-0.0012502,-0.0051797
0.082098,-0.1281,0.19713,0.9685,0.38537,-0.28431,0.1133,-0.001385,-0.0012264,-0.0051819
0.080977,-0.13065,0.18387,0.97086,0.35782,-0.28741,0.11411,-0.0014007,-0.0012023,-0.005184
0.079791,-0.13313,0.17057,0.97305,0.33024,-0.29036,0.11492,-0.0014161,-0.001178,-0.0051861
0.078544,-0.13552,0.15723,0.97506,0.30264,-0.29316,0.11574,-0.0014313,-0.0011534,-0.0051881
0.077236,-0.13784,0.14385,0.9769,0.27502,-0.29582,0.11656,-0.0014461,-0.0011285,-0.0051902
0.07587,-0.14007,0.13044,0.97858,0.24737,-0.29833,0.11739,-0.0014605,-0.0011033,-0.0051922
0.074446,-0.14222,0.11701,0.98007,0.21972,-0.3007,0.11821,-0.0014747,-0.0010779,-0.0051942
0.072968,-0.14428,0.10354,0.9814,0.19204,-0.30291,0.11903,-0.0014885,-0.0010523,-0.0051962
0.071436,-0.14625,0.090051,0.98255,0.16435,-0.30497,0.11984,-0.001502,-0.0010263,-0.0051981
0.069853,-0.14814,0.07654,0.98352,0.13665,-0.30689,0.12064,-0.0015152,-0.0010002,-0.0052
0.06822,-0.14994,0.063009,0.98432,0.10894,-0.30864,0.12143,-0.001528,-0.00097382,-0.0052019
0.066539,-0.15164,0.049461,0.98495,0.081216,-0.31025,0.1222,-0.0015405,-0.00094721,-0.0052038
0.064813,-0.15325,0.035899,0.98541,0.053487,-0.3117,0.12295,-0.0015527,-0.00092038,-0.0052056
0.063044,-0.15477,0.022326,0.98568,0.025752,-0.313,0.12368,-0.0015645,-0.00089333,-0.0052073
0.061233,-0.15619,0.0087438,0.98579,-0.0019853,-0.31414,0.12439,-0.0015759,-0.00086607,-0.0052091
0.059383,-0.15751,-0.0048443,0.98572,-0.029725,-0.31513,0.12506,-0.0015871,-0.0008386,-0.0052107
0.057495,-0.15873,-0.018436,0.98547,-0.057463,-0.31596,0.12571,-0.0015978,-0.00081094,-0.0052124
0.055573,-0.15986,-0.032028,0.98505,-0.085199,-0.31664,0.12632,-0.0016082,-0.00078308,-0.005214
0.053617,-0.16088,-0.045618,0.98446,-0.11293,-0.31716,0.1269,-0.0016182,-0.00075504,-0.0052155
0.051631,-0.16181,-0.059204,0.98369,-0.14066,-0.31753,0.12744,-0.0016279,-0.00072682,-0.005217
0.049617,-0.16263,-0.072782,0.98275,-0.16837,-0.31774,0.12793,-0.0016372,-0.00069843,-0.0052185
0.047577,-0.16335,-0.086349,0.98163,-0.19608,-0.3178,0.12838,-0.0016461,-0.00066987,-0.0052199
0.045512,-0.16396,-0.099904,0.98034,-0.22377,-0.3177,0.12878,-0.0016547,-0.00064115,-0.0052212
0.043427,-0.16448,-0.11344,0.97887,-0.25145,-0.31745,0.12913,-0.0016628,-0.00061227,-0.0052225
0.041322,-0.16488,-0.12697,0.97723,-0.27912,-0.31705,0.12943,-0.0016706,-0.00058325,-0.0052238
0.039201,-0.16519,-0.14047,0.97542,-0.30676,-0.3165,0.12967,-0.0016781,-0.00055409,-0.005225
0.037065,-0.16538,-0.15394,0.97344,-0.33439,-0.31579,0.12985,-0.0016851,-0.0005248,-0.0052261
0.034918,-0.16547,-0.16739,0.97128,-0.36199,-0.31493,0.12997,-0.0016918,-0.00049539,-0.0052272
0.03276,-0.16546,-0.18081,0.96895,-0.38958,-0.31393,0.13002,-0.0016981,-0.00046585,-0.0052282
0.030596,-0.16534,-0.1942,0.96644,-0.41713,-0.31277,0.13001,-0.001704,-0.0004362,-0.0052292
0.028427,-0.16511,-0.20756,0.96377,-0.44466,-0.31147,0.12993,-0.0017095,-0.00040645,-0.0052301
0.026255,-0.16478,-0.22087,0.96092,-0.47217,-0.31003,0.12978,-0.0017146,-0.0003766,-0.0052309
0.024083,-0.16434,-0.23415,0.95791,-0.49964,-0.30844,0.12956,-0.0017193,-0.00034666,-0.0052317
0.021914,-0.1638,-0.24738,0.95472,-0.52709,-0.30671,0.12926,-0.0017237,-0.00031664,-0.0052324
0.01975,-0.16315,-0.26057,0.95136,-0.5545,-0.30483,0.12888,-0.0017276,-0.00028654,-0.005233
0.017593,-0.16239,-0.27371,0.94784,-0.58188,-0.30282,0.12843,-0.0017311,-0.00025637,-0.0052336
0.015445,-0.16153,-0.2868,0.94415,-0.60922,-0.30067,0.12789,-0.0017343,-0.00022614,-0.0052342
0.013309,-0.16057,-0.29984,0.94029,-0.63653,-0.29839,0.12727,-0.0017371,-0.00019585,-0.0052346
0.011188,-0.1595,-0.31282,0.93626,-0.6638,-0.29597,0.12657,-0.0017394,-0.00016552,-0.005235
0.0090835,-0.15833,-0.32574,0.93206,-0.69104,-0.29343,0.12578,-0.0017414,-0.00013515,-0.0052353
0.0069979,-0.15706,-0.3386,0.9277,-0.71824,-0.29075,0.1249,-0.001743,-0.00010475,-0.0052356
0.0049337,-0.15568,-0.3514,0.92318,-0.7454,-0.28794,0.12393,-0.0017441,-7.4317e-05,-0.0052358
0.002893,-0.15421,-0.36413,0.91849,-0.77252,-0.28501,0.12287,-0.0017449,-4.3869e-05,-0.0052359
0.00087822,-0.15263,-0.37679,0.91364,-0.7996,-0.28196,0.12172,-0.0017453,-1.3411e-05,-0.005236
-0.0011084,-0.15096,-0.38938,0.90862,-0.82665,-0.27879,0.12048,-0.0017453,1.7051e-05,-0.005236
-0.0030647,-0.14919,-0.40189,0.90345,-0.85365,-0.2755,0.11914,-0.0017448,4.7508e-05,-0.0052359
-0.0049884,-0.14732,-0.41433,0.89811,-0.88061,-0.2721,0.11771,-0.001744,7.7954e-05,-0.0052358
-0.0068775,-0.14536,-0.42669,0.89261,-0.90754,-0.26858,0.11618,-0.0017428,0.00010838,-0.0052356
-0.0087297,-0.1433,-0.43897,0.88696,-0.93442,-0.26495,0.11456,-0.0017412,0.00013878,-0.0052353
-0.010543,-0.14115,-0.45116,0.88115,-0.96126,-0.26122,0.11284,-0.0017392,0.00016915,-0.005235
-0.012315,-0.13891,-0.46327,0.87518,-0.98807,-0.25738,0.11102,-0.0017368,0.00019948,-0.0052346
-0.014045,-0.13657,-0.47528,0.86905,-1.0148,-0.25344,0.10911,-0.001734,0.00022975,-0.0052341
-0.015729,-0.13415,-0.48721,0.86278,-1.0416,-0.24939,0.10709,-0.0017307,0.00025998,-0.0052336
-0.017366,-0.13165,-0.49904,0.85634,-1.0682,-0.24526,0.10498,-0.0017271,0.00029014,-0.005233
-0.018955,-0.12906,-0.51078,0.84976,-1.0949,-0.24103,0.10277,-0.0017232,0.00032023,-0.0052323
-0.020493,-0.12638,-0.52241,0.84302,-1.1215,-0.2367,0.10046,-0.0017188,0.00035024,-0.0052316
-0.021978,-0.12363,-0.53395,0.83614,-1.1481,-0.2323,0.098055,-0.001714,0.00038017,-0.0052308
-0.02341,-0.12079,-0.54538,0.82911,-1.1746,-0.2278,0.09555,-0.0017088,0.00041001,-0.00523
-0.024785,-0.11788,-0.55671,0.82193,-1.2011,-0.22323,0.092946,-0.0017033,0.00043975,-0.0052291
-0.026103,-0.11489,-0.56793,0.8146,-1.2276,-0.21857,0.090244,-0.0016973,0.00046939,-0.0052281
-0.027361,-0.11183,-0.57904,0.80713,-1.254,-0.21384,0.087444,-0.001691,0.00049891,-0.0052271
-0.028559,-0.1087,-0.59004,0.79951,-1.2804,-0.20904,0.084547,-0.0016843,0.00052831,-0.005226
-0.029695,-0.1055,-0.60092,0.79176,-1.3068,-0.20416,0.081553,-0.0016772,0.00055759,-0.0052248
-0.030767,-0.10223,-0.61169,0.78386,-1.3331,-0.19922,0.078463,-0.0016697,0.00058673,-0.0052236
-0.031774,-0.098897,-0.62234,0.77583,-1.3595,-0.19422,0.075277,-0.0016619,0.00061573,-0.0052224
-0.032715,-0.095501,-0.63287,0.76765,-1.3857,-0.18916,0.071997,-0.0016536,0.00064459,-0.0052211
-0.033588,-0.092045,-0.64327,0.75934,-1.412,-0.18404,0.068622,-0.001645,0.00067329,-0.0052197
-0.034393,-0.088531,-0.65355,0.7509,-1.4382,-0.17886,0.065154,-0.0016361,0.00070183,-0.0052183
-0.035127,-0.084962,-0.66371,0.74232,-1.4645,-0.17364,0.061593,-0.0016267,0.0007302,-0.0052169
-0.035791,-0.08134,-0.67373,0.73361,-1.4906,-0.16836,0.057941,-0.001617,0.0007584,-0.0052154
-0.036382,-0.077667,-0.68363,0.72477,-1.5168,-0.16305,0.054199,-0.001607,0.00078642,-0.0052138
-0.036901,-0.073946,-0.6934,0.7158,-1.543,-0.15769,0.050366,-0.0015965,0.00081426,-0.0052122
-0.037346,-0.07018,-0.70303,0.70671,-1.5691,-0.15229,0.046446,-0.0015857,0.0008419,-0.0052105
-0.037716,-0.066371,-0.71252,0.69749,-1.5952,-0.14686,0.042438,-0.0015746,0.00086934,-0.0052089
-0.038011,-0.062522,-0.72188,0.68814,-1.6214,-0.1414,0.038344,-0.0015631,0.00089657,-0.0052071
-0.03823,-0.058635,-0.73109,0.67868,-1.6475,-0.13591,0.034165,-0.0015513,0.0009236,-0.0052054
-0.038373,-0.054713,-0.74017,0.66909,-1.6735,-0.13039,0.029903,-0.0015391,0.0009504,-0.0052035
-0.038438,-0.050759,-0.74911,0.65938,-1.6996,-0.12485,0.025558,-0.0015265,0.00097699,-0.0052017
-0.038426,-0.046775,-0.7579,0.64956,-1.7257,-0.1193,0.021133,-0.0015137,0.0010033,-0.0051998
-0.038336,-0.042764,-0.76654,0.63962,-1.7518,-0.11372,0.016628,-0.0015004,0.0010295,-0.0051979
-0.038167,-0.038729,-0.77504,0.62957,-1.7778,-0.10814,0.012045,-0.0014869,0.0010553,-0.005196
-0.037921,-0.034673,-0.78338,0.61941,-1.8039,-0.10255,0.0073863,-0.001473,0.001081,-0.005194
-0.037595,-0.030597,-0.79158,0.60914,-1.83,-0.096947,0.0026522,-0.0014588,0.0011063,-0.005192
-0.037191,-0.026506,-0.79963,0.59876,-1.856,-0.091346,-0.0021551,-0.0014443,0.0011315,-0.0051899
-0.036707,-0.022402,-0.80752,0.58827,-1.8821,-0.085745,-0.0070341,-0.0014295,0.0011563,-0.0051879
-0.036145,-0.018286,-0.81526,0.57768,-1.9082,-0.080149,-0.011983,-0.0014143,0.0011809,-0.0051858
-0.035505,-0.014164,-0.82284,0.56698,-1.9343,-0.07456,-0.017,-0.0013989,0.0012052,-0.0051837
-0.034786,-0.010036,-0.83027,0.55619,-1.9604,-0.068981,-0.022084,-0.0013831,0.0012292,-0.0051816
-0.033988,-0.0059057,-0.83753,0.54529,-1.9865,-0.063416,-0.027233,-0.001367,0.001253,-0.0051795
-0.033113,-0.0017761,-0.84464,0.5343,-2.0126,-0.057867,-0.032444,-0.0013506,0.0012764,-0.0051773
-0.03216,0.0023503,-0.85159,0.52322,-2.0387,-0.052339,-0.037717,-0.001334,0.0012996,-0.0051752
-0.03113,0.0064707,-0.85837,0.51204,-2.0649,-0.046833,-0.043048,-0.001317,0.0013225,-0.005173
-0.030023,0.010582,-0.865,0.50077,-2.091,-0.041353,-0.048437,-0.0012998,0.001345,-0.0051708
-0.028841,0.014683,-0.87145,0.48941,-2.1172,-0.035903,-0.053881,-0.0012822,0.0013673,-0.0051686
-0.027583,0.018769,-0.87775,0.47796,-2.1434,-0.030485,-0.059379,-0.0012644,0.0013892,-0.0051664
-0.026251,0.022838,-0.88387,0.46643,-2.1696,-0.025103,-0.064927,-0.0012464,0.0014108,-0.0051642
-0.024845,0.026889,-0.88983,0.45482,-2.1959,-0.019759,-0.070525,-0.001228,0.0014321,-0.005162
-0.023366,0.030917,-0.89562,0.44312,-2.2221,-0.014456,-0.076169,-0.0012094,0.0014531,-0.0051598
-0.021816,0.03492,-0.90125,0.43134,-2.2484,-0.0091975,-0.081858,-0.0011905,0.0014737,-0.0051576
-0.020194,0.038896,-0.9067,0.41949,-2.2748,-0.0039864,-0.08759,-0.0011714,0.001494,-0.0051554
-0.018502,0.042843,-0.91198,0.40756,-2.3011,0.0011744,-0.093361,-0.001152,0.001514,-0.0051533
-0.016742,0.046757,-0.9171,0.39556,-2.3275,0.0062821,-0.099171,-0.0011324,0.0015336,-0.0051511
-0.014915,0.050636,-0.92203,0.38349,-2.3539,0.011334,-0.10502,-0.0011125,0.0015528,-0.0051489
-0.013021,0.054479,-0.9268,0.37135,-2.3803,0.016327,-0.11089,-0.0010924,0.0015718,-0.0051468
-0.011062,0.058281,-0.9314,0.35914,-2.4068,0.021258,-0.1168,-0.0010721,0.0015903,-0.0051446
-0.0090393,0.062042,-0.93582,0.34687,-2.4333,0.026125,-0.12274,-0.0010515,0.0016085,-0.0051425
-0.0069547,0.065758,-0.94006,0.33453,-2.4598,0.030926,-0.1287,-0.0010307,0.0016264,-0.0051404
-0.0048095,0.069427,-0.94413,0.32214,-2.4864,0.035656,-0.13469,-0.0010097,0.0016439,-0.0051383
-0.0026052,0.073048,-0.94803,0.30968,-2.513,0.040315,-0.14069,-0.00098848,0.001661,-0.0051362
-0.0003434,0.076617,-0.95174,0.29717,-2.5396,0.044898,-0.14672,-0.00096705,0.0016777,-0.0051342
0.0019742,0.080133,-0.95529,0.28461,-2.5663,0.049405,-0.15275,-0.00094541,0.0016941,-0.0051322
0.0043459,0.083593,-0.95865,0.27199,-2.593,0.053832,-0.15881,-0.00092358,0.00171,-0.0051302
0.00677,0.086996,-0.96184,0.25932,-2.6197,0.058176,-0.16486,-0.00090155,0.0017256,-0.0051282
0.0092447,0.090339,-0.96485,0.24661,-2.6465,0.062437,-0.17093,-0.00087933,0.0017409,-0.0051263
0.011768,0.093621,-0.96768,0.23385,-2.6733,0.066611,-0.177,-0.00085693,0.0017557,-0.0051244
0.014338,0.096839,-0.97034,0.22104,-2.7001,0.070696,-0.18307,-0.00083435,0.0017701,-0.0051226
0.016953,0.099992,-0.97281,0.2082,-2.727,0.07469,-0.18914,-0.00081159,0.0017842,-0.0051207
0.019611,0.10308,-0.97511,0.19531,-2.7539,0.078591,-0.1952,-0.00078867,0.0017978,-0.0051189
0.022309,0.10609,-0.97723,0.18239,-2.7809,0.082398,-0.20125,-0.00076558,0.0018111,-0.0051172
0.025047,0.10904,-0.97917,0.16944,-2.8079,0.086107,-0.20729,-0.00074233,0.001824,-0.0051155
0.027821,0.11191,-0.98093,0.15645,-2.8349,0.089718,-0.21332,-0.00071893,0.0018364,-0.0051138
0.030629,0.11471,-0.98251,0.14343,-2.862,0.093228,-0.21933,-0.00069538,0.0018485,-0.0051122
0.03347,0.11744,-0.98392,0.13038,-2.889,0.096636,-0.22531,-0.00067168,0.0018601,-0.0051106
0.036341,0.12009,-0.98514,0.11731,-2.9162,0.099941,-0.23128,-0.00064785,0.0018714,-0.005109
0.039239,0.12265,-0.98618,0.10421,-2.9433,0.10314,-0.23721,-0.00062388,0.0018822,-0.0051076
0.042163,0.12514,-0.98705,0.091091,-2.9705,0.10623,-0.24311,-0.00059978,0.0018926,-0.0051061
0.045111,0.12755,-0.98773,0.077953,-2.9978,0.10922,-0.24898,-0.00057556,0.0019026,-0.0051047
0.048079,0.12988,-0.98824,0.064798,-3.025,0.11209,-0.2548,-0.00055122,0.0019122,-0.0051034
0.051066,0.13212,-0.98857,0.051627,-3.0523,0.11486,-0.26059,-0.00052677,0.0019213,-0.0051021
0.054069,0.13428,-0.98872,0.038445,-3.0796,0.11751,-0.26633,-0.00050221,0.0019301,-0.0051008
0.057085,0.13635,-0.98869,0.025252,-3.107,0.12005,-0.27202,-0.00047755,0.0019384,-0.0050997
0.060113,0.13834,-0.98849,0.01205,-3.1343,0.12248,-0.27766,-0.00045278,0.0019463,-0.0050985
0.06315,0.14024,-0.9881,-0.001157,3.1214,0.1248,-0.28324,-0.00042793,0.0019538,-0.0050975
0.066193,0.14205,-0.98754,-0.014368,3.094,0.127,-0.28876,-0.00040299,0.0019609,-0.0050964
0.06924,0.14378,-0.9868,-0.02758,3.0666,0.12908,-0.29422,-0.00037796,0.0019675,-0.0050955
0.072289,0.14541,-0.98588,-0.040792,3.0391,0.13105,-0.29961,-0.00035286,0.0019737,-0.0050946
0.075337,0.14696,-0.98479,-0.054,3.0116,0.1329,-0.30493,-0.00032769,0.0019795,-0.0050937
0.078381,0.14841,-0.98352,-0.067203,2.9841,0.13464,-0.31017,-0.00030245,0.0019848,-0.005093
0.081419,0.14977,-0.98208,-0.080399,2.9565,0.13626,-0.31534,-0.00027715,0.0019898,-0.0050922
0.084449,0.15104,-0.98046,-0.093585,2.929,0.13776,-0.32043,-0.00025179,0.0019943,-0.0050916
0.087467,0.15222,-0.97866,-0.10676,2.9014,0.13915,-0.32543,-0.00022638,0.0019983,-0.005091
0.090472,0.15331,-0.97669,-0.11992,2.8738,0.14042,-0.33034,-0.00020093,0.0020019,-0.0050904
0.093461,0.15431,-0.97455,-0.13306,2.8462,0.14157,-0.33516,-0.00017543,0.0020051,-0.00509
0.096431,0.15521,-0.97224,-0.14618,2.8186,0.14261,-0.33989,-0.0001499,0.0020079,-0.0050896
0.099381,0.15602,-0.96975,-0.15929,2.791,0.14354,-0.34451,-0.00012433,0.0020102,-0.0050892
0.10231,0.15674,-0.96709,-0.17237,2.7633,0.14435,-0.34903,-9.8747e-05,0.0020121,-0.0050889
0.10521,0.15737,-0.96425,-0.18542,2.7357,0.14504,-0.35345,-7.3139e-05,0.0020136,-0.0050887
0.10808,0.1579,-0.96125,-0.19845,2.708,0.14562,-0.35775,-4.7516e-05,0.0020146,-0.0050886
0.11092,0.15835,-0.95808,-0.21144,2.6804,0.14609,-0.36195,-2.1883e-05,0.0020152,-0.0050885
0.11372,0.1587,-0.95474,-0.2244,2.6527,0.14645,-0.36602,3.7533e-06,0.0020153,-0.0050885
0.1165,0.15896,-0.95123,-0.23733,2.6251,0.1467,-0.36998,2.9389e-05,0.002015,-0.0050885
0.11923,0.15913,-0.94755,-0.25022,2.5974,0.14684,-0.37382,5.502e-05,0.0020143,-0.0050886
0.12192,0.15921,-0.9437,-0.26308,2.5698,0.14687,-0.37752,8.0638e-05,0.0020132,-0.0050888
0.12457,0.15921,-0.93969,-0.27589,2.5421,0.1468,-0.3811,0.00010624,0.0020116,-0.005089
0.12717,0.15911,-0.93552,-0.28865,2.5144,0.14661,-0.38455,0.00013182,0.0020096,-0.0050893
0.12973,0.15893,-0.93117,-0.30137,2.4868,0.14633,-0.38786,0.00015738,0.0020071,-0.0050897
0.13224,0.15866,-0.92667,-0.31405,2.4591,0.14595,-0.39104,0.0001829,0.0020042,-0.0050901
0.13469,0.1583,-0.922,-0.32667,2.4315,0.14546,-0.39407,0.00020838,0.0020009,-0.0050906
0.13709,0.15785,-0.91717,-0.33924,2.4039,0.14488,-0.39697,0.00023383,0.0019972,-0.0050912
0.13943,0.15733,-0.91218,-0.35175,2.3762,0.1442,-0.39971,0.00025922,0.001993,-0.0050918
0.14172,0.15672,-0.90703,-0.36421,2.3486,0.14342,-0.40231,0.00028456,0.0019884,-0.0050924
0.14394,0.15603,-0.90172,-0.37661,2.321,0.14255,-0.40476,0.00030985,0.0019833,-0.0050932
0.1461,0.15525,-0.89626,-0.38894,2.2935,0.1416,-0.40705,0.00033507,0.0019778,-0.005094
0.1482,0.1544,-0.89063,-0.40121,2.2659,0.14055,-0.40919,0.00036022,0.0019719,-0.0050948
0.15023,0.15347,-0.88485,-0.41342,2.2383,0.13942,-0.41117,0.0003853,0.0019656,-0.0050958
0.15219,0.15246,-0.87892,-0.42555,2.2108,0.1382,-0.41299,0.0004103,0.0019589,-0.0050967
0.15408,0.15138,-0.87283,-0.43762,2.1833,0.1369,-0.41465,0.00043522,0.0019517,-0.0050978
0.15589,0.15022,-0.86659,-0.44961,2.1557,0.13553,-0.41615,0.00046004,0.0019441,-0.0050989
0.15764,0.14899,-0.8602,-0.46153,2.1283,0.13407,-0.41748,0.00048478,0.001936,-0.0051
0.1593,0.14768,-0.85366,-0.47337,2.1008,0.13255,-0.41865,0.00050941,0.0019276,-0.0051012
0.16089,0.14631,-0.84697,-0.48513,2.0733,0.13095,-0.41965,0.00053394,0.0019187,-0.0051025
0.1624,0.14487,-0.84013,-0.49681,2.0459,0.12928,-0.42048,0.00055836,0.0019094,-0.0051038
0.16383,0.14337,-0.83314,-0.50841,2.0185,0.12755,-0.42114,0.00058267,0.0018997,-0.0051051
0.16517,0.1418,-0.82601,-0.51992,1.9911,0.12575,-0.42162,0.00060685,0.0018896,-0.0051065
0.16643,0.14017,-0.81874,-0.53134,1.9637,0.12389,-0.42193,0.00063091,0.0018791,-0.005108
0.16761,0.13848,-0.81132,-0.54267,1.9364,0.12197,-0.42207,0.00065484,0.0018681,-0.0051095
0.1687,0.13673,-0.80376,-0.55391,1.9091,0.12,-0.42204,0.00067863,0.0018567,-0.005111
0.1697,0.13492,-0.79606,-0.56505,1.8818,0.11798,-0.42183,0.00070229,0.001845,-0.0051126
0.17061,0.13306,-0.78823,-0.5761,1.8545,0.1159,-0.42144,0.0007258,0.0018328,-0.0051143
0.17142,0.13114,-0.78025,-0.58704,1.8272,0.11378,-0.42087,0.00074915,0.0018202,-0.005116
0.17215,0.12918,-0.77214,-0.59789,1.8,0.11162,-0.42013,0.00077236,0.0018073,-0.0051177
0.17279,0.12716,-0.7639,-0.60863,1.7728,0.10941,-0.41921,0.0007954,0.0017939,-0.0051195
0.17333,0.1251,-0.75552,-0.61927,1.7456,0.10716,-0.41812,0.00081827,0.0017801,-0.0051213
0.17377,0.123,-0.74701,-0.6298,1.7184,0.10488,-0.41684,0.00084098,0.0017659,-0.0051231
0.17413,0.12085,-0.73837,-0.64022,1.6913,0.10257,-0.41539,0.00086351,0.0017514,-0.005125
0.17438,0.11867,-0.7296,-0.65053,1.6642,0.10023,-0.41376,0.00088585,0.0017364,-0.0051269
0.17454,0.11645,-0.72071,-0.66073,1.6371,0.097858,-0.41196,0.00090802,0.0017211,-0.0051288
0.1746,0.11419,-0.71169,-0.67081,1.6101,0.095464,-0.40997,0.00092999,0.0017054,-0.0051308
0.17456,0.1119,-0.70254,-0.68077,1.583,0.093049,-0.40781,0.00095177,0.0016893,-0.0051328
0.17442,0.10957,-0.69327,-0.69061,1.556,0.090616,-0.40548,0.00097334,0.0016728,-0.0051348
0.17418,0.10722,-0.68388,-0.70033,1.529,0.088167,-0.40297,0.00099471,0.001656,-0.0051368
0.17384,0.10485,-0.67438,-0.70993,1.502,0.085706,-0.40028,0.0010159,0.0016388,-0.0051389
0.17341,0.10245,-0.66475,-0.7194,1.4751,0.083235,-0.39742,0.0010368,0.0016212,-0.005141
0.17287,0.10003,-0.65501,-0.72875,1.4482,0.080757,-0.39439,0.0010575,0.0016032,-0.0051431
0.17223,0.09759,-0.64516,-0.73796,1.4213,0.078275,-0.39119,0.001078,0.0015849,-0.0051452
0.17149,0.095135,-0.63519,-0.74705,1.3944,0.075792,-0.38782,0.0010983,0.0015663,-0.0051474
0.17065,0.092666,-0.62511,-0.756,1.3676,0.07331,-0.38428,0.0011184,0.0015472,-0.0051495
0.16972,0.090186,-0.61492,-0.76481,1.3407,0.070832,-0.38057,0.0011382,0.0015279,-0.0051517
0.16868,0.087697,-0.60463,-0.77349,1.3139,0.06836,-0.37669,0.0011577,0.0015081,-0.0051539
