x,y,z,vx,vy,vz
-10646956.3846,40804915.4916,-1928.53250038,-2974.71674658,-775.668236983,-2.88321593355
-10661829.2607,40801034.4396,-1942.9484516,-2974.43361214,-776.752552908,-2.88316449234
-10676700.7201,40797147.9663,-1957.36414466,-2974.15008252,-777.836765436,-2.88311266806
-10691570.7608,40793256.0721,-1971.77957764,-2973.86615777,-778.920874423,-2.88306046069
-10706439.381,40789358.7577,-1986.19474863,-2973.58183792,-780.004879725,-2.88300787026
-10721306.5786,40785456.0235,-2000.60965571,-2973.29712302,-781.088781197,-2.88295489676
-10736172.3516,40781547.87,-2015.02429696,-2973.0120131,-782.172578697,-2.88290154021
-10751036.698,40777634.2979,-2029.43867047,-2972.7265082,-783.25627208,-2.88284780061
-10765899.616,40773715.3075,-2043.85277433,-2972.44060835,-784.339861202,-2.88279367797
-10780761.1035,40769790.8994,-2058.26660661,-2972.1543136,-785.42334592,-2.8827391723
-10795621.1585,40765861.0742,-2072.68016541,-2971.86762399,-786.506726089,-2.8826842836
-10810479.779,40761925.8323,-2087.09344881,-2971.58053955,-787.590001565,-2.88262901188
-10825336.9632,40757985.1744,-2101.50645489,-2971.29306031,-788.673172206,-2.88257335715
-10840192.709,40754039.1008,-2115.91918174,-2971.00518633,-789.756237866,-2.88251731942
-10855047.0144,40750087.6122,-2130.33162745,-2970.71691763,-790.839198403,-2.8824608987
-10869899.8775,40746130.709,-2144.74379009,-2970.42825426,-791.922053672,-2.88240409498
-10884751.2963,40742168.3918,-2159.15566776,-2970.13919625,-793.004803529,-2.88234690829
-10899601.2688,40738200.6611,-2173.56725854,-2969.84974364,-794.087447832,-2.88228933862
-10914449.7931,40734227.5175,-2187.97856051,-2969.55989648,-795.169986435,-2.88223138599
-10929296.8671,40730248.9614,-2202.38957176,-2969.26965479,-796.252419196,-2.8821730504
-10944142.489,40726264.9935,-2216.80029037,-2968.97901862,-797.334745971,-2.88211433186
-10958986.6566,40722275.6142,-2231.21071444,-2968.68798801,-798.416966615,-2.88205523038
-10973829.3682,40718280.824,-2245.62084204,-2968.396563,-799.499080986,-2.88199574596
-10988670.6216,40714280.6235,-2260.03067126,-2968.10474362,-800.581088939,-2.88193587862
-11003510.415,40710275.0133,-2274.44020019,-2967.81252991,-801.662990331,-2.88187562837
-11018348.7463,40706263.9938,-2288.84942691,-2967.51992191,-802.744785018,-2.8818149952
-11033185.6135,40702247.5656,-2303.2583495,-2967.22691967,-803.826472857,-2.88175397914
-11048021.0148,40698225.7293,-2317.66696606,-2966.93352322,-804.908053704,-2.88169258018
-11062854.9481,40694198.4853,-2332.07527467,-2966.63973259,-805.989527415,-2.88163079833
-11077687.4115,40690165.8342,-2346.48327341,-2966.34554784,-807.070893847,-2.88156863361
-11092518.4029,40686127.7765,-2360.89096036,-2966.05096899,-808.152152855,-2.88150608603
-11107347.9205,40682084.3128,-2375.29833363,-2965.75599609,-809.233304298,-2.88144315558
-11122175.9622,40678035.4436,-2389.70539128,-2965.46062918,-810.314348031,-2.88137984228
-11137002.5261,40673981.1695,-2404.11213141,-2965.16486829,-811.39528391,-2.88131614614
-11151827.6103,40669921.491,-2418.5185521,-2964.86871347,-812.476111792,-2.88125206717
-11166651.2126,40665856.4086,-2432.92465145,-2964.57216475,-813.556831533,-2.88118760537
-11181473.3313,40661785.9228,-2447.33042752,-2964.27522218,-814.637442991,-2.88112276076
-11196293.9642,40657710.0343,-2461.73587842,-2963.97788579,-815.717946021,-2.88105753334
-11211113.1095,40653628.7436,-2476.14100222,-2963.68015562,-816.79834048,-2.88099192312
-11225930.7651,40649542.0511,-2490.54579701,-2963.38203172,-817.878626224,-2.88092593011
-11240746.9291,40645449.9575,-2504.95026088,-2963.08351411,-818.958803111,-2.88085955432
-11255561.5996,40641352.4632,-2519.35439191,-2962.78460286,-820.038870996,-2.88079279576
-11270374.7745,40637249.569,-2533.7581882,-2962.48529798,-821.118829737,-2.88072565443
-11285186.4519,40633141.2751,-2548.16164782,-2962.18559953,-822.198679189,-2.88065813035
-11299996.6298,40629027.5823,-2562.56476886,-2961.88550754,-823.27841921,-2.88059022353
-11314805.3063,40624908.4911,-2576.96754942,-2961.58502205,-824.358049657,-2.88052193397
-11329612.4794,40620784.002,-2591.36998757,-2961.2841431,-825.437570385,-2.88045326168
-11344418.1471,40616654.1156,-2605.7720814,-2960.98287074,-826.516981251,-2.88038420668
-11359222.3074,40612518.8324,-2620.173829,-2960.68120499,-827.596282113,-2.88031476896
-11374024.9585,40608378.153,-2634.57522845,-2960.37914592,-828.675472826,-2.88024494855
-11388826.0982,40604232.0779,-2648.97627784,-2960.07669354,-829.754553248,-2.88017474545
-11403625.7248,40600080.6076,-2663.37697527,-2959.77384791,-830.833523236,-2.88010415967
-11418423.8361,40595923.7428,-2677.7773188,-2959.47060906,-831.912382645,-2.88003319122
-11433220.4302,40591761.484,-2692.17730654,-2959.16697703,-832.991131333,-2.87996184011
-11448015.5052,40587593.8317,-2706.57693657,-2958.86295187,-834.069769157,-2.87989010635
-11462809.0591,40583420.7865,-2720.97620697,-2958.55853362,-835.148295972,-2.87981798995
-11477601.0899,40579242.3489,-2735.37511583,-2958.25372231,-836.226711638,-2.87974549091
-11492391.5956,40575058.5195,-2749.77366124,-2957.94851798,-837.305016009,-2.87967260926
-11507180.5744,40570869.2989,-2764.17184128,-2957.64292069,-838.383208942,-2.87959934499
-11521968.0242,40566674.6876,-2778.56965405,-2957.33693046,-839.461290295,-2.87952569812
-11536753.943,40562474.6862,-2792.96709763,-2957.03054734,-840.539259925,-2.87945166865
-11551538.329,40558269.2952,-2807.3641701,-2956.72377136,-841.617117688,-2.87937725661
-11566321.1801,40554058.5152,-2821.76086955,-2956.41660258,-842.694863442,-2.87930246199
-11581102.4944,40549842.3468,-2836.15719408,-2956.10904103,-843.772497042,-2.87922728481
-11595882.2699,40545620.7904,-2850.55314176,-2955.80108675,-844.850018346,-2.87915172507
-11610660.5046,40541393.8468,-2864.94871069,-2955.49273979,-845.927427212,-2.8790757828
-11625437.1966,40537161.5164,-2879.34389895,-2955.18400018,-847.004723495,-2.87899945799
-11640212.3439,40532923.7997,-2893.73870464,-2954.87486796,-848.081907053,-2.87892275066
-11654985.9446,40528680.6975,-2908.13312582,-2954.56534318,-849.158977743,-2.87884566082
-11669757.9967,40524432.2101,-2922.52716061,-2954.25542588,-850.235935422,-2.87876818848
-11684528.4982,40520178.3383,-2936.92080707,-2953.94511609,-851.312779946,-2.87869033365
-11699297.4472,40515919.0825,-2951.31406331,-2953.63441387,-852.389511174,-2.87861209634
-11714064.8417,40511654.4434,-2965.7069274,-2953.32331925,-853.466128961,-2.87853347656
-11728830.6798,40507384.4214,-2980.09939743,-2953.01183227,-854.542633166,-2.87845447432
-11743594.9594,40503109.0172,-2994.4914715,-2952.69995298,-855.619023644,-2.87837508963
-11758357.6786,40498828.2314,-3008.88314769,-2952.38768141,-856.695300253,-2.87829532251
-11773118.8355,40494542.0644,-3023.27442409,-2952.07501761,-857.771462851,-2.87821517296
-11787878.4282,40490250.5169,-3037.66529878,-2951.76196162,-858.847511294,-2.87813464099
-11802636.4545,40485953.5895,-3052.05576986,-2951.44851348,-859.923445439,-2.87805372661
-11817392.9126,40481651.2827,-3066.44583541,-2951.13467324,-860.999265144,-2.87797242985
-11832147.8006,40477343.597,-3080.83549352,-2950.82044093,-862.074970266,-2.8778907507
-11846901.1164,40473030.5332,-3095.22474228,-2950.50581659,-863.150560662,-2.87780868917
-11861652.8581,40468712.0916,-3109.61357978,-2950.19080028,-864.226036188,-2.87772624529
-11876403.0237,40464388.273,-3124.0020041,-2949.87539202,-865.301396703,-2.87764341905
-11891151.6114,40460059.0779,-3138.39001333,-2949.55959187,-866.376642064,-2.87756021047
-11905898.619,40455724.5068,-3152.77760557,-2949.24339986,-867.451772127,-2.87747661957
-11920644.0447,40451384.5603,-3167.16477889,-2948.92681604,-868.526786751,-2.87739264635
-11935387.8865,40447039.2391,-3181.55153139,-2948.60984044,-869.601685791,-2.87730829083
-11950130.1425,40442688.5437,-3195.93786116,-2948.29247312,-870.676469106,-2.87722355301
-11964870.8106,40438332.4746,-3210.32376629,-2947.97471411,-871.751136553,-2.8771384329
-11979609.8889,40433971.0325,-3224.70924485,-2947.65656346,-872.82568799,-2.87705293053
-11994347.3756,40429604.2179,-3239.09429495,-2947.33802121,-873.900123272,-2.87696704589
-12009083.2685,40425232.0314,-3253.47891468,-2947.01908739,-874.974442259,-2.87688077901
-12023817.5658,40420854.4737,-3267.86310211,-2946.69976206,-876.048644807,-2.87679412989
-12038550.2655,40416471.5452,-3282.24685534,-2946.38004526,-877.122730773,-2.87670709855
-12053281.3656,40412083.2466,-3296.63017246,-2946.05993702,-878.196700015,-2.87661968499
-12068010.8642,40407689.5784,-3311.01305155,-2945.7394374,-879.270552391,-2.87653188923
-12082738.7593,40403290.5412,-3325.39549071,-2945.41854642,-880.344287757,-2.87644371128
-12097465.049,40398886.1357,-3339.77748803,-2945.09726415,-881.417905972,-2.87635515115
-12112189.7313,40394476.3624,-3354.15904159,-2944.77559061,-882.491406892,-2.87626620886
-12126912.8043,40390061.2218,-3368.54014948,-2944.45352585,-883.564790376,-2.87617688441
-12141634.2659,40385640.7147,-3382.92080979,-2944.13106992,-884.63805628,-2.87608717782
-12156354.1143,40381214.8415,-3397.30102062,-2943.80822286,-885.711204462,-2.8759970891
-12171072.3475,40376783.6028,-3411.68078005,-2943.48498471,-886.78423478,-2.87590661826
-12185788.9635,40372346.9993,-3426.06008616,-2943.16135551,-887.857147091,-2.87581576531
-12200503.9604,40367905.0315,-3440.43893706,-2942.83733531,-888.929941253,-2.87572453027
-12215217.3362,40363457.7001,-3454.81733083,-2942.51292415,-890.002617123,-2.87563291315
-12229929.089,40359005.0056,-3469.19526556,-2942.18812207,-891.075174559,-2.87554091396
-12244639.2168,40354546.9486,-3483.57273933,-2941.86292912,-892.147613419,-2.87544853271
-12259347.7176,40350083.5296,-3497.94975025,-2941.53734534,-893.219933559,-2.87535576942
-12274054.5896,40345614.7494,-3512.32629639,-2941.21137077,-894.292134838,-2.8752626241
-12288759.8307,40341140.6085,-3526.70237585,-2940.88500546,-895.364217114,-2.87516909675
-12303463.439,40336661.1074,-3541.07798672,-2940.55824945,-896.436180244,-2.8750751874
-12318165.4125,40332176.2469,-3555.45312709,-2940.23110279,-897.508024085,-2.87498089606
-12332865.7494,40327686.0274,-3569.82779505,-2939.90356551,-898.579748495,-2.87488622273
-12347564.4475,40323190.4496,-3584.20198868,-2939.57563766,-899.651353333,-2.87479116744
-12362261.5051,40318689.5141,-3598.57570608,-2939.24731929,-900.722838456,-2.87469573018
-12376956.9201,40314183.2214,-3612.94894535,-2938.91861043,-901.794203721,-2.87459991099
-12391650.6905,40309671.5722,-3627.32170456,-2938.58951114,-902.865448986,-2.87450370986
-12406342.8145,40305154.5671,-3641.69398181,-2938.26002145,-903.936574109,-2.87440712682
-12421033.2901,40300632.2067,-3656.06577519,-2937.93014141,-905.007578948,-2.87431016187
-12435722.1153,40296104.4915,-3670.43708279,-2937.59987107,-906.078463361,-2.87421281503
-12450409.2882,40291571.4223,-3684.8079027,-2937.26921046,-907.149227205,-2.87411508631
-12465094.8067,40287032.9995,-3699.17823302,-2936.93815964,-908.219870339,-2.87401697572
-12479778.6691,40282489.2238,-3713.54807182,-2936.60671864,-909.290392619,-2.87391848328
-12494460.8733,40277940.0957,-3727.91741721,-2936.27488751,-910.360793905,-2.87381960901
-12509141.4173,40273385.616,-3742.28626728,-2935.9426663,-911.431074054,-2.8737203529
-12523820.2993,40268825.7852,-3756.65462011,-2935.61005505,-912.501232923,-2.87362071499
-12538497.5172,40264260.6039,-3771.02247379,-2935.27705379,-913.571270371,-2.87352069527
-12553173.0692,40259690.0727,-3785.38982642,-2934.94366259,-914.641186256,-2.87342029377
-12567846.9532,40255114.1922,-3799.75667609,-2934.60988148,-915.710980435,-2.8733195105
-12582519.1674,40250532.9631,-3814.12302089,-2934.2757105,-916.780652767,-2.87321834546
-12597189.7097,40245946.3859,-3828.48885891,-2933.9411497,-917.850203109,-2.87311679869
-12611858.5782,40241354.4613,-3842.85418824,-2933.60619913,-918.91963132,-2.87301487018
-12626525.771,40236757.1898,-3857.21900698,-2933.27085883,-919.988937257,-2.87291255995
-12641191.2861,40232154.5721,-3871.5833132,-2932.93512884,-921.058120779,-2.87280986801
-12655855.1216,40227546.6088,-3885.94710502,-2932.59900921,-922.127181743,-2.87270679439
-12670517.2756,40222933.3005,-3900.31038051,-2932.26249999,-923.196120008,-2.87260333909
-12685177.746,40218314.6478,-3914.67313777,-2931.92560121,-924.264935432,-2.87249950213
-12699836.5309,40213690.6513,-3929.0353749,-2931.58831293,-925.333627873,-2.87239528351
-12714493.6285,40209061.3117,-3943.39708997,-2931.25063519,-926.402197189,-2.87229068327
-12729149.0366,40204426.6296,-3957.75828109,-2930.91256803,-927.470643237,-2.8721857014
-12743802.7535,40199786.6055,-3972.11894635,-2930.5741115,-928.538965877,-2.87208033792
-12758454.7771,40195141.2401,-3986.47908384,-2930.23526564,-929.607164966,-2.87197459285
-12773105.1055,40190490.5341,-4000.83869164,-2929.8960305,-930.675240363,-2.87186846621
-12787753.7368,40185834.4879,-4015.19776786,-2929.55640613,-931.743191926,-2.87176195799
-12802400.6689,40181173.1023,-4029.55631059,-2929.21639256,-932.811019512,-2.87165506823
-12817045.9,40176506.3779,-4043.91431791,-2928.87598985,-933.878722981,-2.87154779693
-12831689.4282,40171834.3153,-4058.27178792,-2928.53519804,-934.94630219,-2.87144014411
-12846331.2514,40167156.9151,-4072.62871872,-2928.19401717,-936.013756998,-2.87133210979
-12860971.3677,40162474.178,-4086.98510838,-2927.8524473,-937.081087262,-2.87122369397
-12875609.7752,40157786.1045,-4101.34095502,-2927.51048846,-938.148292842,-2.87111489667
-12890246.4719,40153092.6952,-4115.69625671,-2927.1681407,-939.215373596,-2.87100571791
-12904881.456,40148393.9509,-4130.05101156,-2926.82540407,-940.282329381,-2.8708961577
-12919514.7253,40143689.8722,-4144.40521766,-2926.48227861,-941.349160057,-2.87078621605
-12934146.2781,40138980.4595,-4158.75887309,-2926.13876437,-942.415865481,-2.87067589299
-12948776.1123,40134265.7137,-4173.11197595,-2925.7948614,-943.482445512,-2.87056518852
-12963404.2261,40129545.6353,-4187.46452434,-2925.45056973,-944.548900008,-2.87045410266
-12978030.6174,40124820.2249,-4201.81651634,-2925.10588942,-945.615228828,-2.87034263543
-12992655.2843,40120089.4832,-4216.16795006,-2924.76082052,-946.681431831,-2.87023078684
-13007278.2249,40115353.4108,-4230.51882357,-2924.41536306,-947.747508874,-2.8701185569
-13021899.4373,40110612.0083,-4244.86913499,-2924.06951709,-948.813459816,-2.87000594563
-13036518.9195,40105865.2764,-4259.21888239,-2923.72328267,-949.879284515,-2.86989295304
-13051136.6695,40101113.2157,-4273.56806388,-2923.37665983,-950.944982831,-2.86977957916
-13065752.6854,40096355.8268,-4287.91667755,-2923.02964862,-952.010554621,-2.86966582399
-13080366.9653,40091593.1104,-4302.26472149,-2922.68224909,-953.075999744,-2.86955168755
-13094979.5072,40086825.067,-4316.61219379,-2922.33446129,-954.141318059,-2.86943716986
-13109590.3093,40082051.6974,-4330.95909255,-2921.98628525,-955.206509424,-2.86932227093
-13124199.3695,40077273.0021,-4345.30541586,-2921.63772104,-956.271573698,-2.86920699077
-13138806.6858,40072488.9819,-4359.65116182,-2921.28876869,-957.336510739,-2.86909132941
-13153412.2565,40067699.6372,-4373.99632852,-2920.93942824,-958.401320406,-2.86897528686
-13168016.0795,40062904.9689,-4388.34091406,-2920.58969976,-959.466002558,-2.86885886312
-13182618.1528,40058104.9774,-4402.68491652,-2920.23958328,-960.530557053,-2.86874205823
-13197218.4747,40053299.6635,-4417.028334,-2919.88907885,-961.59498375,-2.86862487219
-13211817.043,40048489.0278,-4431.37116461,-2919.53818651,-962.659282507,-2.86850730502
-13226413.8559,40043673.0709,-4445.71340642,-2919.18690632,-963.723453184,-2.86838935674
-13241008.9114,40038851.7935,-4460.05505754,-2918.83523832,-964.787495639,-2.86827102735
-13255602.2076,40034025.1962,-4474.39611606,-2918.48318255,-965.85140973,-2.86815231689
-13270193.7426,40029193.2796,-4488.73658007,-2918.13073907,-966.915195317,-2.86803322536
-13284783.5144,40024356.0444,-4503.07644768,-2917.77790792,-967.978852258,-2.86791375277
-13299371.521,40019513.4913,-4517.41571696,-2917.42468915,-969.042380413,-2.86779389915
-13313957.7606,40014665.6208,-4531.75438603,-2917.0710828,-970.105779639,-2.86767366452
-13328542.2312,40009812.4337,-4546.09245298,-2916.71708892,-971.169049795,-2.86755304888
-13343124.9309,40004953.9306,-4560.42991589,-2916.36270757,-972.232190741,-2.86743205225
-13357705.8576,40000090.112,-4574.76677286,-2916.00793878,-973.295202336,-2.86731067465
-13372285.0096,39995220.9787,-4589.103022,-2915.6527826,-974.358084437,-2.8671889161
-13386862.3848,39990346.5314,-4603.43866139,-2915.29723908,-975.420836905,-2.86706677661
-13401437.9813,39985466.7706,-4617.77368913,-2914.94130828,-976.483459598,-2.8669442562
-13416011.7972,39980581.697,-4632.10810332,-2914.58499022,-977.545952374,-2.86682135489
-13430583.8306,39975691.3113,-4646.44190204,-2914.22828497,-978.608315093,-2.86669807268
-13445154.0795,39970795.6141,-4660.77508341,-2913.87119257,-979.670547614,-2.8665744096
-13459722.5419,39965894.606,-4675.1076455,-2913.51371307,-980.732649796,-2.86645036567
-13474289.2159,39960988.2878,-4689.43958643,-2913.15584652,-981.794621498,-2.8663259409
-13488854.0997,39956076.66,-4703.77090428,-2912.79759295,-982.856462578,-2.86620113531
-13503417.1912,39951159.7234,-4718.10159715,-2912.43895243,-983.918172896,-2.86607594891
-13517978.4886,39946237.4785,-4732.43166313,-2912.079925,-984.979752311,-2.86595038172
-13532537.9898,39941309.9261,-4746.76110033,-2911.7205107,-986.041200682,-2.86582443376
-13547095.693,39936377.0667,-4761.08990684,-2911.36070959,-987.102517868,-2.86569810504
-13561651.5963,39931438.9011,-4775.41808075,-2911.00052171,-988.163703728,-2.86557139558
-13576205.6976,39926495.4299,-4789.74562016,-2910.63994711,-989.224758121,-2.86544430541
-13590757.9951,39921546.6538,-4804.07252317,-2910.27898584,-990.285680906,-2.86531683453
-13605308.4868,39916592.5733,-4818.39878787,-2909.91763795,-991.346471943,-2.86518898296
-13619857.1708,39911633.1893,-4832.72441236,-2909.55590347,-992.40713109,-2.86506075072
-13634404.0452,39906668.5022,-4847.04939474,-2909.19378248,-993.467658207,-2.86493213783
-13648949.108,39901698.5129,-4861.37373311,-2908.831275,-994.528053153,-2.8648031443
-13663492.3573,39896723.2219,-4875.69742555,-2908.46838109,-995.588315788,-2.86467377015
-13678033.7912,39891742.63,-4890.02047017,-2908.1051008,-996.648445969,-2.86454401541
-13692573.4077,39886756.7377,-4904.34286507,-2907.74143418,-997.708443558,-2.86441388007
-13707111.2049,39881765.5458,-4918.66460834,-2907.37738126,-998.768308412,-2.86428336417
-13721647.1809,39876769.0548,-4932.98569808,-2907.01294212,-999.828040391,-2.86415246773
-13736181.3337,39871767.2656,-4947.30613238,-2906.64811678,-1000.88763936,-2.86402119075
-13750713.6614,39866760.1787,-4961.62590935,-2906.2829053,-1001.94710516,-2.86388953325
-13765244.1621,39861747.7947,-4975.94502708,-2905.91730773,-1003.00643767,-2.86375749526
-13779772.8338,39856730.1145,-4990.26348367,-2905.55132412,-1004.06563675,-2.86362507679
-13794299.6747,39851707.1386,-5004.58127721,-2905.18495451,-1005.12470224,-2.86349227786
-13808824.6827,39846678.8677,-5018.89840581,-2904.81819896,-1006.18363402,-2.86335909849
-13823347.856,39841645.3025,-5033.21486757,-2904.45105751,-1007.24243194,-2.86322553869
-13837869.1926,39836606.4436,-5047.53066057,-2904.08353022,-1008.30109586,-2.86309159848
-13852388.6907,39831562.2917,-5061.84578292,-2903.71561712,-1009.35962563,-2.86295727788
-13866906.3482,39826512.8476,-5076.16023271,-2903.34731828,-1010.41802113,-2.86282257692
-13881422.1632,39821458.1118,-5090.47400805,-2902.97863373,-1011.47628221,-2.86268749559
-13895936.1339,39816398.085,-5104.78710703,-2902.60956354,-1012.53440872,-2.86255203393
-13910448.2582,39811332.7679,-5119.09952776,-2902.24010774,-1013.59240053,-2.86241619196
-13924958.5343,39806262.1612,-5133.41126832,-2901.87026638,-1014.6502575,-2.86227996968
-13939466.9602,39801186.2655,-5147.72232682,-2901.50003953,-1015.70797948,-2.86214336712
-13953973.5341,39796105.0816,-5162.03270136,-2901.12942721,-1016.76556635,-2.8620063843
-13968478.2539,39791018.6101,-5176.34239003,-2900.7584295,-1017.82301794,-2.86186902124
-13982981.1177,39785926.8517,-5190.65139094,-2900.38704642,-1018.88033413,-2.86173127795
-13997482.1237,39780829.807,-5204.95970217,-2900.01527804,-1019.93751478,-2.86159315445
-14011981.2698,39775727.4767,-5219.26732185,-2899.64312441,-1020.99455974,-2.86145465076
-14026478.5543,39770619.8616,-5233.57424805,-2899.27058556,-1022.05146888,-2.8613157669
-14040973.9751,39765506.9623,-5247.88047888,-2898.89766156,-1023.10824205,-2.86117650289
-14055467.5303,39760388.7794,-5262.18601244,-2898.52435245,-1024.16487912,-2.86103685874
-14069959.2179,39755265.3137,-5276.49084684,-2898.15065828,-1025.22137993,-2.86089683448
-14084449.0362,39750136.5659,-5290.79498016,-2897.7765791,-1026.27774437,-2.86075643012
-14098936.9831,39745002.5365,-5305.0984105,-2897.40211496,-1027.33397227,-2.86061564569
-14113423.0567,39739863.2264,-5319.40113598,-2897.02726591,-1028.39006351,-2.86047448119
-14127907.2551,39734718.6361,-5333.70315468,-2896.652032,-1029.44601794,-2.86033293666
-14142389.5764,39729568.7664,-5348.00446471,-2896.27641329,-1030.50183542,-2.8601910121
-14156870.0186,39724413.618,-5362.30506417,-2895.90040981,-1031.55751581,-2.86004870755
-14171348.5798,39719253.1915,-5376.60495115,-2895.52402163,-1032.61305898,-2.85990602301
-14185825.2582,39714087.4876,-5390.90412377,-2895.14724878,-1033.66846478,-2.8597629585
-14200300.0517,39708916.5071,-5405.20258011,-2894.77009133,-1034.72373307,-2.85961951405
-14214772.9585,39703740.2505,-5419.50031827,-2894.39254932,-1035.77886371,-2.85947568968
-14229243.9765,39698558.7186,-5433.79733637,-2894.0146228,-1036.83385656,-2.8593314854
-14243713.104,39693371.9122,-5448.09363249,-2893.63631182,-1037.88871149,-2.85918690123
-14258180.339,39688179.8318,-5462.38920475,-2893.25761643,-1038.94342834,-2.85904193719
-14272645.6796,39682982.4781,-5476.68405123,-2892.87853669,-1039.99800699,-2.85889659331
-14287109.1237,39677779.8519,-5490.97817005,-2892.49907264,-1041.05244729,-2.85875086959
-14301570.6696,39672571.9539,-5505.2715593,-2892.11922433,-1042.1067491,-2.85860476607
-14316030.3153,39667358.7847,-5519.56421708,-2891.73899181,-1043.16091228,-2.85845828275
-14330488.0589,39662140.345,-5533.85614149,-2891.35837514,-1044.2149367,-2.85831141967
-14344943.8985,39656916.6355,-5548.14733064,-2890.97737437,-1045.2688222,-2.85816417684
-14359397.832,39651687.657,-5562.43778263,-2890.59598954,-1046.32256866,-2.85801655427
-14373849.8577,39646453.4101,-5576.72749555,-2890.21422071,-1047.37617593,-2.85786855199
-14388299.9736,39641213.8955,-5591.01646751,-2889.83206793,-1048.42964387,-2.85772017002
-14402748.1778,39635969.1139,-5605.30469662,-2889.44953124,-1049.48297234,-2.85757140838
-14417194.4683,39630719.066,-5619.59218096,-2889.06661071,-1050.53616121,-2.85742226709
-14431638.8432,39625463.7525,-5633.87891866,-2888.68330637,-1051.58921032,-2.85727274616
-14446081.3007,39620203.1741,-5648.16490779,-2888.29961829,-1052.64211955,-2.85712284562
-14460521.8388,39614937.3315,-5662.45014648,-2887.91554651,-1053.69488876,-2.85697256549
-14474960.4555,39609666.2255,-5676.73463282,-2887.53109108,-1054.74751779,-2.85682190579
-14489397.149,39604389.8566,-5691.0183649,-2887.14625206,-1055.80000652,-2.85667086654
-14503831.9174,39599108.2256,-5705.30134085,-2886.76102949,-1056.8523548,-2.85651944775
-14518264.7587,39593821.3333,-5719.58355875,-2886.37542343,-1057.9045625,-2.85636764946
-14532695.671,39588529.1802,-5733.86501671,-2885.98943393,-1058.95662947,-2.85621547167
-14547124.6524,39583231.7672,-5748.14571283,-2885.60306104,-1060.00855558,-2.85606291441
-14561551.701,39577929.0949,-5762.42564522,-2885.21630481,-1061.06034068,-2.8559099777
-14575976.8148,39572621.164,-5776.70481198,-2884.82916529,-1062.11198463,-2.85575666156
-14590399.992,39567307.9753,-5790.98321121,-2884.44164254,-1063.1634873,-2.85560296601
-14604821.2306,39561989.5294,-5805.26084101,-2884.05373661,-1064.21484855,-2.85544889107
-14619240.5287,39556665.8271,-5819.53769948,-2883.66544754,-1065.26606823,-2.85529443677
-14633657.8844,39551336.869,-5833.81378474,-2883.27677539,-1066.31714622,-2.85513960311
-14648073.2958,39546002.6558,-5848.08909488,-2882.88772021,-1067.36808235,-2.85498439013
-14662486.761,39540663.1884,-5862.36362801,-2882.49828206,-1068.41887651,-2.85482879784
-14676898.278,39535318.4673,-5876.63738223,-2882.10846098,-1069.46952854,-2.85467282627
-14691307.845,39529968.4933,-5890.91035564,-2881.71825703,-1070.52003831,-2.85451647543
-14705715.4599,39524613.2672,-5905.18254635,-2881.32767025,-1071.57040569,-2.85435974535
-14720121.121,39519252.7895,-5919.45395246,-2880.93670071,-1072.62063052,-2.85420263604
-14734524.8263,39513887.0611,-5933.72457208,-2880.54534844,-1073.67071267,-2.85404514754
-14748926.5739,39508516.0826,-5947.99440331,-2880.15361352,-1074.720652,-2.85388727985
-14763326.3618,39503139.8548,-5962.26344425,-2879.76149598,-1075.77044838,-2.853729033
-14777724.1882,39497758.3784,-5976.531693,-2879.36899588,-1076.82010166,-2.85357040701
-14792120.0511,39492371.654,-5990.79914768,-2878.97611327,-1077.8696117,-2.85341140191
-14806513.9487,39486979.6825,-6005.06580639,-2878.5828482,-1078.91897836,-2.85325201771
-14820905.879,39481582.4645,-6019.33166723,-2878.18920073,-1079.96820151,-2.85309225443
-14835295.8401,39476180.0007,-6033.5967283,-2877.79517091,-1081.017281,-2.8529321121
-14849683.83,39470772.2919,-6047.86098772,-2877.40075879,-1082.0662167,-2.85277159074
-14864069.847,39465359.3388,-6062.12444358,-2877.00596442,-1083.11500847,-2.85261069037
-14878453.8891,39459941.1421,-6076.38709399,-2876.61078786,-1084.16365616,-2.85244941101
-14892835.9543,39454517.7025,-6090.64893706,-2876.21522916,-1085.21215964,-2.85228775268
-14907216.0407,39449089.0207,-6104.90997089,-2875.81928836,-1086.26051877,-2.8521257154
-14921594.1465,39443655.0975,-6119.17019358,-2875.42296553,-1087.30873341,-2.8519632992
-14935970.2697,39438215.9336,-6133.42960325,-2875.02626072,-1088.35680342,-2.8518005041
-14950344.4085,39432771.5297,-6147.68819799,-2874.62917398,-1089.40472866,-2.85163733011
-14964716.5608,39427321.8866,-6161.94597592,-2874.23170536,-1090.452509,-2.85147377727
-14979086.7249,39421867.0049,-6176.20293513,-2873.83385491,-1091.50014428,-2.85130984558
-14993454.8987,39416406.8854,-6190.45907374,-2873.43562269,-1092.54763438,-2.85114553509
-15007821.0805,39410941.5288,-6204.71438985,-2873.03700876,-1093.59497916,-2.85098084579
-15022185.2682,39405470.9358,-6218.96888157,-2872.63801316,-1094.64217847,-2.85081577773
-15036547.46,39399995.1072,-6233.222547,-2872.23863594,-1095.68923218,-2.85065033092
-15050907.6539,39394514.0437,-6247.47538425,-2871.83887717,-1096.73614015,-2.85048450538
-15065265.8481,39389027.7461,-6261.72739142,-2871.43873688,-1097.78290223,-2.85031830113
