t,mApp
7885,29.6247334
7890,29.6247627
7895,29.6255866
7900,29.627196
7905,29.6295829
7910,29.6327402
7915,29.6366622
7920,29.6413441
7925,29.5793818
7930,28.8794143
7935,28.4650519
7940,28.1721727
7945,27.9471695
7950,27.7657174
7955,27.6147014
7960,27.4862393
7965,27.3752243
7970,27.2730229
7975,27.1819752
7980,27.1013173
7985,27.0294572
7990,26.9651718
7995,26.9075023
8000,26.855684
8005,26.8090986
8010,26.7672405
8015,26.7296914
8020,26.6961032
8025,26.6661838
8030,26.6396871
8035,26.616405
8040,26.5970212
8045,26.5826236
8050,26.5709066
8055,26.5617851
8060,26.5551894
8065,26.5510648
8070,26.5493697
8075,26.5500752
8080,26.5531643
8085,26.5586317
8090,26.5664837
8095,26.5767384
8100,26.5894256
8105,26.6045879
8110,26.6222811
8115,26.6425756
8120,26.6655578
8125,26.6913316
8130,26.7200215
8135,26.7517747
8140,26.7867655
8145,26.8251997
8150,26.8673208
8155,26.9134179
8160,26.9638352
8165,27.0171928
8170,27.0727541
8175,27.133616
8180,27.2003977
8185,27.2738651
8190,27.3549792
8195,27.444966
8200,27.5454216
8205,27.6584746
8210,27.7870503
8215,27.9353221
8220,28.1095362
8225,28.3196566
8230,28.5830564
8235,28.9343584
8240,29.4602076
8245,29.9435642
8250,29.947731
8255,29.9289088
8260,29.8805525
8265,29.8353623
8270,29.7930629
8275,29.7534168
8280,29.716218
8285,29.6812868
8290,29.6484653
8295,29.6176143
8300,29.5886105
8305,29.5613442
8310,29.5357174
8315,29.5116424
8320,29.4890403
8325,29.4678402
8330,29.4479777
8335,29.4293951
8340,29.4120395
8345,29.3958634
8350,29.3808232
8355,29.3668796
8360,29.354966
8365,29.3750532
8370,29.396133
8375,29.4182374
8380,29.4414012
8385,29.4656628
8390,29.4910641
8395,29.5176513
8400,29.5454752
8405,29.5745919
8410,29.6050632
8415,29.6369574
8420,29.6703502
8425,29.705326
8430,29.7419787
8435,29.7804132
8440,29.8207476
8445,29.8631146
8450,29.9076646
8455,29.9096257
8460,29.9007486
8465,29.892739
8470,29.8855869
8475,29.8792834
8480,29.873821
8485,29.8691934
8490,29.8653955
8495,29.8624231
8500,29.8602734
8505,29.8589442
8510,29.8584349
8515,29.8587453
8520,29.8598767
8525,29.8618312
8530,29.8646118
8535,29.8682226
8540,29.8726688
8545,29.8779566
8550,29.8840932
8555,29.8910869
8560,29.8989473
8565,29.8973601
8570,29.8613612
8575,29.8275946
8580,29.79591
8585,29.7661742
8590,29.7382693
8595,29.71209
8600,29.6875422
8605,29.6645413
8610,29.6430111
8615,29.6228831
8620,29.6040949
8625,29.5987356
8630,29.6182893
8635,29.6389126
8640,29.6606381
8645,29.3683154
8650,28.9778195
8655,28.6953331
8660,28.4750887
8665,28.2955139
8670,28.1447082
8675,28.0154074
8680,27.9028517
8685,27.8037533
8690,27.7157471
8695,27.6370759
8700,27.5663996
8705,27.5026739
8710,27.4450701
8715,27.3929207
8720,27.3456813
8725,27.3029028
8730,27.2642115
8735,27.2292943
8740,27.1978871
8745,27.1663908
8750,27.1379833
8755,27.1126738
8760,27.0902959
8765,27.0707083
8770,27.0537906
8775,27.0394411
8780,27.0275742
8785,27.0181191
8790,27.011018
8795,27.0062254
8800,27.0037069
8805,27.0034388
8810,27.0054076
8815,27.0096099
8820,27.0160522
8825,27.0247512
8830,27.0330689
8835,27.0435902
8840,27.0564243
8845,27.0716152
8850,27.0892195
8855,27.1093064
8860,27.1319602
8865,27.1572814
8870,27.185389
8875,27.2164232
8880,27.2505491
8885,27.2879608
8890,27.3288867
8895,27.3735968
8900,27.4224117
8905,27.4757141
8910,27.5339647
8915,27.5977229
8920,27.6676758
8925,27.7446782
8930,27.8334288
8935,27.9341651
8940,28.0474983
8945,28.176389
8950,28.3250659
8955,28.4998698
8960,28.7109404
8965,28.976022
8970,29.3306821
8975,29.8648981
8980,29.9990309
8985,30.028614
8990,30.0596611
8995,30.0922463
9000,30.126452
9005,30.16237
9010,30.200103
9015,30.2397664
9020,30.2814899
9025,30.3254206
9030,30.3717255
9035,30.3932913
9040,30.3876274
9045,30.3827925
9050,30.3787674
9055,30.3755349
9060,30.3730792
9065,30.371386
9070,30.3704425
9075,30.3702373
9080,30.3707601
9085,30.3720023
9090,30.373956
9095,30.3766151
9100,30.3799741
9105,30.3840291
9110,30.3887771
9115,30.3942164
9120,30.4003463
9125,30.4071674
9130,30.4146814
9135,30.4228912
9140,30.4280739
9145,30.3877495
9150,30.3498539
9155,30.3142107
9160,30.2806656
9165,30.2490823
9170,30.2193405
9175,30.191333
9180,30.1649644
9185,30.1401494
9190,30.1168114
9195,30.0948815
9200,30.0742978
9205,30.0550041
9210,30.03695
9215,30.0200895
9220,30.0043812
9225,29.9897874
9230,29.976274
9235,29.9638101
9240,29.9806196
9245,30.001974
9250,30.0244156
9255,30.0479854
9260,30.0727282
9265,30.0986932
9270,30.1259344
9275,30.1545111
9280,30.1844887
9285,30.2159395
9290,30.2489435
9295,30.2835897
9300,30.3199771
9305,30.3582165
9310,30.3984324
9315,30.4108409
9320,30.4055806
9325,30.4012293
9330,30.3977737
9335,30.395202
9340,30.3935036
9345,30.3926692
9350,30.3926906
9355,30.393561
9360,30.3952744
9365,30.3978262
9370,30.4012126
9375,30.4054312
9380,30.4104805
9385,30.41636
9390,30.4230703
9395,30.4306133
9400,30.4389918
9405,30.4482097
9410,30.4582723
9415,30.4691859
9420,30.4809582
9425,30.4935982
9430,30.5071163
9435,30.491188
9440,30.3227009
9445,29.8429064
9450,29.5212005
9455,29.2816301
9460,29.0927164
9465,28.9383501
9470,28.8091792
9475,28.6992941
9480,28.6047261
9485,28.522685
9490,28.4511382
9495,28.3905811
9500,28.3412068
9505,28.2982559
9510,28.2611181
9515,28.2293045
9520,28.2024215
9525,28.1801525
9530,28.1622443
9535,28.148497
9540,28.1387564
9545,28.1329087
9550,28.1308767
9555,28.1326172
9560,28.1381198
9565,28.1474063
9570,28.1605317
9575,28.1775857
9580,28.1986959
9585,28.2240321
9590,28.2538124
9595,28.2883114
9600,28.327872
9605,28.371256
9610,28.415921
9615,28.4666644
9620,28.5241474
9625,28.5892061
9630,28.66291
9635,28.7466497
9640,28.8422694
9645,28.9522798
9650,29.0802109
9655,29.2312392
9660,29.4133873
9665,29.6400665
9670,29.9363068
9675,30.3578178
9680,30.7633632
9685,30.7672126
9690,30.7720338
9695,30.7778303
9700,30.7846073
9705,30.7923714
9710,30.8011311
9715,30.800695
9720,30.7641151
9725,30.7298426
9730,30.6977169
9735,30.6675961
9740,30.6393545
9745,30.6128804
9750,30.588074
9755,30.5648458
9760,30.5431154
9765,30.5228103
9770,30.5038651
9775,30.4862205
9780,30.4698226
9785,30.4546225
9790,30.4405759
9795,30.4276421
9800,30.4157842
9805,30.4049686
9810,30.3951645
9815,30.3878314
9820,30.4069653
9825,30.427027
9830,30.448041
9835,30.4700348
9840,30.4930381
9845,30.5170838
9850,30.5422079
9855,30.5684502
9860,30.5958541
9865,30.6244676
9870,30.6543435
9875,30.6855403
9880,30.7181224
9885,30.7521614
9890,30.7877367
9895,30.8151573
9900,30.805238
9905,30.7961136
9910,30.7877704
9915,30.7801965
9920,30.7733812
9925,30.7673152
9930,30.7619903
9935,30.7573998
9940,30.7535378
9945,30.7503996
9950,30.7479816
9955,30.7462813
9960,30.7452968
9965,30.7450276
9970,30.745474
9975,30.746637
9980,30.7485189
9985,30.7511228
9990,30.7544524
9995,30.7585129
10000,30.76331
10005,30.7688507
10010,30.7751426
10015,30.7821946
10020,30.7900168
10025,30.7986199
10030,30.8080163
10035,30.7905233
10040,30.7648313
10045,30.7407389
10050,30.7181659
10055,30.6970403
10060,30.6772971
10065,30.6588773
10070,30.6417276
10075,30.6257998
10080,30.6110498
10085,30.6122607
10090,30.6302852
10095,30.6493233
10100,30.6694032
10105,30.6905562
10110,30.7128165
10115,30.7362217
10120,30.7608133
10125,30.7866368
10130,30.8137423
10135,30.8421852
10140,30.8720268
10145,30.9033347
10150,30.9361842
10155,30.9706588
10160,31.006852
10165,31.0448682
10170,31.0848248
10175,30.4908823
10180,30.1066304
10185,29.8190704
10190,29.5980891
10195,29.4200156
10200,29.2720218
10205,29.1463718
10210,29.0380418
10215,28.9435859
10220,28.8605399
10225,28.787082
10230,28.7218295
10235,28.6637092
10240,28.6118737
10245,28.5656433
10250,28.5244663
10255,28.4878903
10260,28.4555412
10265,28.4271079
10270,28.4023304
10275,28.3809913
10280,28.3629081
10285,28.347929
10290,28.3359276
10295,28.3259687
10300,28.3162729
10305,28.3093603
10310,28.3051591
10315,28.3036145
10320,28.304687
10325,28.3083517
10330,28.3145978
10335,28.3234285
10340,28.3348605
10345,28.3489251
10350,28.3656682
10355,28.3851517
10360,28.4074545
10365,28.4326745
10370,28.4636985
10375,28.4983033
10380,28.5364598
10385,28.5784126
10390,28.6244537
10395,28.6749323
10400,28.7302688
10405,28.7909735
10410,28.8576713
10415,28.9311363
10420,29.0123416
10425,29.1025301
10430,29.203323
10435,29.3168863
10440,29.4462033
10445,29.5955415
10450,29.7713094
10455,29.983777
10460,30.2509671
10465,30.6091647
10470,31.1410777
10475,31.3291467
10480,31.3195856
10485,31.3110623
10490,31.3035474
10495,31.2970137
10500,31.2914366
10505,31.2867935
10510,31.2830635
10515,31.2802279
10520,31.2782695
10525,31.2771728
10530,31.2769236
10535,31.2775093
10540,31.2789188
10545,31.2811421
10550,31.2841706
10555,31.2879968
10560,31.2926144
10565,31.2980186
10570,31.3042053
10575,31.3111719
10580,31.3189167
10585,31.3274394
10590,31.3367408
10595,31.3468227
10600,31.3423137
10605,31.3129662
10610,31.2853692
10615,31.2594237
10620,31.2350411
10625,31.2121419
10630,31.1906546
10635,31.1705148
10640,31.1516643
10645,31.1340502
10650,31.117625
10655,31.1023451
10660,31.0881714
10665,31.075068
10670,31.0630025
10675,31.0519455
10680,31.0418701
10685,31.0582358
10690,31.0769175
10695,31.0965607
10700,31.1171948
10705,31.1388517
10710,31.1615665
10715,31.1853777
10720,31.2103273
10725,31.2364615
10730,31.2638307
10735,31.2924909
10740,31.3225033
10745,31.3539358
10750,31.3868633
10755,31.3977465
10760,31.3895556
10765,31.3823251
10770,31.3760381
10775,31.3706794
10780,31.3662353
10785,31.3626937
10790,31.3600437
10795,31.3582761
10800,31.3573825
10805,31.3573562
10810,31.3581913
10815,31.3598832
10820,31.3624287
10825,31.3658252
10830,31.3700717
10835,31.3751679
10840,31.381115
10845,31.387915
10850,31.3955711
10855,31.4040878
10860,31.4134707
10865,31.2033028
10870,30.7319385
10875,30.4075218
10880,30.1609635
10885,29.9628774
10890,29.7979992
10895,29.6570198
10900,29.5282501
10905,29.4155179
10910,29.3157093
10915,29.2265702
10920,29.1464166
10925,29.0739579
10930,29.0082855
10935,28.9515172
10940,28.8996535
10945,28.8522189
10950,28.8088164
10955,28.7691123
10960,28.7328236
10965,28.6997089
10970,28.669561
10975,28.6422017
10980,28.6174766
10985,28.5952523
10990,28.5754128
10995,28.5578576
11000,28.5424996
11005,28.5292635
11010,28.5180848
11015,28.5089083
11020,28.5016875
11025,28.4963839
11030,28.4929663
11035,28.4914105
11040,28.491699
11045,28.4935212
11050,28.4950419
11055,28.498391
11060,28.5035657
11065,28.510569
11070,28.5194101
11075,28.5301047
11080,28.5426748
11085,28.5571493
11090,28.5735644
11095,28.5919638
11100,28.6124001
11105,28.6349345
11110,28.6596389
11115,28.6865964
11120,28.715903
11125,28.7476696
11130,28.7820238
11135,28.8191129
11140,28.8591071
11145,28.9022039
11150,28.9486332
11155,28.9986638
11160,29.0526124
11165,29.1091022
11170,29.1684272
11175,29.2325961
11180,29.3021691
11185,29.3778316
11190,29.4604338
11195,29.5510471
11200,29.6510471
11205,29.7622392
11210,29.8870579
11215,30.0288963
11220,30.1926847
11225,30.3859847
11230,30.6212737
11235,30.9214138
11240,31.3357849
11245,31.5119851
11250,31.5019473
11255,31.5161846
11260,31.5327711
11265,31.5502812
11270,31.5687355
11275,31.5881569
11280,31.6085707
11285,31.6300043
11290,31.6524884
11295,31.6760562
11300,31.7007446
11305,31.7265938
11310,31.7536484
11315,31.7819572
11320,31.8115742
11325,31.842559
11330,31.8749775
11335,31.9089029
11340,31.9107643
11345,31.9023136
11350,31.8946676
11355,31.8878097
11360,31.8817256
11365,31.8764022
11370,31.8718279
11375,31.8679926
11380,31.8648876
11385,31.8625054
11390,31.8608397
11395,31.8598856
11400,31.8596391
11405,31.8600973
11410,31.8612587
11415,31.8631227
11420,31.8656897
11425,31.8689611
11430,31.8729397
11435,31.877629
11440,31.8830337
11445,31.8891596
11450,31.8960136
11455,31.9036037
11460,31.9119391
11465,31.9210301
11470,31.9308883
11475,31.9415268
11480,31.9529598
11485,31.928767
11490,31.9053148
11495,31.8833523
11500,31.8628121
11505,31.8436334
11510,31.8257611
11515,31.8091454
11520,31.793741
11525,31.7795069
11530,31.7664058
11535,31.7544039
11540,31.7465759
11545,31.7638895
11550,31.7821955
11555,31.801521
11560,31.8218955
11565,31.8433514
11570,31.865924
11575,31.8896523
11580,31.9145788
11585,31.9407503
11590,31.9682184
11595,31.9970397
11600,32.0272769
11605,32.0589991
11610,32.092283
11615,32.1272142
11620,32.157697
11625,32.1515812
11630,32.146368
11635,31.9093093
11640,31.4570611
11645,31.1443429
11650,30.9067149
11655,30.7162651
11660,30.5583462
11665,30.4243111
11670,30.3086282
11675,30.2075454
11680,30.1184025
11685,30.0392457
11690,29.9685996
11695,29.9053239
11700,29.8485207
11705,29.7974713
11710,29.7515932
11715,29.7104089
11720,29.6735233
11725,29.6406074
11730,29.6113856
11735,29.5856263
11740,29.5631344
11745,29.5437458
11750,29.5273227
11755,29.5124441
11760,29.4982263
11765,29.4867777
11770,29.4780142
11775,29.4718686
11780,29.4682887
11785,29.4672367
11790,29.4686882
11795,29.4726316
11800,29.4790684
11805,29.4880126
11810,29.4994912
11815,29.513942
11820,29.5330822
11825,29.5550001
11830,29.5798034
11835,29.6076217
11840,29.6386092
11845,29.6729495
11850,29.71086
11855,29.7525995
11860,29.7984761
11865,29.848859
11870,29.9041934
11875,29.9650205
11880,30.0320052
11885,30.1059745
11890,30.1879721
11895,30.2793395
11900,30.3818374
11905,30.4978386
11910,30.62738
11915,30.771639
11920,30.9413355
11925,31.1461063
11930,31.4026409
11935,31.7438442
11940,32.2504412
11945,32.3663882
11950,32.36309
11955,32.360744
11960,32.3593356
11965,32.3588517
11970,32.3592808
11975,32.3606129
11980,32.3628394
11985,32.3659532
11990,32.3699483
11995,32.3748205
12000,32.3805664
12005,32.3871843
12010,32.3946735
12015,32.4030349
12020,32.4122703
12025,32.4223833
12030,32.4333786
12035,32.4452623
12040,32.4580421
12045,32.4717271
12050,32.4863281
12055,32.4942218
12060,32.4710674
12065,32.4493709
12070,32.4290613
12075,32.4100744
12080,32.3923521
12085,32.3758419
12090,32.3604959
12095,32.3462709
12100,32.3331274
12105,32.3210296
12110,32.3099448
12115,32.2998435
12120,32.2906988
12125,32.2824861
12130,32.2751833
12135,32.2687704
12140,32.2632294
12145,32.274281
12150,32.2926712
12155,32.3119489
12160,32.3321393
12165,32.3532698
12170,32.3753705
12175,32.3984742
12180,32.4226169
12185,32.4478378
12190,32.4741801
12195,32.501691
12200,32.493231
12205,32.4830797
12210,32.4738419
12215,32.465501
12220,32.4580419
12225,32.4514511
12230,32.4457166
12235,32.4408277
12240,32.4367753
12245,32.4335511
12250,32.4311484
12255,32.4295615
12260,32.4287857
12265,32.4288176
12270,32.4296547
12275,32.4312956
12280,32.4337398
12285,32.4369879
12290,32.4410417
12295,32.4459037
12300,32.4515776
12305,32.4580681
12310,32.465381
12315,32.4735232
12320,32.4825026
12325,32.4923284
12330,32.5030111
12335,32.5145623
12340,32.5269951
12345,32.540324
12350,32.554565
12355,32.5697356
12360,32.5858553
12365,32.5934235
12370,32.5767195
12375,32.5612325
12380,32.5469167
12385,32.5337306
12390,32.5224289
12395,32.5358587
12400,32.5501737
12405,32.5653889
12410,32.3272064
12415,31.9646154
12420,31.7006437
12425,31.4948428
12430,31.327603
12435,31.1879199
12440,31.0689994
12445,30.9663537
12450,30.8768656
12455,30.7982839
12460,30.7289319
12465,30.6675294
12470,30.6130787
12475,30.5647895
12480,30.5220269
12485,30.4842751
12490,30.4469946
12495,30.413761
12500,30.3847152
12505,30.3595685
12510,30.3380808
12515,30.3200521
12520,30.3053169
12525,30.2937387
12530,30.2852066
12535,30.2796323
12540,30.2769479
12545,30.2771045
12550,30.2800705
12555,30.2858314
12560,30.2943892
12565,30.3057625
12570,30.319987
12575,30.337116
12580,30.357222
12585,30.3803983
12590,30.406761
12595,30.4364528
12600,30.4696461
12605,30.5065485
12610,30.5474094
12615,30.5925283
12620,30.642266
12625,30.6970595
12630,30.7555602
12635,30.8168512
12640,30.8845294
12645,30.9594399
12650,31.0426535
12655,31.1355517
12660,31.2399549
12665,31.358327
12670,31.4941141
12675,31.6523415
12680,31.8407488
12685,32.0721721
12690,32.3703011
12695,32.7552324
12700,32.7642662
12705,32.7778762
12710,32.7923792
12715,32.8077892
12720,32.8241218
12725,32.8413945
12730,32.8596264
12735,32.878839
12740,32.8990557
12745,32.9203024
12750,32.9426076
12755,32.9660025
12760,32.9905215
12765,33.0162025
12770,33.0430871
12775,33.0712209
12780,33.0610871
12785,33.0514851
12790,33.0427944
12795,33.0349892
12800,33.0280458
12805,33.0219424
12810,33.0166592
12815,33.0121782
12820,33.008483
12825,33.0055587
12830,33.003392
12835,33.0019708
12840,33.0012844
12845,33.0013235
12850,33.0020798
12855,33.0035464
12860,33.0057173
12865,33.0085877
12870,33.0121539
12875,33.0164134
12880,33.0213645
12885,33.0270068
12890,33.0333406
12895,33.0403677
12900,33.0480906
12905,33.0565131
12910,33.06564
12915,33.0754771
12920,33.0860316
12925,33.0973118
12930,33.1093271
12935,33.1220884
12940,33.1356079
12945,33.138896
12950,33.1216135
12955,33.1055534
12960,33.0906718
12965,33.0769284
12970,33.064287
12975,33.0527146
12980,33.0421811
12985,33.0326595
12990,33.0241251
12995,33.0277788
13000,33.0434658
13005,33.060065
13010,33.0775981
13015,33.0960886
13020,33.1155624
13025,33.1360479
13030,33.1575761
13035,33.1801809
13040,33.2038996
13045,33.2287728
13050,33.2548454
13055,33.2821663
13060,33.2944573
13065,33.2866784
13070,33.2798718
13075,33.2740152
13080,33.2690878
13085,33.265071
13090,33.2619478
13095,33.2597027
13100,33.2583221
13105,32.8969591
13110,32.499586
13115,32.2127194
13120,31.9891078
13125,31.8066433
13130,31.6531839
13135,31.5213392
13140,31.4062759
13145,31.3046594
13150,31.2140928
13155,31.1327954
13160,31.0594091
13165,30.9928744
13170,30.9323498
13175,30.8771559
13180,30.8267371
13185,30.7806334
13190,30.7384604
13195,30.6998939
13200,30.6646583
13205,30.6325181
13210,30.6032706
13215,30.5767411
13220,30.5527778
13225,30.5291706
13230,30.5074977
13235,30.4881478
13240,30.4710179
13245,30.4564521
13250,30.4449344
13255,30.4353644
13260,30.4276904
13265,30.4218683
13270,30.4178611
13275,30.4156381
13280,30.415175
13285,30.4164532
13290,30.4194596
13295,30.4241866
13300,30.4306316
13305,30.4387977
13310,30.4486928
13315,30.4603304
13320,30.4737294
13325,30.4889147
13330,30.5059171
13335,30.5247737
13340,30.545529
13345,30.5682347
13350,30.5915955
13355,30.6158114
13360,30.6420806
13365,30.6704771
13370,30.7010858
13375,30.7340041
13380,30.7693436
13385,30.8072321
13390,30.8478163
13395,30.8912653
13400,30.9377741
13405,30.9875693
13410,31.040915
13415,31.0981209
13420,31.1595536
13425,31.2256497
13430,31.2969347
13435,31.3740486
13440,31.4577801
13445,31.5491166
13450,31.6493161
13455,31.7600151
13460,31.8833972
13465,32.0224661
13470,32.1815161
13475,32.3669944
13480,32.5892356
13485,32.8663895
13490,33.2350555
13495,33.7008307
13500,33.7138472
13505,33.7278469
13510,33.7185278
13515,33.7003844
13520,33.6835197
13525,33.6678816
13530,33.6534227
13535,33.6401001
13540,33.6278744
13545,33.6167099
13550,33.6065741
13555,33.5974373
13560,33.5892725
13565,33.5820552
13570,33.5757628
13575,33.5703753
13580,33.5838167
13585,33.5992273
13590,33.6154795
13595,33.6325899
13600,33.6505766
13605,33.6694599
13610,33.6892617
13615,33.7100066
13620,33.7317211
13625,33.7544347
13630,33.7781794
13635,33.8029905
13640,33.813075
13645,33.801754
13650,33.7913697
13655,33.7819014
13660,33.7733302
13665,33.7656394
13670,33.7588138
13675,33.7528399
13680,33.7477059
13685,33.7434012
13690,33.7399166
13695,33.7372445
13700,33.7353782
13705,33.7343123
13710,33.7340427
13715,33.7345663
13720,33.735881
13725,33.7379859
13730,33.7408813
13735,33.7445683
13740,33.749049
13745,33.754327
13750,33.7604064
13755,33.7672929
13760,33.7749928
13765,33.783514
13770,33.7928654
13775,33.8030569
13780,33.8140999
13785,33.8260073
13790,33.838793
13795,33.8524726
13800,33.8670634
13805,33.8825843
13810,33.8990558
13815,33.9165007
13820,33.9233867
13825,33.9104284
13830,33.8986075
13835,33.5767716
13840,33.2261659
13845,32.9682074
13850,32.7620697
13855,32.5910212
13860,32.4453993
13865,32.3191159
13870,32.2080871
13875,32.1094397
13880,32.0210767
13885,31.9414204
13890,31.8692552
13895,31.8036243
13900,31.7437625
13905,31.689048
13910,31.6389694
13915,31.5931018
13920,31.5510885
13925,31.5126277
13930,31.4752525
13935,31.4400658
13940,31.4079636
13945,31.378752
13950,31.3522638
13955,31.3283541
13960,31.3068969
13965,31.2877828
13970,31.2709168
13975,31.2562163
13980,31.2436099
13985,31.2330363
13990,31.2244432
13995,31.2177863
14000,31.2130292
14005,31.2101423
14010,31.2091028
14015,31.2098943
14020,31.2125064
14025,31.2169348
14030,31.2231812
14035,31.2312534
14040,31.2411651
14045,31.2529365
14050,31.2665942
14055,31.282172
14060,31.2997111
14065,31.3192607
14070,31.3408791
14075,31.3646341
14080,31.3904695
14085,31.4162523
14090,31.4443349
14095,31.4748186
14100,31.5078206
14105,31.5434757
14110,31.58194
14115,31.6233942
14120,31.6680483
14125,31.7161474
14130,31.7679791
14135,31.8238833
14140,31.885909
14145,31.9537506
14150,32.0274616
14155,32.1078442
14160,32.1959047
14165,32.2929287
14170,32.4005931
14175,32.5211426
14180,32.6576766
14185,32.8146454
14190,32.9987698
14195,33.2209041
14200,33.5003201
14205,33.8765534
14210,34.4078418
14215,34.4229198
14220,34.4123852
14225,34.4028856
14230,34.394389
14235,34.3868663
14240,34.3802906
14245,34.3746374
14250,34.3698844
14255,34.3660112
14260,34.3629991
14265,34.3608315
14270,34.3594929
14275,34.3589698
14280,34.3592498
14285,34.3603222
14290,34.3621773
14295,34.3648068
14300,34.3682037
14305,34.3723623
14310,34.3772777
14315,34.3829465
14320,34.3893664
14325,34.3965362
14330,34.4044557
14335,34.413126
14340,34.4225494
14345,34.4327293
14350,34.4436703
14355,34.4553783
14360,34.4678606
14365,34.4811254
14370,34.4951829
14375,34.5100443
14380,34.5257226
14385,34.5422323
14390,34.5595896
14395,34.5683101
14400,34.5537904
14405,34.5403741
14410,34.528026
14415,34.5167142
14420,34.5064099
14425,34.4970867
14430,34.4887212
14435,34.4812917
14440,34.4747792
14445,34.4691664
14450,34.4644378
14455,34.4605797
14460,34.4698705
14465,34.4861397
14470,34.5032871
14475,34.5213346
14480,34.5403065
14485,34.5602291
14490,34.5811311
14495,34.6030437
14500,34.6162795
14505,34.6054961
14510,34.5957429
14515,34.5869948
14520,34.5792286
14525,34.5724237
14530,34.5665609
14535,34.5616231
14540,34.5575948
14545,34.5544622
14550,34.5522127
14555,34.5508354
14560,34.5503206
14565,34.5506599
14570,34.5518461
14575,34.5538733
14580,34.5567366
14585,34.5604325
14590,34.5649584
14595,34.5703127
14600,34.5764954
14605,34.583507
14610,34.5913495
14615,34.6000259
14620,34.6095404
14625,34.6198984
14630,34.3679642
14635,34.0449818
14640,33.80243
14645,33.6096479
14650,33.4508521
14655,33.3168414
14660,33.2017823
14665,33.1017445
14670,33.013956
14675,32.9363901
14680,32.8675218
14685,32.8061761
14690,32.7485765
14695,32.6949542
14700,32.64721
14705,32.6068575
14710,32.5709783
14715,32.5392197
14720,32.5112875
14725,32.4869348
14730,32.4659549
14735,32.448174
14740,32.4334468
14745,32.4216526
14750,32.4126922
14755,32.4064854
14760,32.4029695
14765,32.4020977
14770,32.403838
14775,32.4081729
14780,32.4150987
14785,32.4246254
14790,32.435933
14795,32.4471628
14800,32.4610453
14805,32.4776254
14810,32.4969643
14815,32.5191406
14820,32.5442518
14825,32.5724169
14830,32.6037794
14835,32.6385111
14840,32.6768165
14845,32.7189399
14850,32.7651728
14855,32.8158643
14860,32.8714357
14865,32.9323983
14870,32.9993788
14875,33.0731547
14880,33.1547036
14885,33.2452758
14890,33.3465028
14895,33.460567
14900,33.5904773
14905,33.7405432
14910,33.9172469
14915,34.130998
14920,34.4001188
14925,34.7616699
14930,35.0428369
14935,35.054743
14940,35.0675963
14945,35.0814111
14950,35.096203
14955,35.1119897
14960,35.1287911
14965,35.1466289
14970,35.1516764
14975,35.1391925
14980,35.1278375
14985,35.1175742
14990,35.1083689
14995,35.1001906
15000,35.0930111
15005,35.0868049
15010,35.0815484
15015,35.0772205
15020,35.0738018
15025,35.0712748
15030,35.0696238
15035,35.0830973
15040,35.0980906
15045,35.1139005
15050,35.1305393
15055,35.1480206
15060,35.1663597
15065,35.1855736
15070,35.2056811
15075,35.2267028
15080,35.2446206
15085,35.2325479
15090,35.2214211
15095,35.2112128
15100,35.2018982
15105,35.1934545
15110,35.1858611
15115,35.1790995
15120,35.1731528
15125,35.1680057
15130,35.1636447
15135,35.1600576
15140,35.1572336
15145,35.1551634
15150,35.1538386
15155,35.1532525
15160,35.1533991
15165,35.1542737
15170,35.1558728
15175,35.1581937
15180,35.161235
15185,35.1649962
15190,35.1694778
15195,35.1746813
15200,35.1806092
15205,35.1872651
15210,35.1946536
15215,35.2027802
15220,35.2116516
15225,35.2212756
15230,35.2316611
15235,35.2428182
15240,35.2547581
15245,35.2674934
15250,35.281038
15255,35.2954072
15260,35.310618
15265,35.3266887
15270,35.3436395
15275,35.3614925
15280,35.3802716
15285,35.400003
15290,35.3943383
15295,35.3874057
15300,35.3939719
15305,35.4064539
15310,35.4198014
15315,35.434027
15320,35.4491448
15325,35.4651706
15330,35.4821219
15335,35.5000181
15340,35.5188807
15345,35.5387333
15350,35.3438994
15355,34.9217753
15360,34.6232161
15365,34.3933529
15370,34.2001278
15375,34.0377627
15380,33.8997589
15385,33.7803683
15390,33.6757081
15395,33.5830327
15400,33.5003293
15405,33.4260793
15410,33.3591089
15415,33.2984932
15420,33.2434902
15425,33.1934969
15430,33.1480168
15435,33.1066365
15440,33.0690091
15445,33.0348411
15450,33.0038822
15455,32.9759181
15460,32.9507642
15465,32.9282611
15470,32.9082706
15475,32.8906729
15480,32.8753636
15485,32.8622526
15490,32.8512613
15495,32.8423224
15500,32.8353777
15505,32.830378
15510,32.827282
15515,32.8260557
15520,32.8266717
15525,32.8291095
15530,32.8333544
15535,32.8393978
15540,32.8472367
15545,32.8568743
15550,32.867613
15555,32.8785901
15560,32.8913764
15565,32.9060272
15570,32.9235994
15575,32.9430786
15580,32.9645063
15585,32.9879321
15590,33.0134136
15595,33.0410182
15600,33.0708234
15605,33.1029188
15610,33.1374069
15615,33.1744059
15620,33.2140513
15625,33.256499
15630,33.3019293
15635,33.3505508
15640,33.4026064
15645,33.4583803
15650,33.5182075
15655,33.5797161
15660,33.6444635
15665,33.7141561
15670,33.7893693
15675,33.8708077
15680,33.9593459
15685,34.0560878
15690,34.1624527
15695,34.2803084
15700,34.4121806
15705,34.5616035
15710,34.7337384
15715,34.9365564
15720,35.1833388
15725,35.4987793
15730,35.8542092
