t,mApp
15735,35.8543887
15740,35.8554396
15745,35.8573508
15750,35.8601131
15755,35.8637183
15760,35.8681594
15765,35.873431
15770,35.8795286
15775,35.8864492
15780,35.8941906
15785,35.9027521
15790,35.9121341
15795,35.9223383
15800,35.9333673
15805,35.9452254
15810,35.9579178
15815,35.9714513
15820,35.9858338
15825,36.0010747
15830,36.0171852
15835,36.0341777
15840,36.0520664
15845,36.0708673
15850,36.0905983
15855,36.0914778
15860,36.0827691
15865,36.0750226
15870,36.0682148
15875,36.0623241
15880,36.0573314
15885,36.0532191
15890,36.0499717
15895,36.0475752
15900,36.0552162
15905,36.0689825
15910,36.083552
15915,36.0989385
15920,36.1151571
15925,36.1322249
15930,36.1501604
15935,36.168984
15940,36.1884817
15945,36.1755024
15950,36.1636229
15955,36.1528117
15960,36.1430405
15965,36.1342831
15970,36.1265161
15975,36.119718
15980,36.1138695
15985,36.1089529
15990,36.1049527
15995,36.1018546
16000,36.099646
16005,36.098316
16010,36.0978547
16015,36.0982538
16020,36.0995061
16025,36.1016059
16030,36.1045483
16035,36.1083299
16040,36.1129484
16045,36.1184024
16050,35.9398653
16055,35.6017198
16060,35.3452787
16065,35.1391732
16070,34.9673242
16075,34.8203806
16080,34.6924212
16085,34.5794581
16090,34.4786777
16095,34.3880201
16100,34.3059323
16105,34.2312147
16110,34.1629213
16115,34.1002933
16120,34.0427131
16125,33.9896712
16130,33.940743
16135,33.8966382
16140,33.8563622
16145,33.8191644
16150,33.7846134
16155,33.7502871
16160,33.7186743
16165,33.6896136
16170,33.6629636
16175,33.6386004
16180,33.6164147
16185,33.5963104
16190,33.5782024
16195,33.5620157
16200,33.547684
16205,33.5351487
16210,33.5243587
16215,33.5152687
16220,33.5078397
16225,33.5020377
16230,33.4978339
16235,33.493508
16240,33.4904096
16245,33.4888737
16250,33.4888815
16255,33.4904182
16260,33.4934731
16265,33.4980392
16270,33.5041134
16275,33.5116962
16280,33.5207919
16285,33.5314088
16290,33.5435588
16295,33.5572579
16300,33.5725264
16305,33.5893887
16310,33.6078744
16315,33.6280177
16320,33.6498583
16325,33.673442
16330,33.6988209
16335,33.7260544
16340,33.75521
16345,33.7863641
16350,33.8196033
16355,33.8550258
16360,33.892743
16365,33.9328819
16370,33.9755872
16375,34.0210244
16380,34.0693841
16385,34.1208861
16390,34.175786
16395,34.2343822
16400,34.2970266
16405,34.3641367
16410,34.4362133
16415,34.5138634
16420,34.5948852
16425,34.6815854
16430,34.7759103
16435,34.8791382
16440,34.9929341
16445,35.1195225
16450,35.2619697
16455,35.4246697
16460,35.6144364
16465,35.8472616
16470,36.1398248
16475,36.5347327
16480,36.7766602
16485,36.7901193
16490,36.8044207
16495,36.8195751
16500,36.8355949
16505,36.8524941
16510,36.8702881
16515,36.8889942
16520,36.9034037
16525,36.891164
16530,36.8799427
16535,36.8697064
16540,36.8604246
16545,36.8520696
16550,36.844616
16555,36.8380406
16560,36.8323227
16565,36.827443
16570,36.8233844
16575,36.8201315
16580,36.8176701
16585,36.815988
16590,36.8150742
16595,36.814919
16600,36.8155141
16605,36.8168523
16610,36.818928
16615,36.8217363
16620,36.8252736
16625,36.8295376
16630,36.8345268
16635,36.8402411
16640,36.8466812
16645,36.853849
16650,36.8617476
16655,36.8703811
16660,36.8797546
16665,36.8898746
16670,36.9007487
16675,36.9123855
16680,36.9247951
16685,36.9379888
16690,36.9519794
16695,36.9667811
16700,36.9824094
16705,36.9988819
16710,37.0162174
16715,37.034437
16720,37.0535634
16725,37.0736219
16730,37.0946398
16735,37.111062
16740,37.1049888
16745,37.0998724
16750,37.0956951
16755,37.0924412
16760,37.0996906
16765,37.1126507
16770,37.1264684
16775,37.1411573
16780,37.1567329
16785,37.1732119
16790,37.1906131
16795,37.2089569
16800,37.2282658
16805,37.2485644
16810,37.238011
16815,37.2276289
16820,37.218319
16825,37.2100498
16830,37.1640628
16835,36.7567066
16840,36.4653197
16845,36.2395454
16850,36.0561788
16855,35.9025918
16860,35.7711461
16865,35.6568687
16870,35.5563408
16875,35.4671119
16880,35.3873662
16885,35.3157216
16890,35.2511023
16895,35.1926553
16900,35.1396936
16905,35.0916565
16910,35.048081
16915,35.0085813
16920,34.9728329
16925,34.9405613
16930,34.911533
16935,34.8855483
16940,34.8624358
16945,34.8420483
16950,34.8242595
16955,34.8089605
16960,34.7960583
16965,34.7854736
16970,34.7771395
16975,34.7710001
16980,34.7670098
16985,34.7651323
16990,34.7653403
16995,34.7676148
17000,34.7719451
17005,34.7783283
17010,34.7858806
17015,34.7944628
17020,34.8054019
17025,34.8184412
17030,34.8336109
17035,34.8509504
17040,34.8705089
17045,34.8923463
17050,34.9165343
17055,34.9431578
17060,34.9723161
17065,35.0041256
17070,35.0387218
17075,35.0762627
17080,35.1169325
17085,35.1609467
17090,35.2085583
17095,35.2571523
17100,35.3088275
17105,35.3647834
17110,35.4254445
17115,35.4913238
17120,35.5630467
17125,35.641386
17130,35.7273097
17135,35.8220521
17140,35.9272188
17145,36.0449512
17150,36.1781918
17155,36.3311401
17160,36.5100852
17165,36.725069
17170,36.9936272
17175,37.350793
17180,37.5496574
17185,37.5516869
17190,37.5545966
17195,37.558379
17200,37.5630282
17205,37.5685394
17210,37.5749091
17215,37.5821353
17220,37.590217
17225,37.5991544
17230,37.6089493
17235,37.6196044
17240,37.6311238
17245,37.6435132
17250,37.6567793
17255,37.6709304
17260,37.6859763
17265,37.7019282
17270,37.7187992
17275,37.7366037
17280,37.7553584
17285,37.7750817
17290,37.7957941
17295,37.8175185
17300,37.8402801
17305,37.864107
17310,37.8771282
17315,37.8725821
17320,37.8689181
17325,37.866118
17330,37.8641656
17335,37.8630465
17340,37.8627475
17345,37.8632573
17350,37.8645658
17355,37.8666645
17360,37.8695461
17365,37.8740196
17370,37.8889914
17375,37.9047293
17380,37.9212462
17385,37.9187099
17390,37.904989
17395,37.8923282
17400,37.8806954
17405,37.8700611
17410,37.8603986
17415,37.8516837
17420,37.8438944
17425,37.8370106
17430,37.8310143
17435,37.8258893
17440,37.821621
17445,37.8181963
17450,37.8156036
17455,37.8138327
17460,37.8128749
17465,37.8127224
17470,37.8133689
17475,37.8148091
17480,37.8170389
17485,37.8200554
17490,37.8238565
17495,37.8284414
17500,37.8338103
17505,37.8399644
17510,37.8469059
17515,37.8546382
17520,37.8631656
17525,37.8724937
17530,37.8826289
17535,37.8935791
17540,37.9053531
17545,37.9179611
17550,37.9314145
17555,37.9457262
17560,37.9609104
17565,37.9769828
17570,37.9939609
17575,38.0118637
17580,38.0307123
17585,38.0505296
17590,38.0713407
17595,37.770201
17600,37.4679162
17605,37.2366101
17610,37.0504085
17615,36.895525
17620,36.7614309
17625,36.6408975
17630,36.5358006
17635,36.4432101
17640,36.3609929
17645,36.2875483
17650,36.2216452
17655,36.1623172
17660,36.1087927
17665,36.0604463
17670,36.016765
17675,35.9756279
17680,35.9366497
17685,35.9014993
17690,35.8698811
17695,35.8415438
17700,35.8162729
17705,35.7938843
17710,35.7742196
17715,35.7571423
17720,35.7425345
17725,35.7302946
17730,35.7203354
17735,35.7125822
17740,35.7069713
17745,35.7034494
17750,35.7019724
17755,35.7025048
17760,35.7050189
17765,35.7094948
17770,35.7159196
17775,35.7242877
17780,35.7346002
17785,35.7468655
17790,35.7610988
17795,35.7773226
17800,35.7955672
17805,35.8158709
17810,35.8382805
17815,35.8628522
17820,35.8896525
17825,35.9187594
17830,35.9502635
17835,35.98427
17840,36.0209005
17845,36.0602958
17850,36.1026191
17855,36.1480596
17860,36.1968378
17865,36.2492115
17870,36.3054843
17875,36.3660154
17880,36.4312336
17885,36.4993483
17890,36.5709974
17895,36.6491096
17900,36.7352003
17905,36.8293402
17910,36.9328976
17915,37.0476679
17920,37.1760703
17925,37.3214738
17930,37.4887686
17935,37.6854448
17940,37.923839
17945,38.2264943
17950,38.641885
17955,38.727737
17960,38.7294059
17965,38.7144074
17970,38.7006267
17975,38.6880149
17980,38.6765275
17985,38.6661241
17990,38.6567674
17995,38.6484236
18000,38.6410615
18005,38.6346528
18010,38.6291714
18015,38.6245937
18020,38.6208978
18025,38.618064
18030,38.6160743
18035,38.6149124
18040,38.6145634
18045,38.615014
18050,38.6162525
18055,38.6182682
18060,38.6210518
18065,38.6245953
18070,38.6288919
18075,38.6339358
18080,38.6397225
18085,38.6462486
18090,38.6535115
18095,38.6615101
18100,38.6702442
18105,38.6797145
18110,38.6899231
18115,38.7008731
18120,38.7125686
18125,38.7250151
18130,38.7382189
18135,38.752188
18140,38.7669314
18145,38.7824594
18150,38.7987839
18155,38.815918
18160,38.8338767
18165,38.8526765
18170,38.8723355
18175,38.8928739
18180,38.914314
18185,38.9366802
18190,38.9599992
18195,38.9843004
18200,38.9930045
18205,38.9921887
18210,39.0006815
18215,39.0118685
18220,39.0238527
18225,39.0366431
18230,39.0502502
18235,39.0646858
18240,39.0799629
18245,39.0953926
18250,39.0817608
18255,39.0693324
18260,39.0580652
18265,39.047921
18270,39.0388647
18275,39.0308644
18280,39.0238908
18285,38.941234
18290,38.548643
18295,38.2625045
18300,38.0378931
18305,37.8535362
18310,37.6976632
18315,37.5630734
18320,37.4450387
18325,37.340287
18330,37.24646
18335,37.1618014
18340,37.0849685
18345,37.0149118
18350,36.9507954
18355,36.8919432
18360,36.8378005
18365,36.787907
18370,36.7418766
18375,36.6993825
18380,36.660146
18385,36.6239274
18390,36.5905195
18395,36.5597424
18400,36.5314385
18405,36.50547
18410,36.4817153
18415,36.4600671
18420,36.4406063
18425,36.4235163
18430,36.408255
18435,36.3947592
18440,36.382973
18445,36.3728467
18450,36.3643365
18455,36.3574039
18460,36.3520151
18465,36.3481409
18470,36.3457563
18475,36.3448399
18480,36.3438947
18485,36.3440568
18490,36.3456606
18495,36.3486927
18500,36.3531433
18505,36.3590056
18510,36.3662762
18515,36.3749547
18520,36.3850438
18525,36.3965492
18530,36.40948
18535,36.4229976
18540,36.4368954
18545,36.4522342
18550,36.46903
18555,36.4873025
18560,36.5070748
18565,36.5283742
18570,36.5512322
18575,36.5756848
18580,36.6017728
18585,36.6295425
18590,36.6590463
18595,36.6903429
18600,36.7234984
18605,36.7585873
18610,36.7956932
18615,36.8349102
18620,36.8763448
18625,36.9201171
18630,36.9663634
18635,37.0152388
18640,37.0669207
18645,37.1216126
18650,37.1795497
18655,37.2410048
18660,37.3062976
18665,37.3758045
18670,37.4499736
18675,37.5293434
18680,37.6145687
18685,37.7064566
18690,37.806017
18695,37.9145374
18700,38.0336939
18705,38.165726
18710,38.313721
18715,38.4821047
18720,38.6775486
18725,38.9108064
18730,39.2009224
18735,39.5868182
18740,39.7045986
18745,39.7255219
18750,39.7475239
18755,39.7706341
18760,39.7948849
18765,39.7929301
18770,39.7914758
18775,39.7908843
18780,39.7911419
18785,39.7922367
18790,39.8007623
18795,39.8113145
18800,39.8226265
18805,39.8347027
18810,39.8475487
18815,39.8611715
18820,39.8755788
18825,39.8792514
18830,39.8642349
18835,39.8503439
18840,39.837539
18845,39.8257843
18850,39.8150473
18855,39.8052986
18860,39.7965111
18865,39.7886605
18870,39.7817246
18875,39.7756835
18880,39.7705191
18885,39.7662151
18890,39.7627569
18895,39.7601315
18900,39.7583276
18905,39.7573349
18910,39.7571448
18915,39.75775
18920,39.759144
18925,39.7613221
18930,39.7642803
18935,39.7680159
18940,39.7725273
18945,39.7778139
18950,39.7838763
18955,39.7907162
18960,39.7983362
18965,39.8067401
18970,39.8159328
18975,39.8259203
18980,39.8367098
18985,39.8483096
18990,39.8607293
18995,39.8739797
19000,39.888073
19005,39.9030229
19010,39.9188444
19015,39.9355542
19020,39.9531707
19025,39.971714
19030,39.8501828
19035,39.5480913
19040,39.3162763
19045,39.1275664
19050,38.9681712
19055,38.8306343
19060,38.7100818
19065,38.6031523
19070,38.5074289
19075,38.41843
19080,38.3353886
19085,38.2600036
19090,38.19128
19095,38.1284228
19100,38.0707866
19105,38.0178408
19110,37.9691443
19115,37.9226561
19120,37.878168
19125,37.8372474
19130,37.799623
19135,37.7650616
19140,37.7333619
19145,37.7043492
19150,37.677871
19155,37.6537943
19160,37.632002
19165,37.6123915
19170,37.5948725
19175,37.5793655
19180,37.5658005
19185,37.5541163
19190,37.5442592
19195,37.5361825
19200,37.529846
19205,37.5252151
19210,37.5222609
19215,37.5209594
19220,37.5212915
19225,37.5232429
19230,37.5268035
19235,37.5319677
19240,37.5387343
19245,37.5471062
19250,37.5570908
19255,37.5687
19260,37.5819503
19265,37.5968627
19270,37.6134637
19275,37.6317848
19280,37.6518637
19285,37.6737438
19290,37.697476
19295,37.7231184
19300,37.7507374
19305,37.7804093
19310,37.8122207
19315,37.8462703
19320,37.8828613
19325,37.9223557
19330,37.9645169
19335,38.0091815
19340,38.0544832
19345,38.1028466
19350,38.1545074
19355,38.2097406
19360,38.2688696
19365,38.3322771
19370,38.4004206
19375,38.4738522
19380,38.5532458
19385,38.6394357
19390,38.7334706
19395,38.8366937
19400,38.9451527
19405,39.0653408
19410,39.200237
19415,39.353713
19420,39.5314959
19425,39.7425834
19430,40.0023309
19435,40.340343
19440,40.6218294
19445,40.6146691
19450,40.6085004
19455,40.6032967
19460,40.5990336
19465,40.5956888
19470,40.5932422
19475,40.5916752
19480,40.5909714
19485,40.5911157
19490,40.5920947
19495,40.5938964
19500,40.5965103
19505,40.599927
19510,40.6041386
19515,40.6091385
19520,40.6149211
19525,40.621482
19530,40.6288183
19535,40.6369278
19540,40.6458097
19545,40.6554643
19550,40.6658931
19555,40.6770988
19560,40.6890851
19565,40.701857
19570,40.715421
19575,40.7297847
19580,40.7449569
19585,40.760948
19590,40.77777
19595,40.7954362
19600,40.8139618
19605,40.8333637
19610,40.8536604
19615,40.874873
19620,40.8970243
19625,40.9201397
19630,40.9442472
19635,40.9693775
19640,40.9955644
19645,41.0228452
19650,41.0373514
19655,41.0381923
19660,41.0398328
19665,41.0422669
19670,41.0454899
19675,41.0494986
19680,41.0542907
19685,41.05914
19690,41.0423236
19695,41.0267616
19700,41.0124072
19705,40.9992177
19710,40.9871543
19715,40.9761818
19720,40.9662679
19725,40.9573834
19730,40.9495016
19735,40.9425982
19740,40.9366512
19745,40.9316406
19750,40.9275483
19755,40.924358
19760,40.9220549
19765,40.9206261
19770,40.9200598
19775,40.9203458
19780,40.9214753
19785,40.9234406
19790,40.9262352
19795,40.9298542
19800,40.9342933
19805,40.9395498
19810,40.9456218
19815,40.9525087
19820,40.9602111
19825,40.6900704
19830,40.4292678
19835,40.2233668
19840,40.0542269
19845,39.9115206
19850,39.7888059
19855,39.681794
19860,39.5874858
19865,39.5037028
19870,39.4292555
19875,39.3630652
19880,39.3034057
19885,39.2495194
19890,39.2007914
19895,39.1567169
19900,39.116877
19905,39.080921
19910,39.0485532
19915,39.0195225
19920,38.9936147
19925,38.9706468
19930,38.9504614
19935,38.9329234
19940,38.9179167
19945,38.9038895
19950,38.8907844
19955,38.8800397
19960,38.8715778
19965,38.8653334
19970,38.8612518
19975,38.8592885
19980,38.8567842
19985,38.8562149
19990,38.8577013
19995,38.8612195
20000,38.8667535
20005,38.8742949
20010,38.8838429
20015,38.8954042
20020,38.9089931
20025,38.9246318
20030,38.9423507
20035,38.9621887
20040,38.984194
20045,39.0084249
20050,39.0349508
20055,39.0638532
20060,39.0952275
20065,39.1291846
20070,39.1658535
20075,39.2053839
20080,39.2479497
20085,39.2937538
20090,39.3430331
20095,39.3960662
20100,39.453182
20105,39.5147721
20110,39.5813065
20115,39.6533548
20120,39.7316153
20125,39.816956
20130,39.9104729
20135,40.0135764
20140,40.1281228
20145,40.256623
20150,40.4025899
20155,40.5711527
20160,40.7702275
20165,41.012991
20170,41.3239014
20175,41.5934836
20180,41.611892
20185,41.6313041
20190,41.6517444
20195,41.67324
20200,41.6958206
20205,41.719519
20210,41.7443711
20215,41.7704164
20220,41.7976986
20225,41.8085577
20230,41.8104362
20235,41.8131554
20240,41.817752
20245,41.8262652
20250,41.835541
20255,41.8455798
20260,41.8563833
20265,41.8597648
20270,41.8423853
20275,41.8262325
20280,41.8112546
20285,41.7974044
20290,41.7846392
20295,41.7729197
20300,41.7622105
20305,41.7524789
20310,41.7436953
20315,41.7358326
20320,41.7288662
20325,41.7227735
20330,41.7175341
20335,41.7131294
20340,41.7095427
20345,41.7067587
20350,41.7047639
20355,41.7035461
20360,41.7030946
20365,41.7033999
20370,41.7044537
20375,41.7062493
20380,41.7087806
20385,41.712043
20390,41.716033
20395,41.720748
20400,41.7261866
20405,41.7323483
20410,41.7392339
20415,41.746845
20420,41.7551844
20425,41.7642559
20430,41.7740643
20435,41.7846157
20440,41.7959171
20445,41.807977
20450,41.8208047
20455,41.8344111
20460,41.8488082
20465,41.8640095
20470,41.88003
20475,41.8968863
20480,41.9145964
20485,41.9331804
20490,41.9557407
20495,41.9812109
20500,42.0077659
20505,42.0354483
20510,42.0643049
20515,42.0943873
20520,42.1257519
20525,42.158461
20530,42.1925834
20535,41.9860843
20540,41.6278925
20545,41.3506831
20550,41.1322427
20555,40.9483294
20560,40.7893948
20565,40.6528626
20570,40.5336291
20575,40.4281948
20580,40.3340556
20585,40.249358
20590,40.172692
20595,40.10296
20600,40.039291
20605,39.9809828
20610,39.9274612
20615,39.8782506
20620,39.8329533
20625,39.7912332
20630,39.7528045
20635,39.7174217
20640,39.6848732
20645,39.6549754
20650,39.6275681
20655,39.6025109
20660,39.5796808
20665,39.5590395
20670,39.5406195
20675,39.524128
20680,39.5094912
20685,39.4966438
20690,39.4855279
20695,39.4760924
20700,39.4682924
20705,39.4620885
20710,39.4574461
20715,39.4543357
20720,39.4527318
20725,39.452613
20730,39.453962
20735,39.4567649
20740,39.4610113
20745,39.4666943
20750,39.4738102
20755,39.4823587
20760,39.4923427
20765,39.5037684
20770,39.5166454
20775,39.5309865
20780,39.5468083
20785,39.564131
20790,39.5829787
20795,39.6033796
20800,39.6253663
20805,39.6482447
20810,39.6715038
20815,39.6964042
20820,39.7229899
20825,39.7513109
20830,39.7814234
20835,39.8133907
20840,39.8450476
20845,39.8784509
20850,39.9138114
20855,39.9512115
20860,39.9907442
20865,40.0325145
20870,40.0766408
20875,40.1232573
20880,40.1725167
20885,40.2245931
20890,40.2796864
20895,40.3380268
20900,40.3998813
20905,40.4655617
20910,40.5354349
20915,40.6099363
20920,40.6895879
20925,40.7750228
20930,40.8670186
20935,40.9665452
20940,41.0748336
20945,41.1934795
20950,41.3246023
20955,41.4711047
20960,41.6371127
20965,41.8287798
20970,42.0558821
20975,42.3353787
20980,42.4938971
20985,42.4998308
20990,42.5065887
20995,42.5141698
21000,42.5225746
21005,42.5318047
21010,42.5418629
21015,42.5527534
21020,42.5644816
21025,42.5770542
21030,42.5904792
21035,42.6047661
21040,42.6199259
21045,42.6359712
21050,42.6529161
21055,42.6707767
21060,42.6895707
21065,42.7093181
21070,42.7300408
21075,42.7517632
21080,42.7745122
21085,42.7983176
21090,42.823212
21095,42.8492315
21100,42.8764158
21105,42.9048089
21110,42.9125517
21115,42.9194321
21120,42.9270371
21125,42.9353696
21130,42.9217543
21135,42.902017
21140,42.883589
21145,42.8664172
21150,42.8504536
21155,42.8356545
21160,42.8219803
21165,42.8093948
21170,42.7978653
21175,42.7873618
21180,42.7778572
21185,42.7693268
21190,42.7617481
21195,42.7551009
21200,42.7493667
21205,42.7445291
21210,42.7405731
21215,42.7374856
21220,42.7352547
21225,42.7338703
21230,42.7333232
21235,42.733606
21240,42.7136812
21245,42.4222912
21250,42.191466
21255,42.0007217
21260,41.8394705
21265,41.6990297
21270,41.5748572
21275,41.4637926
21280,41.3635475
21285,41.2724114
21290,41.1890721
21295,41.1125003
21300,41.0418744
21305,40.9765275
21310,40.9159113
21315,40.8595695
21320,40.8071184
21325,40.7582324
21330,40.712633
21335,40.6700802
21340,40.6303658
21345,40.5933086
21350,40.5587494
21355,40.5265483
21360,40.4965817
21365,40.46874
21370,40.4429258
21375,40.4190525
21380,40.3970426
21385,40.376827
21390,40.3583441
21395,40.3415386
21400,40.3263612
21405,40.3125348
21410,40.2985728
21415,40.2861808
21420,40.2742607
21425,40.2629916
21430,40.2532394
21435,40.2449716
21440,40.2381593
21445,40.2327776
21450,40.228805
21455,40.2262234
21460,40.2250181
21465,40.225177
21470,40.2266914
21475,40.2295551
21480,40.2337651
21485,40.2393208
21490,40.2462248
21495,40.2544822
21500,40.2641012
21505,40.2750929
21510,40.2874715
21515,40.3012542
21520,40.3164619
21525,40.3331189
21530,40.3512532
21535,40.370897
21540,40.3920872
21545,40.4148653
21550,40.439278
21555,40.4653782
21560,40.4932252
21565,40.5228856
21570,40.5544343
21575,40.5879554
21580,40.6235438
21585,40.6613512
21590,40.701613
21595,40.7443202
21600,40.7896311
