Time(day),a(km),e,i(deg),n(deg),w(deg),m(deg)
6327.27703574,26431.457522,0.6602304, 71.1707,235.9001, 32.0622,164.1337
6334.75296522,26430.206579,0.6604107, 71.1680,235.3750, 31.6439,201.8352
6337.24494896,26430.072325,0.6605850, 71.1745,235.2029, 31.5110,214.4259
6337.24501044,26430.071953,0.6605850, 71.1745,235.2029, 31.5110,214.4706
6351.20074466,26430.416306,0.6612702, 71.1738,234.2204, 30.7586,285.1896
6353.19447568,26430.318660,0.6615064, 71.1721,234.0797, 30.6578,295.2165
6367.15081359,26394.970110,0.6617364, 71.1862,233.0936, 29.9009,  5.0404
6377.61825161,26435.061446,0.6627678, 71.2115,232.3508, 29.3327, 57.2116
6381.10730099,26434.463344,0.6632094, 71.2169,232.1079, 29.1564, 74.5414
6383.59969783,26433.770603,0.6633802, 71.2081,231.9298, 29.0241, 87.1421
6395.06454327,26431.209254,0.6641873, 71.2509,231.1363, 28.4122,145.5266
6395.56296256,26431.019926,0.6642284, 71.2499,231.1006, 28.3861,148.0497
6396.55991055,26430.733857,0.6643002, 71.2473,231.0290, 28.3334,153.1845
6396.55991764,26430.733822,0.6643002, 71.2473,231.0290, 28.3334,153.1896
6406.52946360,26429.240844,0.6651173, 71.2773,230.3299, 27.7874,204.9518
6408.52342751,26429.137677,0.6654132, 71.2686,230.1855, 27.6852,215.3615
6412.01283089,26429.205855,0.6656665, 71.2528,229.9322, 27.4932,233.5886
6421.98269624,26429.639920,0.6666017, 71.2660,229.2271, 26.9740,285.3475
6424.97369462,26429.395137,0.6668292, 71.2487,229.0076, 26.8218,300.7878
6427.96464055,26427.989332,0.6669488, 71.2406,228.7908, 26.6635,316.1610
6433.94666966,26426.521571,0.6674409, 71.2601,228.3621, 26.3364,346.8427
6436.43922441,26458.416558,0.6681787, 71.2433,228.1761, 26.2308,359.6196
6439.92873370,26416.516177,0.6679704, 71.2179,227.9042, 25.9843, 17.5221
6444.91375947,26432.977814,0.6684380, 71.2344,227.5487, 25.7460, 43.0344
6449.40043326,26432.711093,0.6688350, 71.2213,227.2222, 25.5265, 66.1455
6451.39448629,26432.256035,0.6689505, 71.2076,227.0742, 25.4237, 76.4484
6456.87810018,26430.901885,0.6691070, 71.1959,226.6739, 25.1222,104.9597
6459.37066453,26430.439572,0.6693030, 71.2067,226.4967, 24.9895,117.9944
6460.86621899,26430.153040,0.6694937, 71.2077,226.3888, 24.9143,125.8401
6472.33211582,26427.581185,0.6702179, 71.1782,225.5456, 24.2875,186.7568
6475.32326407,26427.327265,0.6704650, 71.1686,225.3241, 24.1323,202.7695
6476.32032009,26427.278505,0.6705337, 71.1619,225.2490, 24.0798,208.1177
6477.31736383,26427.256596,0.6705900, 71.1543,225.1736, 24.0265,213.4598
6479.80998071,26427.286789,0.6706714, 71.1363,224.9852, 23.8885,226.8281
6483.29960674,26427.586900,0.6707279, 71.1295,224.7269, 23.6881,245.4964
6489.78042964,26427.834854,0.6713027, 71.1304,224.2512, 23.3520,279.9453
6494.26714555,26427.589246,0.6714770, 71.0977,223.9128, 23.1071,303.6992
6503.73915072,26455.261297,0.6721393, 71.1122,223.2098, 22.5729,353.5126
6505.73326362,26408.198472,0.6716542, 71.0969,223.0567, 22.4982,  3.9752
6512.71261153,26430.259004,0.6721104, 71.1100,222.5298, 22.0795, 40.6474
6513.70966040,26430.520032,0.6721761, 71.1172,222.4583, 22.0293, 45.8808
6518.69500022,26430.085192,0.6725810, 71.1089,222.0889, 21.7790, 72.1730
6519.19351202,26429.967474,0.6725972, 71.1059,222.0515, 21.7515, 74.8013
6527.66848628,26428.233933,0.6728515, 71.1467,221.4377, 21.2808,119.9293
6529.66266327,26427.676635,0.6729894, 71.1486,221.2907, 21.1779,130.6552
6529.66267499,26427.676590,0.6729894, 71.1486,221.2907, 21.1779,130.6637
6533.15244161,26426.609438,0.6731404, 71.1408,221.0298, 20.9880,149.5200
6534.14950190,26426.349002,0.6731583, 71.1397,220.9553, 20.9307,154.9235
6535.64510403,26426.109873,0.6731739, 71.1416,220.8445, 20.8431,163.0550
6539.13472495,26425.754169,0.6732701, 71.1680,220.5918, 20.6402,181.9772
6541.12886954,26425.699503,0.6734390, 71.1863,220.4484, 20.5334,192.8344
6542.12597317,26425.658632,0.6735524, 71.1913,220.3757, 20.4827,198.2813
6546.11428816,26425.558319,0.6739383, 71.1788,220.0764, 20.2737,220.0186
6547.11135483,26425.613460,0.6739809, 71.1754,220.0014, 20.2164,225.4538
6549.10547825,26425.779234,0.6740333, 71.1794,219.8543, 20.0987,236.3109
6553.09374641,26426.114507,0.6742634, 71.2135,219.5670, 19.8796,257.9274
6554.58937370,26426.149609,0.6744058, 71.2217,219.4578, 19.8050,266.0084
6556.08500648,26426.271989,0.6745533, 71.2238,219.3471, 19.7316,274.0773
6556.58353843,26426.256704,0.6745987, 71.2235,219.3098, 19.7068,276.7559
6564.56016770,26423.933911,0.6749921, 71.2203,218.7148, 19.2834,319.6000
6568.54846934,26413.589493,0.6751551, 71.2553,218.4223, 19.0811,340.8631
6572.03828410,26468.373398,0.6761666, 71.2567,218.1556, 18.9031,359.4693
6575.02952503,26405.135354,0.6757156, 71.2358,217.9160, 18.6876, 15.4590
6575.52805456,26411.967816,0.6758233, 71.2368,217.8777, 18.6622, 18.1109
6575.52806478,26411.984520,0.6758235, 71.2368,217.8777, 18.6622, 18.1183
6578.51927666,26426.921299,0.6761040, 71.2581,217.6574, 18.5153, 34.0595
6594.97124358,26426.291914,0.6772187, 71.2939,216.4371, 17.6681,122.6734
6600.95381931,26424.550311,0.6778822, 71.2702,215.9835, 17.3688,155.4477
6604.44360955,26424.048633,0.6780282, 71.2687,215.7202, 17.1664,174.7365
6609.92760924,26423.787597,0.6784779, 71.2841,215.3099, 16.8799,205.0702
6610.42616804,26423.775290,0.6785265, 71.2819,215.2718, 16.8554,207.8364
6610.42616812,26423.775290,0.6785265, 71.2819,215.2718, 16.8554,207.8364
6612.91893484,26423.716814,0.6787434, 71.2634,215.0789, 16.7267,221.6880
6613.91601888,26423.744913,0.6788103, 71.2545,215.0013, 16.6729,227.2026
6619.89849809,26424.291501,0.6790798, 71.2352,214.5431, 16.3345,260.2162
6625.88104543,26424.297235,0.6796977, 71.2250,214.0859, 16.0436,292.9361
6629.37085761,26423.536657,0.6799053, 71.1854,213.8126, 15.8567,311.9842
6633.85768509,26414.244618,0.6799525, 71.1909,213.4699, 15.6171,336.3372
6638.84319679,26423.383630,0.6802791, 71.1789,213.0757, 15.3606,  3.3962
6639.84029027,26386.609746,0.6799568, 71.1655,212.9914, 15.2643,  8.8286
6640.33883840,26390.790929,0.6800728, 71.1602,212.9493, 15.2249, 11.5389
6643.82863823,26423.325563,0.6805729, 71.1349,212.6699, 15.0427, 30.4710
6644.32715148,26424.327789,0.6805835, 71.1334,212.6313, 15.0156, 33.1599
6644.82569227,26425.062097,0.6805906, 71.1324,212.5929, 14.9883, 35.8704
6652.30380824,26426.061163,0.6809257, 71.1444,212.0230, 14.6004, 76.5413
6652.30382943,26426.061217,0.6809257, 71.1444,212.0230, 14.6004, 76.5567
6658.78481670,26424.452321,0.6811141, 71.1048,211.5193, 14.2319,112.1445
6665.76406507,26422.966414,0.6813841, 71.1184,210.9850, 13.8555,150.6054
6665.76435995,26422.965705,0.6813842, 71.1184,210.9850, 13.8555,150.8200
6667.75846777,26422.437730,0.6814517, 71.1051,210.8285, 13.7441,161.9216
6687.69999306,26422.649445,0.6820423, 71.1118,209.2848, 12.5952,273.7417
6690.19269131,26422.595733,0.6821645, 71.1282,209.0940, 12.4670,287.5669
6696.67374811,26419.608047,0.6824028, 71.1111,208.5873, 12.1288,323.4155
6700.16342246,26406.175768,0.6822281, 71.1209,208.3140, 11.9279,342.5999
6701.16050913,26405.421571,0.6821706, 71.1313,208.2348, 11.8556,348.1069
6706.64441327,26406.482328,0.6825776, 71.1677,207.7970, 11.5253, 18.2340
6712.62680912,26424.127843,0.6829350, 71.1603,207.3303, 11.2155, 51.1324
6718.60922577,26423.711959,0.6831306, 71.2188,206.8770, 10.9049, 84.1510
6718.60925215,26423.712046,0.6831306, 71.2188,206.8770, 10.9049, 84.1702
6724.09317757,26422.414536,0.6833368, 71.2131,206.4521, 10.6119,114.7013
6725.09021855,26422.162902,0.6833521, 71.2148,206.3751, 10.5533,120.2682
6731.57116115,26421.131395,0.6835474, 71.2746,205.8812, 10.1941,156.7239
6733.56529499,26420.780290,0.6836951, 71.2813,205.7277, 10.0981,167.9632
6738.05212818,26419.880592,0.6839476, 71.2610,205.3770,  9.8550,193.4335
6741.04327430,26419.885910,0.6840224, 71.2774,205.1466,  9.6770,210.4268
6747.52429694,26420.487147,0.6844133, 71.3042,204.6458,  9.3500,247.1587
6749.51845901,26420.728949,0.6845288, 71.2919,204.4888,  9.2456,258.4261
6757.49496651,26420.678959,0.6848402, 71.3090,203.8697,  8.8096,303.1789
6758.49204272,26420.260503,0.6849035, 71.3146,203.7924,  8.7638,308.7338
6763.97595742,26407.546232,0.6851297, 71.2824,203.3576,  8.5146,339.2105
6764.47448562,26404.081871,0.6850929, 71.2786,203.3173,  8.4865,341.9801
6768.46267596,26422.866917,0.6852929, 71.2859,202.9977,  8.2467,  4.1396
6771.45388967,26408.756963,0.6854075, 71.2983,202.7529,  8.0419, 20.7544
6771.45389004,26408.757395,0.6854075, 71.2983,202.7529,  8.0419, 20.7547
6771.45389424,26408.762285,0.6854075, 71.2983,202.7529,  8.0419, 20.7577
6797.87591298,26419.378991,0.6863598, 71.2362,200.6803,  6.6496,169.0937
6797.87591301,26419.378991,0.6863598, 71.2362,200.6803,  6.6496,169.0937
6797.87591610,26419.378988,0.6863598, 71.2362,200.6803,  6.6496,169.0959
6797.87592344,26419.378979,0.6863598, 71.2362,200.6803,  6.6496,169.1013
6797.87594833,26419.378950,0.6863598, 71.2362,200.6803,  6.6496,169.1194
6797.87594844,26419.378950,0.6863598, 71.2362,200.6803,  6.6496,169.1195
6807.34793922,26418.755882,0.6866578, 71.1737,199.9276,  6.1228,223.2840
6815.82272350,26419.936046,0.6869037, 71.1696,199.2561,  5.6651,271.3552
6817.31827441,26420.182064,0.6869714, 71.1492,199.1359,  5.5873,279.7823
6817.81680060,26420.199418,0.6869886, 71.1424,199.0959,  5.5594,282.5999
6818.31530782,26420.310668,0.6870049, 71.1358,199.0560,  5.5309,285.4039
6819.31233404,26420.403455,0.6870274, 71.1256,198.9764,  5.4714,291.0219
6821.80485006,26420.160709,0.6870508, 71.1213,198.7790,  5.3200,305.0094
6822.30335057,26419.995953,0.6870544, 71.1234,198.7397,  5.2915,307.7967
6822.80185977,26419.752675,0.6870573, 71.1260,198.7003,  5.2632,310.5873
6833.76913985,26389.862813,0.6868559, 71.0876,197.8040,  4.6172, 11.7568
6834.76614713,26401.570669,0.6870459, 71.0862,197.7210,  4.5494, 17.3088
6838.75413229,26419.750793,0.6872456, 71.1089,197.4023,  4.3348, 39.4491
6840.74813664,26420.903772,0.6872653, 71.1195,197.2446,  4.2358, 50.5117
6841.74514886,26421.138613,0.6872807, 71.1200,197.1655,  4.1878, 56.0501
6842.74218041,26421.275111,0.6872992, 71.1163,197.0863,  4.1393, 61.6074
6850.71808074,26420.411728,0.6873113, 71.1059,196.4554,  3.6733,106.2138
6850.71808971,26420.411736,0.6873113, 71.1059,196.4554,  3.6733,106.2203
6859.69103852,26418.624810,0.6873701, 71.1090,195.7443,  3.1786,156.9125
6865.67290143,26418.266520,0.6873516, 71.1450,195.2701,  2.8128,190.9997
6867.66686906,26418.358758,0.6873624, 71.1617,195.1122,  2.7064,202.3482
6873.15027179,26418.508165,0.6874698, 71.1434,194.6753,  2.4105,233.5268
6874.14725467,26418.638007,0.6874821, 71.1405,194.5958,  2.3489,239.2036
6884.61534545,26419.948992,0.6875863, 71.1884,193.7644,  1.7822,297.9803
6888.60314948,26418.444306,0.6876281, 71.1845,193.4476,  1.5557,320.1908
6890.59703494,26414.218547,0.6875943, 71.1987,193.2890,  1.4458,331.2531
6891.59400533,26409.352955,0.6875367, 71.2090,193.2090,  1.3948,336.7894
6897.07728217,26402.444680,0.6873369, 71.2486,192.7586,  1.0950,  7.1137
6903.55725807,26419.438765,0.6877011, 71.2402,192.2347,  0.7126, 42.8386
6903.55728882,26419.442284,0.6877011, 71.2402,192.2347,  0.7126, 42.8610
6915.52036193,26419.691496,0.6876854, 71.2783,191.2936,  0.0951,109.1360
6918.01265616,26419.277690,0.6876712, 71.2949,191.0977,359.9510,123.0925
6918.51105405,26419.242032,0.6876659, 71.2998,191.0584,359.9232,125.8418
6933.46445993,26418.334856,0.6876722, 71.3285,189.8797,359.1251,209.8625
6946.42376527,26420.018211,0.6877705, 71.2991,188.8554,358.4389,282.0388
6949.41424131,26419.994658,0.6877591, 71.3068,188.6186,358.2966,298.3924
6953.90011530,26417.963281,0.6877844, 71.2638,188.2642,358.0858,322.9612
6960.87776407,26474.433974,0.6882988, 71.2640,187.6980,357.6816,  0.9339
6962.37299766,26396.413981,0.6873923, 71.2594,187.5753,357.5940,  9.0691
6965.36347828,26411.035103,0.6876673, 71.2359,187.3303,357.4288, 25.3240
6973.33769296,26419.821357,0.6877139, 71.1999,186.7018,356.9905, 68.7016
6979.81665294,26419.059030,0.6875773, 71.1812,186.1917,356.6657,104.0627
6986.29534161,26417.956363,0.6875430, 71.1480,185.6814,356.2774,139.7239
6990.28217211,26417.750414,0.6874492, 71.1556,185.3652,356.0647,161.6880
6998.25564358,26417.463367,0.6874453, 71.0962,184.7344,355.5963,205.6916
7003.73722662,26418.683157,0.6873524, 71.1129,184.2964,355.2873,235.6597
7009.71706236,26419.466453,0.6873210, 71.0615,183.8228,354.9594,268.0501
7017.68975135,26419.370993,0.6872147, 71.0860,183.1865,354.5136,310.6555
7027.65517316,26454.922604,0.6874249, 71.0815,182.3790,353.9413,  3.4525
7049.07893390,26416.788375,0.6864881, 71.1331,180.6662,352.7335,116.7800
7065.51839237,26417.176977,0.6860410, 71.1827,179.3630,351.8091,203.7482
7069.50331331,26418.236441,0.6859143, 71.2216,179.0442,351.5876,224.3871
7072.49206668,26418.718130,0.6857505, 71.2351,178.8074,351.4472,239.7724
7081.45767214,26419.234217,0.6855608, 71.2364,178.1049,350.9611,285.3829
7083.44991739,26419.133209,0.6854658, 71.2541,177.9472,350.8609,295.3885
7086.43829396,26418.480646,0.6852919, 71.2628,177.7127,350.7233,310.3675
7092.41475580,26403.390279,0.6849742, 71.2324,177.2476,350.4301,340.2365
7093.41078675,26392.017714,0.6848000, 71.2347,177.1673,350.3761,345.2027
7094.40678994,26381.515968,0.6845851, 71.2415,177.0846,350.3070,350.1591
7102.37473016,26409.507311,0.6845374, 71.2516,176.4436,349.8639, 29.8136
7106.35847373,26414.373703,0.6844957, 71.2370,176.1359,349.6463, 49.7042
7108.35025151,26414.707569,0.6844256, 71.2461,175.9803,349.5357, 59.6305
7109.34612196,26414.724509,0.6843732, 71.2525,175.9023,349.4829, 64.5841
7110.83993237,26414.717182,0.6842748, 71.2606,175.7851,349.4071, 72.0210
7116.31712628,26414.611539,0.6839271, 71.2368,175.3629,349.1357, 99.2965
7119.30450200,26414.589658,0.6838614, 71.2121,175.1343,348.9645,114.1487
7133.24436540,26416.394710,0.6833434, 71.1570,174.0573,348.2124,182.1465
7136.23116954,26416.970505,0.6832609, 71.1609,173.8244,348.0444,196.3762
7137.22676223,26417.160447,0.6832087, 71.1638,173.7467,347.9925,201.0928
7144.19578349,26417.440452,0.6828473, 71.1177,173.2134,347.6395,233.8967
7145.19126626,26417.395946,0.6828364, 71.1075,173.1380,347.5827,238.5285
7146.18676575,26417.375496,0.6828315, 71.1002,173.0621,347.5244,243.1768
7147.18224641,26417.381510,0.6828263, 71.0964,172.9857,347.4655,247.8135
7152.65728160,26417.395823,0.6826088, 71.1078,172.5608,347.1687,273.1903
7171.56988423,26463.612173,0.6823654, 71.0410,171.0929,346.1191,  1.3036
7176.54626367,26401.761982,0.6817132, 71.0300,170.6983,345.7868, 24.5923
7176.54650943,26401.904977,0.6817154, 71.0300,170.6983,345.7869, 24.7711
7180.52755603,26409.313885,0.6815890, 71.0472,170.3826,345.5789, 43.3369
7181.52288495,26410.086352,0.6815304, 71.0445,170.3053,345.5286, 48.0254
7206.40585757,26415.130142,0.6806835, 71.0493,168.3736,344.1405,164.1463
7210.38748481,26415.018363,0.6804041, 71.0483,168.0683,343.9400,182.7634
7212.37829399,26414.756165,0.6803447, 71.0390,167.9178,343.8298,192.1075
7213.37370024,26414.628884,0.6803324, 71.0370,167.8420,343.7720,196.7939
7239.75563768,26408.977636,0.6788294, 71.1227,165.8118,342.3510,325.7172
7243.73835921,26382.502024,0.6784108, 71.1343,165.4997,342.1415,345.9242
7249.71320428,26394.609832,0.6779614, 71.1668,165.0160,341.7706, 16.6877
7254.19447086,26407.421194,0.6778938, 71.1461,164.6731,341.5350, 39.7034
7254.19449689,26407.425926,0.6778938, 71.1461,164.6731,341.5350, 39.7223
7262.65950378,26411.571065,0.6773111, 71.1814,164.0214,341.1064, 83.2254
7263.65546343,26411.762973,0.6772004, 71.1779,163.9471,341.0601, 88.3712
7268.63539340,26412.203780,0.6769104, 71.1524,163.5799,340.7992,114.2670
7272.61951379,26412.125271,0.6766698, 71.1710,163.2778,340.5872,135.1477
7279.59213664,26411.529624,0.6759513, 71.1600,162.7608,340.2453,172.0354
7286.56504700,26410.416115,0.6755778, 71.1586,162.2425,339.8664,209.5699
7293.53849442,26409.166119,0.6748615, 71.1331,161.7320,339.5159,247.8042
7298.51981485,26408.848322,0.6746622, 71.1239,161.3650,339.2332,275.6094
7303.00265133,26408.851219,0.6742403, 71.1255,161.0305,339.0021,300.3635
7303.50104667,26408.857360,0.6741905, 71.1225,160.9941,338.9772,303.3318
7309.47920119,26401.020518,0.6738352, 71.0694,160.5586,338.6703,337.0576
7309.47921556,26401.007977,0.6738351, 71.0694,160.5586,338.6704,337.0680
7313.96295766,26453.952336,0.6741655, 71.0762,160.2044,338.3942,  2.3661
7314.95943170,26420.923241,0.6736523, 71.0757,160.1289,338.3582,  8.0226
7327.41378712,26409.114638,0.6729193, 71.0181,159.2078,337.6680, 77.4255
7334.88720354,26409.253397,0.6723622, 70.9801,158.6665,337.2815,119.6492
7339.37141779,26408.643575,0.6722915, 70.9721,158.3386,337.0277,145.3041
7346.84536922,26407.439771,0.6717185, 70.9680,157.7906,336.6361,188.4849
7347.84189815,26407.184898,0.6716749, 70.9597,157.7199,336.5805,194.2870
7353.82110618,26406.489440,0.6715407, 70.9614,157.2802,336.2334,229.3296
7365.28108480,26407.009220,0.6710003, 70.9446,156.4378,335.5962,296.5943
7374.74978113,26364.108326,0.6698649, 70.9527,155.7183,335.0996,353.0278
7386.21135353,26405.917962,0.6698276, 70.9831,154.8485,334.4518, 60.5930
7387.20805343,26406.266711,0.6697569, 70.9806,154.7761,334.4008, 66.4878
7395.67992105,26406.393048,0.6694065, 71.0080,154.1496,333.9466,116.7567
7422.09382780,26404.687016,0.6673023, 71.0713,152.2182,332.5438,277.4285
7439.53818060,26395.878867,0.6655260, 71.0799,150.9303,331.6167, 24.1806
7440.53503515,26398.101635,0.6654591, 71.0756,150.8586,331.5659, 30.2681
7450.00493347,26404.053051,0.6649031, 71.0673,150.1835,331.0829, 88.0991
7460.47191841,26403.015855,0.6638863, 71.0397,149.4550,330.5446,152.7252
7479.41250465,26402.820927,0.6623577, 71.0143,148.1252,329.5358,271.6624
7488.88277148,26402.127213,0.6618274, 70.9665,147.4714,329.0365,330.9605
7489.87977268,26397.647343,0.6617245, 70.9677,147.3992,328.9920,337.2638
7495.86112654,26399.866483,0.6610935, 70.9515,146.9607,328.6540, 14.5705
7500.84550767,26399.943395,0.6611072, 70.9271,146.6105,328.3688, 45.6178
7506.82674673,26401.715782,0.6608116, 70.9380,146.1853,328.0640, 82.8985
7516.79547112,26400.793485,0.6603100, 70.9182,145.4980,327.5306,145.5568
7517.79233308,26400.645725,0.6602344, 70.9226,145.4269,327.4776,151.8557
7536.73295775,26400.895149,0.6591917, 70.9233,144.0977,326.4597,272.5545
7536.73338542,26400.899833,0.6591917, 70.9233,144.0977,326.4597,272.8661
7543.71142151,26402.549363,0.6590520, 70.9211,143.6090,326.0810,317.1418
7544.70832676,26402.350468,0.6589930, 70.9264,143.5370,326.0305,323.4686
7550.68960779,26421.416298,0.6587008, 70.9296,143.0954,325.6865,  1.2300
7551.68655593,26428.469582,0.6587207, 70.9287,143.0258,325.6693,  7.5557
7556.67086722,26396.763814,0.6583699, 70.9335,142.6668,325.3713, 38.9797
7562.65209195,26399.475009,0.6579424, 70.9594,142.2395,325.0744, 76.7122
7562.65211197,26399.475516,0.6579424, 70.9594,142.2395,325.0744, 76.7268
7567.63644858,26399.478158,0.6576333, 70.9525,141.8984,324.8148,108.3351
7572.62074408,26398.706074,0.6573422, 70.9814,141.5454,324.5503,140.1158
7579.59882101,26397.974745,0.6567009, 70.9854,141.0629,324.1808,184.9212
7585.57988166,26398.078082,0.6564148, 71.0074,140.6410,323.8632,223.4206
7590.06571684,26398.704696,0.6559148, 71.0179,140.3278,323.6305,252.2819
7590.56416225,26398.776578,0.6558599, 71.0167,140.2941,323.6042,255.4992
7594.55152955,26399.503000,0.6555985, 71.0048,140.0242,323.3910,281.0741
7597.54200672,26400.463435,0.6554741, 71.0126,139.8159,323.2314,300.1705
7601.52934566,26400.856320,0.6550786, 71.0250,139.5371,323.0285,325.5456
7602.02777569,26400.372844,0.6550211, 71.0244,139.5028,323.0050,328.7191
7612.49443047,26394.306756,0.6542722, 71.0206,138.7598,322.4291, 35.0788
7616.48168415,26397.030582,0.6538799, 71.0277,138.4843,322.2312, 60.3225
7617.47850217,26397.301412,0.6537617, 71.0253,138.4176,322.1811, 66.6478
7619.47212522,26397.624027,0.6535658, 71.0168,138.2861,322.0790, 79.3132
7636.41732698,26396.288194,0.6522759, 71.0014,137.1520,321.1808,187.7256
7639.90605014,26396.397973,0.6520785, 71.0064,136.9141,320.9970,210.2345
7641.40118546,26396.591596,0.6519394, 71.0085,136.8125,320.9183,219.8528
7648.87680128,26397.741812,0.6513136, 70.9763,136.3207,320.5172,267.8117
7661.83418534,26360.799902,0.6501220, 70.9434,135.4495,319.8613,349.9991
7674.29227216,26395.798302,0.6499228, 70.9315,134.5982,319.1608, 68.2517
7675.28893575,26395.940490,0.6498948, 70.9269,134.5335,319.1082, 74.5566
7675.28896295,26395.941216,0.6498948, 70.9269,134.5335,319.1082, 74.5764
7682.76348895,26395.342590,0.6495779, 70.9348,134.0338,318.7112,121.7615
7688.24474480,26394.919696,0.6493052, 70.9204,133.6722,318.4165,156.5567
7695.22058684,26394.986798,0.6491632, 70.9294,133.1997,318.0493,200.7988
7701.19975591,26395.806332,0.6487856, 70.9217,132.8014,317.7301,238.5599
7736.07382208,26393.788694,0.6475088, 70.9703,130.4243,315.8806, 93.9074
7737.56827110,26393.685960,0.6473745, 70.9747,130.3238,315.8004,103.1235
7742.05152906,26393.472338,0.6471077, 70.9749,130.0256,315.5599,130.8014
7748.02888822,26393.463481,0.6469109, 70.9928,129.6203,315.2487,167.5982
7752.51174429,26393.927243,0.6465549, 71.0061,129.3182,315.0127,195.0492
7756.99446991,26394.684689,0.6462532, 70.9997,129.0232,314.7724,222.3330
7765.95937348,26396.735637,0.6456703, 71.0175,128.4251,314.2921,276.1708
7769.94358867,26397.514207,0.6454714, 71.0119,128.1630,314.0805,299.8549
7769.94360374,26397.514668,0.6454714, 71.0119,128.1630,314.0805,299.8659
7773.92759122,26398.485775,0.6453604, 71.0187,127.8967,313.8787,323.3696
7778.90745381,26349.631341,0.6443533, 71.0267,127.5568,313.6441,352.6551
7783.88713779,26392.430707,0.6444988, 71.0235,127.2223,313.3401, 22.0063
7793.84576337,26391.640639,0.6439584, 71.0314,126.5687,312.7909, 80.6637
7795.83740405,26391.727320,0.6438513, 71.0262,126.4399,312.6824, 92.4104
7799.82051133,26391.858496,0.6437251, 71.0235,126.1790,312.4719,115.8215
7813.26251226,26393.712691,0.6429845, 71.0068,125.3062,311.7527,193.8813
7813.76033282,26393.787265,0.6429733, 71.0066,125.2738,311.7262,196.7334
7813.76033296,26393.787265,0.6429733, 71.0066,125.2738,311.7262,196.7335
7832.67616912,26396.289260,0.6422478, 70.9988,124.0425,310.7293,303.6134
7838.64907039,26393.614926,0.6420471, 70.9837,123.6596,310.4209,337.1145
7839.64452022,26385.936450,0.6419650, 70.9813,123.5941,310.3797,342.6933
7846.61255795,26391.445948,0.6417075, 70.9942,123.1200,309.9687, 21.9204
7847.11033708,26389.762264,0.6416804, 70.9931,123.0875,309.9374, 24.7802
7856.06901759,26390.377651,0.6416905, 70.9875,122.4956,309.4588, 75.3494
7868.01372357,26392.966875,0.6413953, 70.9821,121.7139,308.8334,142.2630
7882.94478787,26394.113964,0.6411297, 71.0002,120.7297,308.0636,225.1231
7883.44246889,26394.135352,0.6411170, 71.0019,120.6968,308.0388,227.8679
7888.41967896,26393.891222,0.6409109, 71.0154,120.3715,307.7828,255.6625
7894.89022977,26393.543147,0.6407522, 71.0184,119.9509,307.4411,292.1846
7907.83207386,26413.214297,0.6406739, 71.0470,119.0817,306.7313,  6.4644
7915.79699483,26389.839971,0.6401092, 71.0623,118.5560,306.3038, 52.6611
7916.79264969,26390.310039,0.6400769, 71.0619,118.4913,306.2505, 58.4364
7929.73696326,26393.174102,0.6396760, 71.0751,117.6506,305.5631,133.6195
7934.71597315,26393.344426,0.6395818, 71.0772,117.3253,305.3069,162.7201
7988.50345897,26392.930198,0.6381066, 71.0959,113.8503,302.3908,130.4625
7994.48134384,26392.369188,0.6379809, 71.1042,113.4655,302.0844,167.7579
8001.45588673,26391.491054,0.6378499, 71.0988,113.0218,301.7080,211.8008
8008.43066898,26391.192080,0.6377626, 71.1057,112.5763,301.3319,256.3373
8021.38458928,26393.336482,0.6377884, 71.1041,111.7348,300.6486,339.6255
8024.37411179,26349.142742,0.6370941, 71.1003,111.5281,300.4588,358.8280
8030.35320857,26391.210330,0.6377033, 71.0954,111.1309,300.1458, 37.1155
8037.32903586,26392.623350,0.6377379, 71.1035,110.6801,299.7765, 81.7320
8043.30854432,26392.733785,0.6378287, 71.1045,110.2859,299.4736,120.1223
8043.30881053,26392.735384,0.6378287, 71.1045,110.2859,299.4736,120.3163
8050.28480825,26391.814696,0.6377222, 71.1222,109.8335,299.1202,165.2310
8050.28507319,26391.815601,0.6377222, 71.1222,109.8335,299.1202,165.4242
8054.27133803,26391.292500,0.6376921, 71.1247,109.5769,298.9080,191.2286
8054.27135014,26391.292541,0.6376921, 71.1247,109.5769,298.9080,191.2374
8054.27160297,26391.293401,0.6376921, 71.1247,109.5769,298.9080,191.4217
8058.75618986,26390.914597,0.6376720, 71.1300,109.2835,298.6756,220.6167
8059.25449754,26390.894955,0.6376651, 71.1315,109.2513,298.6491,223.8820
8059.25476248,26390.896387,0.6376650, 71.1315,109.2513,298.6491,224.0752
8064.23784160,26390.985994,0.6375958, 71.1447,108.9341,298.3729,256.7556
8064.23810908,26390.989066,0.6375957, 71.1447,108.9341,298.3729,256.9506
8070.21793853,26392.424841,0.6376384, 71.1489,108.5409,298.0538,296.2287
8070.21820601,26392.434309,0.6376384, 71.1489,108.5409,298.0538,296.4237
8078.19159625,26373.476867,0.6372958, 71.1612,108.0233,297.6663,348.6634
8078.19186245,26372.559447,0.6372831, 71.1612,108.0232,297.6667,348.8569
8085.16872547,26392.164680,0.6374490, 71.1659,107.5505,297.2509, 34.3762
8085.16899168,26392.137903,0.6374493, 71.1658,107.5505,297.2507, 34.5703
8091.14919824,26392.555458,0.6374266, 71.1797,107.1693,296.9226, 73.4602
