Time(day),a(km),e,i(deg),n(deg),w(deg),m(deg)
9117.99776065,26471.396493,0.6749799, 71.3907, 39.5929,243.8937,  7.5703
9118.49681972,26483.169771,0.6751260, 71.3920, 39.5535,243.8650,  8.8681
9121.99098153,26517.666050,0.6756126, 71.4060, 39.2971,243.6801, 18.5192
9126.48307921,26516.544966,0.6759557, 71.4169, 38.9748,243.4313, 30.7019
9130.47591972,26514.032075,0.6761137, 71.4126, 38.6645,243.2224, 41.5123
9131.47409851,26513.580961,0.6761087, 71.4113, 38.5851,243.1676, 44.2159
9135.96576494,26512.086828,0.6762223, 71.4215, 38.2505,242.8903, 56.4141
9140.95622070,26510.307653,0.6769024, 71.4260, 37.8810,242.6197, 69.8336
9141.45525035,26510.191172,0.6769333, 71.4242, 37.8402,242.5950, 71.1733
9145.44744614,26509.184136,0.6770067, 71.4189, 37.5211,242.3754, 81.9832
9149.43946173,26508.397328,0.6772480, 71.4300, 37.2309,242.1315, 92.8211
9150.43741689,26508.193008,0.6773534, 71.4328, 37.1599,242.0727, 95.5089
9152.43333638,26507.745373,0.6775821, 71.4362, 37.0155,241.9611,100.9052
9153.43128525,26507.498565,0.6776908, 71.4364, 36.9410,241.9082,103.6039
9157.92196064,26506.173084,0.6779696, 71.4283, 36.5872,241.6776,115.7887
9157.92196065,26506.173083,0.6779696, 71.4283, 36.5872,241.6776,115.7887
9158.91986383,26505.892058,0.6779830, 71.4265, 36.5068,241.6233,118.5112
9163.41027563,26505.188331,0.6782008, 71.4336, 36.1669,241.3519,130.7928
9167.90049641,26504.413344,0.6788707, 71.4316, 35.8259,241.1169,143.0074
9167.90049735,26504.413341,0.6788707, 71.4316, 35.8259,241.1169,143.0081
9167.90051488,26504.413294,0.6788707, 71.4316, 35.8259,241.1169,143.0208
9172.88943369,26503.112115,0.6790166, 71.4161, 35.4142,240.8531,156.6572
9176.88037183,26502.689431,0.6792873, 71.4213, 35.1148,240.6154,167.5613
9179.37471681,26502.555882,0.6795548, 71.4215, 34.9276,240.4785,174.3953
9179.37499457,26502.554328,0.6795549, 71.4215, 34.9276,240.4785,174.5965
9182.36791166,26502.295042,0.6798090, 71.4132, 34.6905,240.3277,182.5960
9182.36819071,26502.293759,0.6798091, 71.4132, 34.6905,240.3277,182.7981
9183.86442201,26502.101706,0.6798684, 71.4067, 34.5670,240.2530,186.6470
9183.86470108,26502.100635,0.6798685, 71.4067, 34.5670,240.2530,186.8491
9186.85743426,26501.745597,0.6798790, 71.3952, 34.3182,240.0937,194.7850
9186.85743554,26501.745593,0.6798790, 71.3952, 34.3182,240.0937,194.7859
9190.34917576,26501.548091,0.6800164, 71.3954, 34.0458,239.8849,204.2456
9192.84320084,26501.739162,0.6803508, 71.3957, 33.8573,239.7448,210.9116
9196.83359807,26502.022987,0.6806543, 71.3709, 33.5187,239.5588,221.4875
9197.83117299,26502.015344,0.6806428, 71.3648, 33.4318,239.5081,224.1222
9203.31772637,26502.150465,0.6807417, 71.3558, 32.9913,239.1915,238.5162
9207.80655562,26502.734990,0.6810766, 71.3469, 32.6391,238.9508,250.0102
9207.80656949,26502.734823,0.6810766, 71.3469, 32.6391,238.9508,250.0202
9215.28775288,26503.602030,0.6810297, 71.3111, 32.0090,238.5609,268.8117
9216.28518936,26503.649725,0.6810378, 71.3106, 31.9298,238.5006,271.2645
9220.27498359,26503.882128,0.6813777, 71.3090, 31.6199,238.2748,280.9891
9229.25171078,26505.158896,0.6813630, 71.2673, 30.8596,237.8014,302.2060
9229.25200014,26505.148674,0.6813628, 71.2673, 30.8596,237.8014,302.4155
9232.74244312,26505.248940,0.6815185, 71.2666, 30.5886,237.6004,310.1338
9237.23045841,26505.511276,0.6816326, 71.2511, 30.2211,237.3703,320.0796
9237.23074777,26505.497168,0.6816320, 71.2511, 30.2210,237.3703,320.2891
9240.72110793,26506.159997,0.6814611, 71.2346, 29.9228,237.1828,327.7117
9240.72110802,26506.159997,0.6814611, 71.2346, 29.9228,237.1828,327.7117
9243.21440592,26507.103631,0.6813669, 71.2326, 29.7201,237.0284,333.1207
9243.21440599,26507.103641,0.6813669, 71.2326, 29.7201,237.0284,333.1207
9243.21441782,26507.105311,0.6813669, 71.2326, 29.7201,237.0284,333.1293
9251.19266818,26536.048338,0.6820612, 71.2202, 29.0748,236.5751,349.7694
9257.17619104,26444.203677,0.6808902, 71.2054, 28.5803,236.2364,  1.9099
9257.67482520,26439.412183,0.6808651, 71.2058, 28.5405,236.1917,  2.9236
9258.17345215,26438.335658,0.6808929, 71.2065, 28.5006,236.1483,  3.9284
9260.16786201,26465.848733,0.6814045, 71.2096, 28.3417,236.0074,  7.8360
9260.16789218,26466.046417,0.6814070, 71.2096, 28.3417,236.0074,  7.8578
9262.16222790,26495.049538,0.6818750, 71.2102, 28.1815,235.9076, 11.6608
9266.15102133,26515.956624,0.6820936, 71.2011, 27.8510,235.7223, 19.3116
9267.14830218,26517.260176,0.6820579, 71.1986, 27.7677,235.6701, 21.2867
9270.13973999,26518.269827,0.6819666, 71.1991, 27.5273,235.4927, 26.9336
9270.13974015,26518.269820,0.6819666, 71.1991, 27.5273,235.4927, 26.9337
9272.13412970,26517.914303,0.6820675, 71.2068, 27.3781,235.3668, 30.7579
9273.13127294,26517.615638,0.6821752, 71.2106, 27.3045,235.3072, 32.6191
9274.62698704,26517.196898,0.6823566, 71.2128, 27.1908,235.2259, 35.3911
9274.62700362,26517.195357,0.6823565, 71.2128, 27.1908,235.2259, 35.4031
9276.12265826,26516.755827,0.6824892, 71.2097, 27.0703,235.1516, 38.1177
9278.11695271,26516.411590,0.6825283, 71.2008, 26.9015,235.0529, 41.8074
9279.11408795,26516.295785,0.6825044, 71.1970, 26.8168,234.9996, 43.6532
9280.11122294,26516.195659,0.6824737, 71.1948, 26.7337,234.9427, 45.5056
9280.11122326,26516.195637,0.6824737, 71.1948, 26.7337,234.9427, 45.5059
9284.59824858,26515.701385,0.6825657, 71.2043, 26.3870,234.6643, 53.8086
9286.59239747,26515.390430,0.6827394, 71.2110, 26.2391,234.5455, 57.4223
9287.58946064,26515.224569,0.6828325, 71.2131, 26.1640,234.4893, 59.2165
9289.58363169,26514.885759,0.6829934, 71.2140, 26.0099,234.3821, 62.8340
9293.57194583,26514.266669,0.6831067, 71.2067, 25.6865,234.1721, 70.0822
9297.56015190,26513.961543,0.6831215, 71.2087, 25.3680,233.9335, 77.3626
9301.54825098,26513.570766,0.6836200, 71.2245, 25.0717,233.6963, 84.5978
9302.54527307,26513.326332,0.6837606, 71.2237, 24.9932,233.6470, 86.3963
9303.54228866,26513.056925,0.6838608, 71.2205, 24.9111,233.5999, 88.1936
9307.53033550,26512.242595,0.6839279, 71.2070, 24.5745,233.3916, 95.4828
9308.52731986,26512.120494,0.6839395, 71.2075, 24.4944,233.3319, 97.3138
9309.52431123,26512.011647,0.6839739, 71.2096, 24.4165,233.2706, 99.1570
9313.51220517,26511.508716,0.6843284, 71.2230, 24.1162,233.0321,106.5120
9314.50915165,26511.335495,0.6844404, 71.2249, 24.0404,232.9772,108.3371
9317.49999998,26510.684338,0.6847130, 71.2238, 23.8048,232.8225,113.8468
9319.49385584,26510.171468,0.6848022, 71.2186, 23.6411,232.7214,117.5275
9321.48772181,26509.648634,0.6848252, 71.2134, 23.4752,232.6154,121.2600
9324.47847423,26509.027079,0.6848723, 71.2135, 23.2329,232.4395,126.9152
9325.47538715,26508.909884,0.6849399, 71.2166, 23.1558,232.3778,128.8157
9326.47227680,26508.835691,0.6850487, 71.2206, 23.0804,232.3170,130.7034
9327.46920795,26508.772196,0.6851945, 71.2242, 23.0054,232.2592,132.6216
9329.46295616,26508.475785,0.6855124, 71.2246, 22.8495,232.1578,136.3739
9332.45357924,26507.450974,0.6857182, 71.2079, 22.5924,232.0204,142.0584
9333.45053302,26507.110154,0.6857157, 71.2027, 22.5052,231.9693,144.0421
9335.44427086,26506.588484,0.6857161, 71.1985, 22.3371,231.8561,147.9310
9336.44110618,26506.396880,0.6857450, 71.1991, 22.2567,231.7963,149.8673
9338.93319138,26506.078164,0.6859197, 71.2040, 22.0619,231.6477,154.7334
9340.42846203,26505.787606,0.6860689, 71.2066, 21.9461,231.5631,157.6800
9343.41886862,26505.246408,0.6863466, 71.2042, 21.7075,231.4074,163.5081
9343.41886863,26505.246408,0.6863466, 71.2042, 21.7075,231.4074,163.5081
9343.91773078,26505.207176,0.6863806, 71.2026, 21.6663,231.3828,164.8191
9345.41292889,26504.791668,0.6864510, 71.1970, 21.5413,231.3089,167.7598
9347.40644703,26504.282865,0.6864749, 71.1877, 21.3713,231.2081,171.6599
9349.39999519,26503.764990,0.6864529, 71.1802, 21.2012,231.0999,175.6290
9351.39353814,26503.315913,0.6864590, 71.1777, 21.0358,230.9825,179.6381
9354.38378017,26502.981885,0.6866926, 71.1828, 20.7994,230.8031,185.6397
9354.38378083,26502.981880,0.6866926, 71.1828, 20.7994,230.8031,185.6402
9355.38049787,26502.966576,0.6868287, 71.1833, 20.7208,230.7488,187.6166
9356.37719795,26502.952397,0.6869629, 71.1812, 20.6397,230.6994,189.5781
9356.37719859,26502.952392,0.6869629, 71.1812, 20.6397,230.6994,189.5786
9358.37063844,26502.754717,0.6871235, 71.1679, 20.4670,230.6096,193.5382
9359.36732341,26502.549573,0.6871305, 71.1591, 20.3769,230.5637,195.5072
9363.85255855,26501.810719,0.6870599, 71.1406, 19.9882,230.3123,204.6102
9370.33096682,26501.845131,0.6874711, 71.1344, 19.4639,229.9491,217.5851
9372.82262017,26501.922786,0.6875220, 71.1207, 19.2505,229.8253,222.5240
9375.31405124,26501.967530,0.6874568, 71.1051, 19.0330,229.6942,227.3113
9387.27295425,26503.121710,0.6877983, 71.0599, 18.0189,229.0442,250.0214
9388.26939548,26503.202259,0.6877374, 71.0523, 17.9288,228.9907,251.7924
9388.26939612,26503.202254,0.6877374, 71.0523, 17.9288,228.9907,251.7929
9391.25894669,26503.347601,0.6876580, 71.0444, 17.6739,228.8110,257.2611
9394.74665808,26503.659459,0.6878240, 71.0449, 17.3924,228.6057,263.4694
9394.74669171,26503.658984,0.6878240, 71.0449, 17.3924,228.6057,263.4938
9398.73249236,26504.348677,0.6879684, 71.0312, 17.0594,228.3970,270.3278
9402.71824342,26505.052597,0.6878268, 71.0079, 16.7122,228.1857,277.0389
9405.70746341,26505.392995,0.6877160, 71.0005, 16.4589,228.0058,281.9695
9409.69291400,26505.657308,0.6879590, 71.0045, 16.1389,227.7672,288.2776
9470.94936206,26535.594873,0.6900510, 70.9339, 11.0326,224.3463,357.8362
9474.93241781,26472.286376,0.6895904, 70.9431, 10.7095,224.1006,  1.3490
9477.91914302,26446.183094,0.6896486, 70.9480, 10.4669,223.9099,  3.5714
9479.91037036,26443.050498,0.6897953, 70.9450, 10.2986,223.7895,  5.1159
9480.90592778,26445.135516,0.6898795, 70.9421, 10.2128,223.7318,  5.8539
9481.90149683,26448.932283,0.6899636, 70.9389, 10.1263,223.6749,  6.6067
9482.89705961,26453.878539,0.6900445, 70.9358, 10.0396,223.6182,  7.3628
9483.89265507,26459.703215,0.6901255, 70.9332,  9.9530,223.5611,  8.1510
9484.88817756,26465.407891,0.6902024, 70.9317,  9.8672,223.5035,  8.8954
9485.88372681,26471.225552,0.6902889, 70.9317,  9.7825,223.4448,  9.6678
9486.87924522,26476.608727,0.6903896, 70.9333,  9.6994,223.3853, 10.4256
9488.87025756,26485.927261,0.6906703, 70.9411,  9.5378,223.2672, 11.9369
9489.86575408,26489.767725,0.6908538, 70.9458,  9.4584,223.2113, 12.6860
9490.86123215,26493.044175,0.6910516, 70.9492,  9.3785,223.1595, 13.4189
9492.85218036,26498.396185,0.6913960, 70.9474,  9.2120,223.0691, 14.8746
9493.34990469,26499.627727,0.6914546, 70.9449,  9.1684,223.0480, 15.2321
9495.34080776,26503.496187,0.6915564, 70.9313,  8.9894,222.9610, 16.6967
9495.83852330,26504.208306,0.6915581, 70.9281,  8.9445,222.9373, 17.0653
9496.83395524,26505.636959,0.6915547, 70.9232,  8.8556,222.8863, 17.8161
9497.82938746,26506.817269,0.6915595, 70.9207,  8.7687,222.8314, 18.5816
9500.31790625,26508.792300,0.6916831, 70.9241,  8.5609,222.6862, 20.4904
9500.81554629,26508.925789,0.6917278, 70.9257,  8.5205,222.6575, 20.8293
9502.30865120,26509.521701,0.6918886, 70.9302,  8.3996,222.5738, 21.9853
9503.30400100,26509.720924,0.6920035, 70.9321,  8.3187,222.5209, 22.7201
9503.80166873,26509.730589,0.6920593, 70.9327,  8.2779,222.4954, 23.0832
9504.79699833,26509.830025,0.6921621, 70.9325,  8.1954,222.4457, 23.8091
9505.79235252,26509.897683,0.6922471, 70.9308,  8.1114,222.3975, 24.5588
9506.78768164,26509.928520,0.6923100, 70.9277,  8.0262,222.3501, 25.2982
9507.78303496,26509.940708,0.6923494, 70.9235,  7.9398,222.3026, 26.0648
9508.28067681,26509.993632,0.6923607, 70.9210,  7.8961,222.2785, 26.4274
9508.77834165,26509.924433,0.6923671, 70.9187,  7.8525,222.2543, 26.8087
9510.76897779,26509.841109,0.6923562, 70.9091,  7.6771,222.1530, 28.3509
9511.76426293,26509.764354,0.6923423, 70.9053,  7.5898,222.0993, 29.1178
9512.75956456,26509.662445,0.6923347, 70.9028,  7.5034,222.0434, 29.9093
9513.75487188,26509.525543,0.6923433, 70.9018,  7.4182,221.9857, 30.7163
9514.75015106,26509.346533,0.6923778, 70.9024,  7.3344,221.9269, 31.5125
9516.74070107,26508.832357,0.6925461, 70.9068,  7.1701,221.8109, 33.1160
9517.23835476,26508.740476,0.6926077, 70.9077,  7.1292,221.7834, 33.5305
9517.73599927,26508.498930,0.6926740, 70.9086,  7.0884,221.7568, 33.9370
9518.73124168,26508.139597,0.6928101, 70.9084,  7.0052,221.7071, 34.7170
9519.72649063,26507.796707,0.6929277, 70.9048,  6.9194,221.6615, 35.5027
9520.72175017,26507.508557,0.6930020, 70.8978,  6.8304,221.6187, 36.3020
9521.71700293,26507.294737,0.6930220, 70.8883,  6.7387,221.5755, 37.1089
9526.19562481,26506.663684,0.6929013, 70.8612,  6.3330,221.3353, 40.9408
9528.68373135,26505.943531,0.6930312, 70.8634,  6.1238,221.1886, 43.1405
9530.67418563,26505.362534,0.6931943, 70.8635,  5.9570,221.0802, 44.8903
9531.66941044,26505.080623,0.6932670, 70.8616,  5.8723,221.0292, 45.7682
9533.65985326,26504.568074,0.6933578, 70.8532,  5.6989,220.9309, 47.5349
9535.65031995,26504.154778,0.6933590, 70.8404,  5.5212,220.8328, 49.3495
9536.64555964,26503.990701,0.6933305, 70.8335,  5.4314,220.7820, 50.2757
9537.64080189,26503.855547,0.6932901, 70.8269,  5.3415,220.7293, 51.2140
9538.63604466,26503.745228,0.6932459, 70.8211,  5.2521,220.6744, 52.1625
9539.63129089,26503.655251,0.6932069, 70.8165,  5.1635,220.6174, 53.1225
9540.62653566,26503.577736,0.6931823, 70.8135,  5.0761,220.5585, 54.0888
9541.62179472,26503.507587,0.6931807, 70.8120,  4.9899,220.4985, 55.0708
9543.61230244,26503.343823,0.6932670, 70.8124,  4.8211,220.3790, 57.0311
9545.60280364,26503.083530,0.6934527, 70.8118,  4.6530,220.2691, 58.9720
9546.59805960,26502.918239,0.6935460, 70.8080,  4.5667,220.2200, 59.9369
9549.58387500,26502.606171,0.6935836, 70.7792,  4.2916,220.0827, 62.8638
9551.57447030,26502.739326,0.6934391, 70.7601,  4.1048,219.9760, 64.8930
9553.56532718,26502.958977,0.6933694, 70.7530,  3.9274,219.8546, 67.1324
9554.56063470,26503.048031,0.6933879, 70.7527,  3.8420,219.7931, 68.1599
9555.55595345,26503.112523,0.6934333, 70.7530,  3.7577,219.7331, 69.1879
9556.55125490,26503.159140,0.6934934, 70.7530,  3.6736,219.6754, 70.1947
9557.54657431,26503.191904,0.6935556, 70.7519,  3.5891,219.6202, 71.2058
9558.54190569,26503.220524,0.6936095, 70.7494,  3.5036,219.5671, 72.2178
9559.53724369,26503.249918,0.6936476, 70.7454,  3.4170,219.5156, 73.2282
9560.53259210,26503.286089,0.6936651, 70.7400,  3.3292,219.4650, 74.2412
9562.02564346,26503.310007,0.6936489, 70.7302,  3.1955,219.3898, 75.7750
9563.51877114,26503.481450,0.6935905, 70.7192,  3.0606,219.3108, 77.3611
9565.50956091,26503.723054,0.6934759, 70.7062,  2.8807,219.2001, 79.4389
9566.50497817,26503.881284,0.6934220, 70.7015,  2.7918,219.1415, 80.4925
9567.50044405,26504.061146,0.6933826, 70.6984,  2.7040,219.0812, 81.5789
9568.49587084,26504.258548,0.6933660, 70.6970,  2.6175,219.0197, 82.6328
9570.48674237,26504.662476,0.6934195, 70.6978,  2.4482,218.8970, 84.7311
9571.48218363,26504.841215,0.6934874, 70.6988,  2.3645,218.8382, 85.7681
9572.47764719,26504.985023,0.6935710, 70.6987,  2.2805,218.7826, 86.8081
9572.47765860,26504.984927,0.6935710, 70.6987,  2.2805,218.7826, 86.8164
9573.47311976,26505.081579,0.6936535, 70.6965,  2.1952,218.7306, 87.8412
9576.95740567,26505.133886,0.6936840, 70.6687,  1.8786,218.5623, 91.4904
9578.45062446,26505.419519,0.6935744, 70.6553,  1.7394,218.4803, 93.0232
9578.45062447,26505.419519,0.6935744, 70.6553,  1.7394,218.4803, 93.0232
9579.44613612,26505.635207,0.6935103, 70.6503,  1.6490,218.4203, 94.0711
9580.44167901,26505.890357,0.6934797, 70.6486,  1.5612,218.3573, 95.1388
9582.43278246,26506.397250,0.6935344, 70.6515,  1.3922,218.2312, 97.2595
9584.42390991,26506.791289,0.6936731, 70.6546,  1.2257,218.1140, 99.3455
9588.40629002,26507.328861,0.6938296, 70.6445,  0.8823,217.9020,103.4767
9589.40191527,26507.452580,0.6938174, 70.6394,  0.7940,217.8495,104.5136
9590.39755332,26507.585675,0.6937882, 70.6340,  0.7053,217.7957,105.5553
9591.39320373,26507.733958,0.6937478, 70.6291,  0.6165,217.7401,106.6021
9592.38886499,26507.903421,0.6937040, 70.6249,  0.5281,217.6825,107.6531
9593.38453864,26508.099340,0.6936655, 70.6221,  0.4404,217.6228,108.7089
9594.38022083,26508.325489,0.6936418, 70.6210,  0.3537,217.5612,109.7657
9595.37591350,26508.581818,0.6936414, 70.6215,  0.2684,217.4985,110.8232
9597.36732009,26509.156020,0.6937295, 70.6265,  0.1014,217.3735,112.9234
9599.35875240,26509.704242,0.6939176, 70.6318,359.9362,217.2567,114.9877
9601.35022163,26510.072184,0.6941052, 70.6296,359.7669,217.1530,117.0196
9602.34600368,26510.170669,0.6941572, 70.6245,359.6791,217.1046,118.0532
9602.34601051,26510.170651,0.6941572, 70.6245,359.6791,217.1046,118.0582
9603.83963684,26510.276494,0.6941591, 70.6135,359.5438,217.0308,119.5661
9604.83534300,26510.353187,0.6941222, 70.6062,359.4526,216.9781,120.5384
9605.83117504,26510.481639,0.6940773, 70.6009,359.3622,216.9213,121.6030
9606.32908649,26510.544393,0.6940602, 70.5994,359.3176,216.8915,122.1319
9607.32491823,26510.769182,0.6940466, 70.5987,359.2303,216.8293,123.1938
9609.81452006,26511.501000,0.6941798, 70.6069,359.0213,216.6720,125.8265
9611.80624087,26511.967727,0.6943880, 70.6138,358.8570,216.5567,127.9021
9611.80624088,26511.967727,0.6943880, 70.6138,358.8570,216.5567,127.9021
9613.30005314,26512.158995,0.6945284, 70.6151,358.7317,216.4773,129.4430
9614.29594375,26512.269163,0.6945967, 70.6138,358.6466,216.4261,130.4713
9615.29185046,26512.353498,0.6946416, 70.6112,358.5604,216.3753,131.5055
9617.28370216,26512.482238,0.6946688, 70.6040,358.3857,216.2715,133.5918
9617.28370418,26512.482231,0.6946688, 70.6040,358.3857,216.2715,133.5932
9620.27157000,26512.688786,0.6946420, 70.5965,358.1235,216.1030,136.7767
9620.27157017,26512.688785,0.6946420, 70.5965,358.1235,216.1030,136.7768
9620.27157592,26512.688758,0.6946420, 70.5965,358.1235,216.1030,136.7810
9620.27159436,26512.688672,0.6946420, 70.5965,358.1235,216.1030,136.7943
9627.24358037,26513.793391,0.6951994, 70.6162,357.5389,215.6936,144.2904
9630.23173471,26513.816109,0.6954407, 70.6052,357.2777,215.5513,147.5062
9631.22791551,26513.721392,0.6954484, 70.5985,357.1874,215.5025,148.6742
9634.71423596,26513.661939,0.6954461, 70.5893,356.8768,215.3044,152.5794
9641.68802563,26514.092128,0.6961571, 70.6050,356.2897,214.9208,161.1230
9647.16627111,26513.533039,0.6962693, 70.5863,355.8052,214.6381,166.9949
9648.16296119,26513.444239,0.6962846, 70.5856,355.7180,214.5810,168.5467
9649.15934495,26513.377974,0.6963195, 70.5865,355.6318,214.5225,169.8804
9653.14452083,26513.403345,0.6967262, 70.5991,355.2952,214.2949,174.9513
9656.13351609,26513.348477,0.6970794, 70.5929,355.0358,214.1544,178.8058
9657.12984620,26513.193481,0.6971267, 70.5855,354.9452,214.1103,180.0955
9658.12627438,26512.977552,0.6971359, 70.5772,354.8533,214.0643,181.4664
9662.61010686,26512.127625,0.6971704, 70.5632,354.4494,213.8175,187.6990
9664.10463688,26512.045348,0.6973022, 70.5674,354.3215,213.7309,189.7384
9667.59240067,26511.816761,0.6976833, 70.5698,354.0221,213.5526,194.8740
9669.08715743,26511.641715,0.6977835, 70.5639,353.8896,213.4827,197.0857
9670.58188969,26511.346843,0.6978250, 70.5553,353.7547,213.4131,199.2971
9670.58189001,26511.346841,0.6978250, 70.5553,353.7547,213.4131,199.2974
9676.06278600,26510.138637,0.6977953, 70.5315,353.2587,213.1235,207.7599
9676.56105199,26509.997256,0.6978098, 70.5316,353.2148,213.0952,208.5452
9682.54041850,26509.172618,0.6983566, 70.5295,352.6915,212.7835,218.1498
9683.03887449,26509.154248,0.6983877, 70.5256,352.6458,212.7618,219.0814
9688.52032131,26507.636818,0.6982804, 70.4819,352.1329,212.4899,228.4313
9693.50365575,26506.598348,0.6985930, 70.4833,351.6933,212.2146,237.3192
9695.49683979,26506.267798,0.6987060, 70.4756,351.5144,212.1193,240.7949
9698.48699123,26505.654138,0.6986900, 70.4541,351.2385,211.9770,246.3544
9702.97233809,26504.543816,0.6985179, 70.4299,350.8246,211.7333,254.9974
9702.97233841,26504.543813,0.6985179, 70.4299,350.8246,211.7333,254.9976
9708.45491345,26503.026361,0.6988096, 70.4288,350.3374,211.4281,266.1283
9710.94707940,26502.748009,0.6989148, 70.4105,350.1073,211.3139,271.2805
9710.94715975,26502.746489,0.6989148, 70.4105,350.1073,211.3139,271.3387
9710.94721314,26502.745477,0.6989148, 70.4105,350.1073,211.3139,271.3774
9715.43270409,26501.823946,0.6986579, 70.3709,349.6812,211.0775,280.5643
9715.43296519,26501.819266,0.6986579, 70.3709,349.6812,211.0776,280.7534
9716.42957178,26501.526838,0.6986490, 70.3698,349.5906,211.0167,282.7038
9719.42014988,26500.731680,0.6987999, 70.3727,349.3254,210.8420,289.1065
9724.90305716,26499.978119,0.6989090, 70.3469,348.8257,210.5636,300.9823
9731.88163716,26498.356723,0.6986513, 70.3185,348.1846,210.1612,316.5143
9731.88166726,26498.352987,0.6986512, 70.3185,348.1846,210.1612,316.5361
9737.86345710,26494.891938,0.6989543, 70.3064,347.6461,209.8422,329.7928
9737.86352346,26494.872304,0.6989540, 70.3064,347.6461,209.8422,329.8409
9738.36197726,26494.530769,0.6989441, 70.3014,347.5991,209.8177,330.9135
9741.35300668,26491.979732,0.6987043, 70.2723,347.3123,209.6596,337.5911
9748.33217048,26530.350682,0.6992572, 70.2794,346.6812,209.2031,353.1414
9750.32642145,26556.122719,0.6996464, 70.2725,346.5004,209.1253,357.6284
9752.81912000,26466.059341,0.6985871, 70.2504,346.2655,209.0038,  3.1403
9754.31470725,26444.899423,0.6983309, 70.2397,346.1209,208.8803,  6.4387
9754.31470851,26444.900105,0.6983309, 70.2397,346.1209,208.8803,  6.4396
9759.79876571,26496.072481,0.6990045, 70.2407,345.6159,208.5402, 18.5467
9761.29452374,26501.187641,0.6991779, 70.2463,345.4842,208.4592, 21.8741
9766.77858547,26507.487918,0.6994808, 70.2261,344.9850,208.1912, 33.5983
9766.77863854,26507.492629,0.6994808, 70.2261,344.9850,208.1912, 33.6367
9766.77882820,26507.509159,0.6994806, 70.2261,344.9850,208.1913, 33.7740
9776.75040592,26509.860229,0.6999065, 70.2254,344.0902,207.6247, 55.0511
9776.75040655,26509.860224,0.6999065, 70.2254,344.0902,207.6247, 55.0516
9779.24348455,26510.233695,0.6999592, 70.2146,343.8632,207.4982, 60.3386
9789.21603479,26512.205150,0.7003977, 70.2207,342.9727,206.9272, 81.2884
9789.71454733,26512.213974,0.7004589, 70.2214,342.9288,206.9021, 82.2238
9793.70352579,26512.462682,0.7007113, 70.2035,342.5651,206.7113, 90.2702
9797.19417560,26512.988987,0.7006892, 70.1884,342.2411,206.5187, 97.5129
9798.19152671,26513.196554,0.7007382, 70.1908,342.1516,206.4586, 99.5952
9798.19152672,26513.196554,0.7007382, 70.1908,342.1516,206.4586, 99.5952
9801.68222551,26513.686904,0.7011545, 70.2065,341.8456,206.2632,106.7800
9803.67692371,26513.746194,0.7013748, 70.2059,341.6680,206.1672,110.8394
9807.16805409,26513.745122,0.7014978, 70.1895,341.3477,205.9991,118.2208
9808.16549643,26513.742052,0.7014979, 70.1851,341.2555,205.9470,120.3172
9828.61325570,26513.644653,0.7027946, 70.1656,339.3944,204.8733,163.2955
9828.61327550,26513.644550,0.7027946, 70.1656,339.3944,204.8733,163.3098
9834.09972585,26513.086198,0.7031118, 70.1392,338.8872,204.6227,175.2077
9834.59851802,26512.979731,0.7031057, 70.1358,338.8401,204.5978,176.3167
9839.58651679,26512.287570,0.7031676, 70.1225,338.3761,204.3288,187.5611
9840.08532081,26512.247224,0.7032030, 70.1232,338.3307,204.3018,188.6940
9844.07579933,26512.029194,0.7036108, 70.1236,337.9677,204.1016,197.7852
9846.56990017,26511.764057,0.7037533, 70.1047,337.7332,203.9935,203.5171
9850.56060499,26510.809090,0.7036566, 70.0683,337.3485,203.7992,212.9340
9852.55602125,26510.383202,0.7036887, 70.0650,337.1612,203.6876,217.7508
9856.54697203,26509.894870,0.7040273, 70.0656,336.7942,203.4827,227.4916
9858.54244122,26509.639331,0.7041352, 70.0540,336.6070,203.3939,232.3728
9859.54015244,26509.470245,0.7041427, 70.0453,336.5117,203.3498,234.8095
9859.54015969,26509.470197,0.7041427, 70.0453,336.5117,203.3498,234.8147
9862.53349715,26508.803225,0.7040388, 70.0181,336.2232,203.2063,242.3479
9864.52914004,26508.284625,0.7039703, 70.0070,336.0324,203.0993,247.4941
9865.02797626,26508.107754,0.7039645, 70.0057,335.9852,203.0719,248.7332
9865.52702514,26508.019601,0.7039644, 70.0045,335.9380,203.0438,250.1279
9866.52487169,26507.756627,0.7039834, 70.0036,335.8445,202.9882,252.7408
9869.51846674,26507.014218,0.7041712, 70.0037,335.5665,202.8289,260.6436
9871.51416321,26506.598730,0.7043190, 69.9968,335.3796,202.7347,265.9015
9874.50788279,26506.078621,0.7043360, 69.9665,335.0902,202.6025,273.9722
9878.49962342,26504.988937,0.7041200, 69.9333,334.7005,202.3926,285.0273
9884.48758435,26502.672076,0.7044073, 69.9284,334.1384,202.0769,302.0837
9884.98656544,26502.399302,0.7044199, 69.9256,334.0909,202.0538,303.5013
9888.47967567,26500.997440,0.7043129, 69.8948,333.7523,201.8879,313.6743
9889.47761543,26500.416743,0.7042437, 69.8866,333.6550,201.8360,316.5449
9894.46809345,26494.566537,0.7040789, 69.8740,333.1771,201.5537,331.6134
9897.46249236,26487.056146,0.7041553, 69.8761,332.8942,201.3910,340.7780
9900.45696446,26492.340015,0.7042271, 69.8624,332.6026,201.2192,350.0197
9900.95607598,26501.923961,0.7043073, 69.8587,332.5531,201.1849,351.5932
