27.1,0.15604,0.38708,-0.69213,0.58887
27.2,0.16228,0.39441,-0.69817,0.57504
27.3,0.16835,0.40163,-0.70401,0.561
27.4,0.17424,0.40875,-0.70966,0.54676
27.5,0.17996,0.41576,-0.71511,0.53233
27.6,0.1855,0.42266,-0.72036,0.51771
27.7,0.19086,0.42945,-0.72541,0.50291
27.8,0.19605,0.43612,-0.73026,0.48794
27.9,0.20105,0.44266,-0.73492,0.47279
28,0.20588,0.44908,-0.73936,0.45747
28.1,0.21052,0.45538,-0.74361,0.44199
28.2,0.21498,0.46153,-0.74765,0.42636
28.3,0.21926,0.46756,-0.75149,0.41058
28.4,0.22336,0.47344,-0.75512,0.39466
28.5,0.22728,0.47918,-0.75854,0.3786
28.6,0.23101,0.48478,-0.76176,0.36241
28.7,0.23456,0.49023,-0.76477,0.34609
28.8,0.23792,0.49553,-0.76758,0.32965
28.9,0.24111,0.50068,-0.77017,0.31309
29,0.2441,0.50567,-0.77255,0.29643
29.1,0.24692,0.5105,-0.77473,0.27967
29.2,0.24955,0.51517,-0.7767,0.2628
29.3,0.252,0.51968,-0.77845,0.24585
29.4,0.25426,0.52402,-0.78,0.22881
29.5,0.25634,0.52819,-0.78134,0.2117
29.6,0.25824,0.5322,-0.78246,0.19451
29.7,0.25995,0.53603,-0.78338,0.17725
29.8,0.26149,0.53968,-0.78408,0.15993
29.9,0.26284,0.54316,-0.78458,0.14256
30,0.26401,0.54647,-0.78487,0.12513
30.1,0.265,0.54959,-0.78494,0.10767
30.2,0.26581,0.55253,-0.78481,0.090163
30.3,0.26644,0.55529,-0.78447,0.072628
30.4,0.26689,0.55786,-0.78392,0.055068
30.5,0.26716,0.56025,-0.78316,0.037488
30.6,0.26726,0.56245,-0.78219,0.019895
30.7,0.26718,0.56447,-0.78102,0.0022948
30.8,0.26692,0.56629,-0.77964,-0.015307
30.9,0.26649,0.56792,-0.77805,-0.032905
31,0.26588,0.56936,-0.77626,-0.050492
31.1,0.26511,0.57061,-0.77427,-0.068063
31.2,0.26416,0.57166,-0.77207,-0.085611
31.3,0.26303,0.57252,-0.76967,-0.10313
31.4,0.26174,0.57319,-0.76707,-0.12062
31.5,0.26028,0.57366,-0.76427,-0.13807
31.6,0.25866,0.57393,-0.76127,-0.15547
31.7,0.25686,0.57401,-0.75807,-0.17282
31.8,0.25491,0.57389,-0.75468,-0.19011
31.9,0.25278,0.57357,-0.75109,-0.20734
32,0.2505,0.57305,-0.7473,-0.2245
32.1,0.24806,0.57234,-0.74332,-0.24159
32.2,0.24545,0.57143,-0.73916,-0.25859
32.3,0.24269,0.57032,-0.7348,-0.27551
32.4,0.23977,0.56901,-0.73026,-0.29234
32.5,0.23669,0.56751,-0.72553,-0.30907
32.6,0.23346,0.5658,-0.72061,-0.3257
32.7,0.23008,0.5639,-0.71551,-0.34223
32.8,0.22655,0.5618,-0.71024,-0.35864
32.9,0.22286,0.55951,-0.70478,-0.37493
33,0.21903,0.55702,-0.69915,-0.39109
33.1,0.21506,0.55433,-0.69334,-0.40713
33.2,0.21094,0.55144,-0.68736,-0.42303
33.3,0.20667,0.54837,-0.68121,-0.43879
33.4,0.20227,0.54509,-0.67489,-0.45441
33.5,0.19773,0.54163,-0.66841,-0.46987
33.6,0.19305,0.53797,-0.66176,-0.48518
33.7,0.18823,0.53412,-0.65495,-0.50033
33.8,0.18328,0.53008,-0.64798,-0.51531
33.9,0.1782,0.52585,-0.64086,-0.53012
34,0.17299,0.52143,-0.63358,-0.54476
34.1,0.16765,0.51682,-0.62615,-0.55922
34.2,0.16219,0.51202,-0.61858,-0.57349
34.3,0.1566,0.50704,-0.61086,-0.58757
34.4,0.15089,0.50188,-0.60299,-0.60146
34.5,0.14506,0.49653,-0.59499,-0.61514
34.6,0.13911,0.491,-0.58685,-0.62863
34.7,0.13305,0.48529,-0.57858,-0.6419
34.8,0.12688,0.4794,-0.57018,-0.65496
34.9,0.12059,0.47333,-0.56165,-0.66781
35,0.11419,0.46709,-0.553,-0.68043
35.1,0.10769,0.46067,-0.54422,-0.69283
35.2,0.10108,0.45408,-0.53533,-0.70499
35.3,0.094373,0.44732,-0.52632,-0.71692
35.4,0.087563,0.4404,-0.5172,-0.72862
35.5,0.080657,0.4333,-0.50798,-0.74007
35.6,0.073655,0.42604,-0.49865,-0.75128
35.7,0.066561,0.41861,-0.48922,-0.76223
35.8,0.059377,0.41102,-0.47969,-0.77294
35.9,0.052105,0.40327,-0.47008,-0.78338
36,0.044747,0.39536,-0.46037,-0.79357
36.1,0.037308,0.3873,-0.45057,-0.80349
36.2,0.029788,0.37909,-0.4407,-0.81314
36.3,0.022191,0.37072,-0.43074,-0.82252
36.4,0.014519,0.3622,-0.42072,-0.83162
36.5,0.0067749,0.35353,-0.41062,-0.84045
36.6,-0.0010384,0.34472,-0.40045,-0.849
36.7,-0.0089183,0.33577,-0.39023,-0.85727
36.8,-0.016862,0.32667,-0.37994,-0.86524
36.9,-0.024867,0.31744,-0.3696,-0.87293
37,-0.03293,0.30807,-0.35921,-0.88033
37.1,-0.041048,0.29856,-0.34878,-0.88743
37.2,-0.049218,0.28893,-0.3383,-0.89423
37.3,-0.057438,0.27916,-0.32779,-0.90074
37.4,-0.065704,0.26927,-0.31724,-0.90694
37.5,-0.074014,0.25925,-0.30667,-0.91283
37.6,-0.082364,0.24912,-0.29607,-0.91842
37.7,-0.090752,0.23886,-0.28545,-0.9237
37.8,-0.099173,0.22849,-0.27481,-0.92867
37.9,-0.10763,0.218,-0.26416,-0.93333
38,-0.11611,0.2074,-0.25351,-0.93768
38.1,-0.12461,0.1967,-0.24285,-0.9417
38.2,-0.13314,0.18589,-0.2322,-0.94541
38.3,-0.14168,0.17497,-0.22155,-0.9488
38.4,-0.15024,0.16396,-0.21092,-0.95187
38.5,-0.15881,0.15284,-0.20029,-0.95462
38.6,-0.16739,0.14164,-0.18969,-0.95705
38.7,-0.17597,0.13034,-0.17912,-0.95915
38.8,-0.18455,0.11895,-0.16857,-0.96092
38.9,-0.19313,0.10748,-0.15806,-0.96238
39,-0.20171,0.095919,-0.14758,-0.9635
39.1,-0.21027,0.084282,-0.13715,-0.9643
39.2,-0.21882,0.072567,-0.12677,-0.96477
39.3,-0.22736,0.060778,-0.11644,-0.96491
39.4,-0.23587,0.048918,-0.10616,-0.96473
39.5,-0.24436,0.036989,-0.095949,-0.96422
39.6,-0.25282,0.024995,-0.085801,-0.96338
39.7,-0.26125,0.012939,-0.075725,-0.96221
39.8,-0.26965,0.0008232,-0.065723,-0.96071
39.9,-0.278,-0.011348,-0.055801,-0.95889
40,-0.28631,-0.023572,-0.045963,-0.95674
40.1,-0.29457,-0.035846,-0.036213,-0.95427
40.2,-0.30279,-0.048166,-0.026557,-0.95147
40.3,-0.31094,-0.06053,-0.016999,-0.94835
40.4,-0.31904,-0.072934,-0.0075419,-0.9449
40.5,-0.32707,-0.085375,0.0018083,-0.94113
40.6,-0.33504,-0.097849,0.011048,-0.93704
40.7,-0.34294,-0.11035,0.020172,-0.93264
40.8,-0.35076,-0.12289,0.029177,-0.92791
40.9,-0.3585,-0.13544,0.038058,-0.92287
41,-0.36615,-0.14802,0.046811,-0.91751
41.1,-0.37372,-0.16061,0.055433,-0.91185
41.2,-0.3812,-0.17322,0.063918,-0.90587
41.3,-0.38858,-0.18583,0.072262,-0.89958
41.4,-0.39586,-0.19846,0.080463,-0.89299
41.5,-0.40303,-0.21108,0.088515,-0.8861
41.6,-0.41009,-0.22371,0.096415,-0.87891
41.7,-0.41705,-0.23634,0.10416,-0.87142
41.8,-0.42388,-0.24895,0.11174,-0.86363
41.9,-0.43059,-0.26156,0.11917,-0.85556
42,-0.43718,-0.27415,0.12642,-0.84719
42.1,-0.44364,-0.28673,0.1335,-0.83854
42.2,-0.44996,-0.29928,0.14041,-0.82961
42.3,-0.45614,-0.31182,0.14714,-0.8204
42.4,-0.46218,-0.32432,0.1537,-0.81092
42.5,-0.46807,-0.33679,0.16006,-0.80116
42.6,-0.47381,-0.34923,0.16624,-0.79115
42.7,-0.47939,-0.36162,0.17223,-0.78086
42.8,-0.48481,-0.37398,0.17803,-0.77032
42.9,-0.49007,-0.38629,0.18363,-0.75953
43,-0.49516,-0.39855,0.18903,-0.74849
43.1,-0.50008,-0.41076,0.19424,-0.73721
43.2,-0.50482,-0.42291,0.19923,-0.72568
43.3,-0.50938,-0.435,0.20403,-0.71392
43.4,-0.51375,-0.44702,0.20861,-0.70194
43.5,-0.51793,-0.45898,0.21298,-0.68972
43.6,-0.52192,-0.47087,0.21714,-0.67729
43.7,-0.52572,-0.48268,0.22109,-0.66465
43.8,-0.52931,-0.49442,0.22482,-0.6518
43.9,-0.53269,-0.50607,0.22833,-0.63875
44,-0.53587,-0.51764,0.23162,-0.6255
44.1,-0.53883,-0.52911,0.23469,-0.61206
44.2,-0.54158,-0.5405,0.23754,-0.59844
44.3,-0.54411,-0.55178,0.24017,-0.58464
44.4,-0.54641,-0.56297,0.24257,-0.57066
44.5,-0.54849,-0.57405,0.24475,-0.55653
44.6,-0.55033,-0.58503,0.2467,-0.54223
44.7,-0.55194,-0.59589,0.24843,-0.52778
44.8,-0.55332,-0.60664,0.24993,-0.51319
44.9,-0.55445,-0.61727,0.2512,-0.49846
45,-0.55534,-0.62778,0.25225,-0.4836
45.1,-0.55598,-0.63816,0.25307,-0.46861
45.2,-0.55637,-0.64841,0.25366,-0.45351
45.3,-0.55651,-0.65854,0.25403,-0.43829
45.4,-0.55639,-0.66852,0.25417,-0.42298
45.5,-0.55601,-0.67837,0.25409,-0.40756
45.6,-0.55538,-0.68807,0.25379,-0.39206
45.7,-0.55448,-0.69762,0.25326,-0.37648
45.8,-0.55331,-0.70703,0.25251,-0.36083
45.9,-0.55188,-0.71628,0.25154,-0.34511
46,-0.55018,-0.72538,0.25035,-0.32933
46.1,-0.54821,-0.73431,0.24895,-0.3135
46.2,-0.54596,-0.74308,0.24733,-0.29763
46.3,-0.54344,-0.75169,0.2455,-0.28172
46.4,-0.54064,-0.76013,0.24346,-0.26579
46.5,-0.53757,-0.76839,0.24121,-0.24983
46.6,-0.53421,-0.77648,0.23875,-0.23387
46.7,-0.53058,-0.78439,0.2361,-0.2179
46.8,-0.52666,-0.79211,0.23324,-0.20194
46.9,-0.52247,-0.79966,0.23019,-0.18599
47,-0.51799,-0.80701,0.22694,-0.17006
47.1,-0.51323,-0.81417,0.2235,-0.15416
47.2,-0.50819,-0.82114,0.21988,-0.13829
47.3,-0.50286,-0.82792,0.21607,-0.12247
47.4,-0.49725,-0.83449,0.21209,-0.1067
47.5,-0.49136,-0.84086,0.20793,-0.090986
47.6,-0.48519,-0.84703,0.2036,-0.075342
47.7,-0.47874,-0.85299,0.1991,-0.059773
47.8,-0.472,-0.85875,0.19444,-0.044286
47.9,-0.46499,-0.86429,0.18962,-0.028889
48,-0.4577,-0.86962,0.18465,-0.01359
48.1,-0.45013,-0.87473,0.17954,0.0016032
48.2,-0.44228,-0.87962,0.17427,0.016684
48.3,-0.43417,-0.8843,0.16887,0.031645
48.4,-0.42578,-0.88875,0.16334,0.046479
48.5,-0.41712,-0.89298,0.15768,0.061178
48.6,-0.40819,-0.89698,0.1519,0.075736
48.7,-0.399,-0.90076,0.146,0.090145
48.8,-0.38954,-0.9043,0.13999,0.1044
48.9,-0.37983,-0.90762,0.13387,0.11849
49,-0.36986,-0.9107,0.12766,0.13241
49.1,-0.35963,-0.91355,0.12134,0.14616
49.2,-0.34916,-0.91617,0.11495,0.15973
49.3,-0.33844,-0.91855,0.10847,0.17311
49.4,-0.32747,-0.92069,0.10191,0.18629
49.5,-0.31627,-0.9226,0.095283,0.19928
49.6,-0.30483,-0.92426,0.088593,0.21206
49.7,-0.29316,-0.92569,0.081845,0.22463
49.8,-0.28127,-0.92687,0.075046,0.23698
49.9,-0.26915,-0.92782,0.068202,0.24911
50,-0.25682,-0.92853,0.061319,0.26101
50.1,-0.24427,-0.92899,0.054404,0.27268
50.2,-0.23152,-0.92921,0.047463,0.28411
50.3,-0.21856,-0.92919,0.040503,0.2953
50.4,-0.20541,-0.92892,0.033529,0.30625
50.5,-0.19206,-0.92842,0.026548,0.31694
50.6,-0.17853,-0.92767,0.019567,0.32738
50.7,-0.16482,-0.92668,0.012592,0.33756
50.8,-0.15093,-0.92544,0.0056284,0.34748
50.9,-0.13688,-0.92397,-0.0013162,0.35714
51,-0.12266,-0.92225,-0.0082362,0.36652
51.1,-0.10829,-0.9203,-0.015125,0.37563
51.2,-0.093764,-0.9181,-0.021977,0.38447
51.3,-0.079097,-0.91567,-0.028785,0.39303
51.4,-0.064293,-0.91299,-0.035544,0.40131
51.5,-0.049359,-0.91008,-0.042248,0.4093
51.6,-0.034301,-0.90694,-0.04889,0.41701
51.7,-0.019125,-0.90356,-0.055465,0.42443
51.8,-0.00384,-0.89994,-0.061967,0.43157
51.9,0.011549,-0.89609,-0.06839,0.43841
52,0.027034,-0.89202,-0.074729,0.44496
52.1,0.042608,-0.88771,-0.080977,0.45122
52.2,0.058265,-0.88317,-0.08713,0.45719
52.3,0.073996,-0.87841,-0.093183,0.46286
52.4,0.089796,-0.87342,-0.099129,0.46823
52.5,0.10566,-0.86821,-0.10496,0.47331
52.6,0.12157,-0.86278,-0.11068,0.4781
52.7,0.13753,-0.85713,-0.11628,0.48258
52.8,0.15353,-0.85127,-0.12175,0.48677
52.9,0.16956,-0.84519,-0.12709,0.49067
53,0.18561,-0.8389,-0.1323,0.49427
53.1,0.20168,-0.83239,-0.13736,0.49757
53.2,0.21776,-0.82568,-0.14229,0.50059
53.3,0.23384,-0.81877,-0.14706,0.5033
53.4,0.24991,-0.81165,-0.15168,0.50573
53.5,0.26598,-0.80433,-0.15615,0.50787
53.6,0.28202,-0.79681,-0.16045,0.50972
53.7,0.29803,-0.7891,-0.1646,0.51128
53.8,0.31401,-0.78119,-0.16857,0.51256
53.9,0.32995,-0.7731,-0.17238,0.51355
54,0.34584,-0.76482,-0.17601,0.51426
54.1,0.36167,-0.75635,-0.17947,0.5147
54.2,0.37744,-0.74771,-0.18274,0.51485
54.3,0.39314,-0.73889,-0.18584,0.51473
