0,0.24435,0.1885,-0.17453
0.1,0.24324,0.19001,-0.17439
0.2,0.24211,0.1915,-0.17427
0.3,0.24098,0.19299,-0.17416
0.4,0.23984,0.19445,-0.17407
0.5,0.23868,0.19591,-0.17399
0.6,0.23751,0.19734,-0.17393
0.7,0.23633,0.19877,-0.17388
0.8,0.23514,0.20018,-0.17385
0.9,0.23394,0.20158,-0.17383
1,0.23273,0.20296,-0.17383
1.1,0.2315,0.20433,-0.17384
1.2,0.23026,0.20568,-0.17387
1.3,0.22901,0.20702,-0.17392
1.4,0.22775,0.20835,-0.17398
1.5,0.22648,0.20967,-0.17406
1.6,0.2252,0.21097,-0.17415
1.7,0.2239,0.21226,-0.17426
1.8,0.22259,0.21353,-0.17438
1.9,0.22127,0.2148,-0.17452
2,0.21994,0.21605,-0.17467
2.1,0.21859,0.21728,-0.17484
2.2,0.21723,0.21851,-0.17503
2.3,0.21586,0.21972,-0.17523
2.4,0.21448,0.22092,-0.17545
2.5,0.21308,0.2221,-0.17568
2.6,0.21167,0.22327,-0.17593
2.7,0.21025,0.22443,-0.17619
2.8,0.20882,0.22558,-0.17647
2.9,0.20737,0.22672,-0.17676
3,0.20591,0.22784,-0.17707
3.1,0.20443,0.22895,-0.1774
3.2,0.20294,0.23005,-0.17774
3.3,0.20144,0.23113,-0.1781
3.4,0.19992,0.2322,-0.17847
3.5,0.19839,0.23326,-0.17886
3.6,0.19685,0.23431,-0.17926
3.7,0.19529,0.23534,-0.17967
3.8,0.19371,0.23637,-0.18011
3.9,0.19212,0.23738,-0.18056
4,0.19052,0.23837,-0.18102
4.1,0.1889,0.23935,-0.1815
4.2,0.18727,0.24033,-0.18199
4.3,0.18562,0.24128,-0.1825
4.4,0.18395,0.24223,-0.18302
4.5,0.18227,0.24316,-0.18356
4.6,0.18058,0.24408,-0.18411
4.7,0.17887,0.24498,-0.18468
4.8,0.17714,0.24587,-0.18526
4.9,0.17539,0.24675,-0.18586
5,0.17363,0.24762,-0.18647
5.1,0.17186,0.24847,-0.18709
5.2,0.17006,0.24931,-0.18773
5.3,0.16825,0.25013,-0.18838
5.4,0.16642,0.25094,-0.18905
5.5,0.16458,0.25174,-0.18973
5.6,0.16271,0.25252,-0.19043
5.7,0.16083,0.25328,-0.19114
5.8,0.15893,0.25403,-0.19186
5.9,0.15701,0.25477,-0.19259
6,0.15508,0.25549,-0.19334
6.1,0.15312,0.2562,-0.19411
6.2,0.15115,0.25689,-0.19488
6.3,0.14916,0.25757,-0.19567
6.4,0.14715,0.25823,-0.19647
6.5,0.14512,0.25887,-0.19729
6.6,0.14307,0.2595,-0.19811
6.7,0.141,0.26011,-0.19895
6.8,0.13891,0.26071,-0.1998
6.9,0.13681,0.26128,-0.20066
7,0.13468,0.26184,-0.20154
7.1,0.13253,0.26239,-0.20242
7.2,0.13036,0.26291,-0.20332
7.3,0.12817,0.26342,-0.20423
7.4,0.12597,0.26391,-0.20515
7.5,0.12374,0.26438,-0.20608
7.6,0.12149,0.26483,-0.20702
7.7,0.11921,0.26526,-0.20797
7.8,0.11692,0.26568,-0.20893
7.9,0.11461,0.26607,-0.2099
8,0.11227,0.26644,-0.21088
8.1,0.10992,0.2668,-0.21187
8.2,0.10754,0.26713,-0.21287
8.3,0.10514,0.26744,-0.21387
8.4,0.10272,0.26773,-0.21489
8.5,0.10028,0.268,-0.21591
8.6,0.097812,0.26824,-0.21694
8.7,0.095326,0.26846,-0.21798
8.8,0.092817,0.26866,-0.21902
8.9,0.090287,0.26884,-0.22007
9,0.087735,0.26899,-0.22113
9.1,0.085161,0.26912,-0.2222
9.2,0.082565,0.26922,-0.22326
9.3,0.079947,0.2693,-0.22434
9.4,0.077308,0.26936,-0.22542
9.5,0.074646,0.26939,-0.2265
9.6,0.071962,0.26939,-0.22759
9.7,0.069256,0.26936,-0.22868
9.8,0.066529,0.26931,-0.22978
9.9,0.063779,0.26923,-0.23088
10,0.061008,0.26913,-0.23198
10.1,0.058216,0.26899,-0.23308
10.2,0.055402,0.26883,-0.23418
10.3,0.052567,0.26864,-0.23529
10.4,0.04971,0.26842,-0.23639
10.5,0.046833,0.26817,-0.2375
10.6,0.043935,0.26789,-0.2386
10.7,0.041016,0.26757,-0.2397
10.8,0.038076,0.26723,-0.24081
10.9,0.035116,0.26686,-0.24191
11,0.032137,0.26645,-0.243
11.1,0.029137,0.26601,-0.2441
11.2,0.026118,0.26554,-0.24519
11.3,0.02308,0.26503,-0.24628
11.4,0.020023,0.26449,-0.24736
11.5,0.016948,0.26392,-0.24844
11.6,0.013854,0.26331,-0.24951
11.7,0.010743,0.26267,-0.25057
11.8,0.0076136,0.26199,-0.25163
11.9,0.0044675,0.26128,-0.25268
12,0.0013047,0.26053,-0.25372
12.1,-0.0018743,0.25975,-0.25476
12.2,-0.005069,0.25892,-0.25578
12.3,-0.008279,0.25807,-0.2568
12.4,-0.011504,0.25717,-0.2578
12.5,-0.014743,0.25624,-0.25879
12.6,-0.017996,0.25526,-0.25977
12.7,-0.021262,0.25425,-0.26074
12.8,-0.02454,0.25321,-0.2617
12.9,-0.027831,0.25212,-0.26264
13,-0.031133,0.25099,-0.26357
13.1,-0.034446,0.24983,-0.26448
13.2,-0.037769,0.24862,-0.26538
13.3,-0.041101,0.24738,-0.26626
13.4,-0.044442,0.24609,-0.26712
13.5,-0.047791,0.24477,-0.26797
13.6,-0.051148,0.2434,-0.2688
13.7,-0.054511,0.242,-0.26961
13.8,-0.05788,0.24055,-0.2704
13.9,-0.061254,0.23906,-0.27117
14,-0.064633,0.23754,-0.27192
14.1,-0.068014,0.23597,-0.27265
14.2,-0.071399,0.23436,-0.27336
14.3,-0.074785,0.23271,-0.27405
14.4,-0.078173,0.23102,-0.27471
14.5,-0.08156,0.22929,-0.27535
14.6,-0.084947,0.22751,-0.27597
14.7,-0.088332,0.2257,-0.27656
14.8,-0.091714,0.22385,-0.27713
14.9,-0.095093,0.22196,-0.27767
15,-0.098468,0.22002,-0.27819
15.1,-0.10184,0.21805,-0.27868
15.2,-0.1052,0.21603,-0.27914
15.3,-0.10856,0.21398,-0.27958
15.4,-0.1119,0.21189,-0.27999
15.5,-0.11524,0.20976,-0.28037
15.6,-0.11857,0.20759,-0.28072
15.7,-0.12189,0.20538,-0.28105
15.8,-0.1252,0.20313,-0.28134
15.9,-0.12849,0.20084,-0.28161
16,-0.13177,0.19852,-0.28184
16.1,-0.13503,0.19616,-0.28204
16.2,-0.13828,0.19377,-0.28222
16.3,-0.14151,0.19134,-0.28236
16.4,-0.14473,0.18887,-0.28248
16.5,-0.14792,0.18637,-0.28256
16.6,-0.1511,0.18383,-0.28261
16.7,-0.15425,0.18126,-0.28262
16.8,-0.15738,0.17866,-0.28261
16.9,-0.1605,0.17602,-0.28257
17,-0.16358,0.17335,-0.28249
17.1,-0.16665,0.17065,-0.28238
17.2,-0.16969,0.16792,-0.28224
17.3,-0.1727,0.16516,-0.28206
17.4,-0.17568,0.16237,-0.28186
17.5,-0.17864,0.15955,-0.28162
17.6,-0.18157,0.15671,-0.28135
17.7,-0.18447,0.15383,-0.28105
17.8,-0.18734,0.15094,-0.28071
17.9,-0.19018,0.14801,-0.28035
18,-0.19299,0.14506,-0.27995
18.1,-0.19576,0.14209,-0.27952
18.2,-0.1985,0.1391,-0.27906
18.3,-0.20121,0.13608,-0.27857
18.4,-0.20389,0.13304,-0.27805
18.5,-0.20652,0.12998,-0.27749
18.6,-0.20913,0.1269,-0.27691
18.7,-0.21169,0.12381,-0.27629
18.8,-0.21422,0.12069,-0.27565
18.9,-0.21671,0.11756,-0.27498
19,-0.21917,0.11441,-0.27427
19.1,-0.22158,0.11125,-0.27354
19.2,-0.22396,0.10808,-0.27278
19.3,-0.2263,0.10489,-0.27199
19.4,-0.22859,0.10169,-0.27118
19.5,-0.23085,0.098477,-0.27034
19.6,-0.23307,0.095255,-0.26947
19.7,-0.23524,0.092024,-0.26857
19.8,-0.23738,0.088785,-0.26765
19.9,-0.23947,0.085537,-0.26671
20,-0.24152,0.082284,-0.26574
20.1,-0.24353,0.079024,-0.26474
20.2,-0.24549,0.07576,-0.26372
20.3,-0.24742,0.072492,-0.26268
20.4,-0.2493,0.069221,-0.26162
20.5,-0.25114,0.065947,-0.26054
20.6,-0.25293,0.062673,-0.25943
20.7,-0.25469,0.059398,-0.2583
20.8,-0.2564,0.056123,-0.25716
20.9,-0.25806,0.052849,-0.25599
21,-0.25969,0.049578,-0.25481
21.1,-0.26127,0.046309,-0.25361
21.2,-0.26281,0.043043,-0.25239
21.3,-0.2643,0.039782,-0.25115
21.4,-0.26576,0.036527,-0.2499
21.5,-0.26717,0.033277,-0.24863
21.6,-0.26854,0.030033,-0.24735
21.7,-0.26986,0.026797,-0.24605
21.8,-0.27114,0.023569,-0.24474
21.9,-0.27239,0.020349,-0.24342
22,-0.27359,0.017139,-0.24209
22.1,-0.27475,0.013938,-0.24074
22.2,-0.27586,0.010748,-0.23938
22.3,-0.27694,0.0075693,-0.23802
22.4,-0.27798,0.0044022,-0.23664
22.5,-0.27897,0.0012474,-0.23525
22.6,-0.27993,-0.0018947,-0.23386
22.7,-0.28084,-0.0050234,-0.23246
22.8,-0.28172,-0.0081382,-0.23105
22.9,-0.28256,-0.011239,-0.22964
23,-0.28336,-0.014324,-0.22822
23.1,-0.28412,-0.017395,-0.2268
23.2,-0.28484,-0.02045,-0.22537
23.3,-0.28553,-0.023488,-0.22394
23.4,-0.28617,-0.026511,-0.2225
23.5,-0.28679,-0.029516,-0.22106
23.6,-0.28736,-0.032504,-0.21962
23.7,-0.2879,-0.035474,-0.21818
23.8,-0.28841,-0.038427,-0.21674
23.9,-0.28888,-0.041362,-0.2153
24,-0.28931,-0.044278,-0.21386
24.1,-0.28971,-0.047175,-0.21242
24.2,-0.29008,-0.050053,-0.21098
24.3,-0.29042,-0.052912,-0.20954
24.4,-0.29072,-0.055752,-0.2081
24.5,-0.29099,-0.058572,-0.20667
24.6,-0.29123,-0.061372,-0.20524
24.7,-0.29144,-0.064152,-0.20382
24.8,-0.29162,-0.066912,-0.2024
24.9,-0.29176,-0.069651,-0.20099
25,-0.29188,-0.07237,-0.19958
25.1,-0.29197,-0.075069,-0.19817
25.2,-0.29203,-0.077747,-0.19677
25.3,-0.29206,-0.080404,-0.19538
25.4,-0.29206,-0.083041,-0.194
25.5,-0.29204,-0.085657,-0.19262
25.6,-0.29199,-0.088252,-0.19126
25.7,-0.29191,-0.090826,-0.1899
25.8,-0.2918,-0.093379,-0.18854
25.9,-0.29168,-0.095911,-0.1872
26,-0.29152,-0.098422,-0.18587
26.1,-0.29134,-0.10091,-0.18455
26.2,-0.29114,-0.10338,-0.18323
26.3,-0.29091,-0.10583,-0.18193
26.4,-0.29066,-0.10826,-0.18064
26.5,-0.29039,-0.11066,-0.17936
26.6,-0.29009,-0.11305,-0.17809
26.7,-0.28978,-0.11542,-0.17683
26.8,-0.28944,-0.11776,-0.17559
26.9,-0.28908,-0.12009,-0.17435
27,-0.28869,-0.12239,-0.17313
27.1,-0.28829,-0.12467,-0.17192
27.2,-0.28787,-0.12694,-0.17073
27.3,-0.28743,-0.12918,-0.16954
27.4,-0.28696,-0.1314,-0.16838
27.5,-0.28648,-0.13361,-0.16722
27.6,-0.28598,-0.13579,-0.16608
27.7,-0.28547,-0.13796,-0.16495
27.8,-0.28493,-0.1401,-0.16384
27.9,-0.28438,-0.14223,-0.16274
28,-0.28381,-0.14433,-0.16166
28.1,-0.28322,-0.14642,-0.16059
28.2,-0.28261,-0.14849,-0.15953
28.3,-0.28199,-0.15054,-0.15849
28.4,-0.28135,-0.15257,-0.15747
28.5,-0.2807,-0.15459,-0.15646
28.6,-0.28003,-0.15658,-0.15547
28.7,-0.27934,-0.15856,-0.15449
28.8,-0.27864,-0.16052,-0.15353
28.9,-0.27793,-0.16246,-0.15259
29,-0.2772,-0.16439,-0.15166
29.1,-0.27645,-0.1663,-0.15074
29.2,-0.2757,-0.16819,-0.14985
29.3,-0.27492,-0.17006,-0.14897
29.4,-0.27414,-0.17192,-0.1481
29.5,-0.27334,-0.17376,-0.14726
29.6,-0.27252,-0.17558,-0.14643
29.7,-0.2717,-0.17739,-0.14561
29.8,-0.27086,-0.17918,-0.14482
29.9,-0.27001,-0.18096,-0.14404
30,-0.26914,-0.18272,-0.14328
30.1,-0.26826,-0.18446,-0.14253
30.2,-0.26737,-0.18619,-0.1418
30.3,-0.26647,-0.18791,-0.14109
30.4,-0.26555,-0.18961,-0.1404
30.5,-0.26463,-0.19129,-0.13972
30.6,-0.26369,-0.19296,-0.13906
30.7,-0.26274,-0.19462,-0.13842
30.8,-0.26178,-0.19626,-0.1378
30.9,-0.2608,-0.19789,-0.13719
31,-0.25982,-0.19951,-0.13661
31.1,-0.25882,-0.20111,-0.13604
31.2,-0.25781,-0.2027,-0.13548
31.3,-0.25679,-0.20427,-0.13495
31.4,-0.25576,-0.20583,-0.13443
31.5,-0.25472,-0.20738,-0.13393
31.6,-0.25366,-0.20892,-0.13345
31.7,-0.2526,-0.21044,-0.13298
31.8,-0.25153,-0.21195,-0.13254
31.9,-0.25044,-0.21345,-0.13211
